"","degree","eigenvector","closeness","pagerank","crossclique","betweenness","hubscore","authorities"
"1003",22,0.0415266894604923,1.32068992841861e-06,0.000157021420961148,24,151509.500942563,0.0272566805385212,0.00187690053931258
"10030",11,0.0131930850057228,1.327097743403e-06,6.19491956302227e-05,12,50312.3044716161,0.00343040165333406,0.000191975807776985
"10031",1,0.00296193971188171,8.45476489412521e-09,6.66346373818293e-05,2,0,3.00672421870845e-16,3.01323909603285e-05
"10032",1,0.00296193971188171,8.45476489412521e-09,6.66346373818293e-05,2,0,3.00672421870845e-16,3.01323909603285e-05
"10033",11,0.180319258925977,1.32907850999666e-06,6.66346373817468e-05,12,20754.6702399501,0.463240239725178,3.01323909616664e-05
"10034",1,0.00296193971188171,8.45476489412521e-09,6.66346373818293e-05,2,0,3.00672421870845e-16,3.01323909603285e-05
"10035",2,0.00171482107638073,8.45554234377064e-09,6.00667511331741e-05,3,2,0.00365236592140983,0.000106609454748272
"10036",6,0.00571822456405413,8.45865357267094e-09,6.00667511331741e-05,7,10,0.0055593822060895,0.000106609454748809
"10037",2,0.00257605606564682,1.29168760276989e-06,6.06229865800242e-05,3,674.042698353418,0.00125798325538606,0.00016561159758263
"10038",11,0.0173775741829273,1.3166400924808e-06,6.10963782595926e-05,12,16309.523529255,0.0293526854613507,9.00797230115371e-05
"10039",12,0.0221438865698751,1.32820998468574e-06,6.67243144334771e-05,13,22227.7695572716,0.00371445165315696,0.000137849185709853
"1004",7,0.0197942485668281,8.45476489412521e-09,0.000120841059677253,8,0,2.10572261173351e-15,0.00821731386258234
"10040",2,0.0126202931575952,8.45476489412521e-09,0.000108014297262323,3,0,6.0134484374169e-16,0.000345058479820138
"10041",12,0.0178119960283669,1.31924032864915e-06,0.000117864199952911,13,41960.4809011288,0.00746713089966545,0.00138876851496796
"10042",2,0.00186367461726206,1.29781642386684e-06,6.02242038264334e-05,3,23729.0251277572,6.11139059099622e-16,5.43093861235195e-05
"10043",27,0.0515796528997997,1.33801101985876e-06,6.02242038264322e-05,28,42834.1599237807,0.0102497823252296,5.43093861268723e-05
"10044",2,0.0159958962849519,1.31400346634114e-06,6.02242038264322e-05,3,783.494154598827,0.000458014822903466,5.43093861235195e-05
"10045",13,0.0132753366027249,1.31946139585821e-06,7.37233101286161e-05,16,89225.1897037426,0.00521058403968579,0.000510015255821323
"10046",1,0.000864185923067834,8.45476489412521e-09,6.02508391119884e-05,2,0,3.00672421870845e-16,0.000404672911608607
"10047",12,0.0195733439455596,1.32889129270558e-06,6.58026267042106e-05,13,51009.444240208,0.00178592939000085,0.000168684277195129
"10048",1,0.000624822733553594,8.45476489412521e-09,6.02508391119871e-05,2,0,3.00672421870845e-16,9.62040674157674e-05
"10049",1,0.000624822733553594,8.45476489412521e-09,6.02508391119871e-05,2,0,3.00672421870845e-16,9.62040674157674e-05
"1005",10,0.0158805759211128,8.45476489412521e-09,0.000150307725692891,11,0,3.00744813395098e-15,0.00380392586881895
"10050",1,0.00145205515295837,8.45476489412521e-09,6.52132238838359e-05,2,0,3.00672421870845e-16,1.33895658567353e-05
"10051",12,0.101292370450236,1.32638836386016e-06,7.0897650181505e-05,13,13785.2715912491,0.221168085654887,0.000131547308355805
"10052",1,0.00145205515295837,8.45476489412521e-09,6.52132238838359e-05,2,0,3.00672421870845e-16,1.33895658567353e-05
"10053",1,0.000750378061953876,8.45476489412521e-09,6.65231954143572e-05,2,0,3.00672421870845e-16,1.72383513050016e-05
"10054",13,0.0320265403825343,1.32724393814512e-06,8.70784888998998e-05,14,58041.1466016682,0.00803654503760238,0.000185553441993622
"10055",2,0.00286747089350752,1.29813652501834e-06,6.65231954143529e-05,3,1047.21377160403,0.000452624541319461,1.7238351305136e-05
"10056",2,0.00523907084475865,1.3124134627373e-06,6.65231954143529e-05,3,9174.43243114641,0.000691085487166383,1.7238351305136e-05
"10057",8,0.00629941753657557,1.31411743216197e-06,7.80072509773379e-05,10,64243.7426347625,0.00193219007830156,0.000340142876813208
"10058",1,0.000750378061953876,8.45476489412521e-09,6.65231954143572e-05,2,0,3.00672421870845e-16,1.72383513050016e-05
"10059",5,0.00263458438603926,1.31155625330348e-06,6.1211912827269e-05,6,25917.5513235183,0.000125360383649795,8.76038159402705e-06
"1006",9,0.0197693886522655,8.45476489412521e-09,0.000185575212094712,11,0,2.71522346566186e-15,0.00335669281225526
"10060",11,0.0129204903958908,1.33037281037265e-06,6.12119128272693e-05,12,22933.0880696776,0.00548030600402539,8.76038159483181e-06
"10061",1,0.000660326631951379,8.45476489412521e-09,6.12119128272693e-05,2,0,3.00672421870845e-16,8.76038159348864e-06
"10062",1,0.00125597572416918,8.45476489412521e-09,6.07360379478964e-05,2,0,3.00672421870845e-16,0.000197380168260763
"10063",12,0.0131064075640447,1.32084867168853e-06,0.000114277667150731,14,54188.2567084648,0.00224278072116152,0.00172326208564516
"10064",1,0.00281732405337844,8.45476489412521e-09,6.01893258092104e-05,2,0,3.00672421870845e-16,0.00171600850822745
"10065",11,0.0236875166008531,1.3194317998897e-06,6.01893258092104e-05,12,3064.92052101511,0.0252078408491173,0.00171600850822879
"10066",12,0.0190580736481454,1.3208818207035e-06,6.68874464280514e-05,13,90235.4172490741,0.00409518044819916,0.000135381213911056
"10067",2,0.0026023743535572,1.29826292420741e-06,6.12716463723005e-05,3,1106.92736960745,0.0010178624396096,9.0421082069144e-05
"10068",11,0.00960405589902668,1.32083122550684e-06,6.02905931107592e-05,13,54804.6172016718,0.00285499398699644,5.74170043126947e-05
"10069",11,0.00769591209564656,1.31957108661401e-06,6.02905931107509e-05,12,35731.1330917691,0.00464227649806066,5.74170043126947e-05
"1007",2,0.00816185223051588,8.45476489412521e-09,7.53108035704162e-05,3,0,6.0134484374169e-16,0.00117019664848536
"10070",11,5.29578062257835e-05,8.46254582997476e-09,0.000107952272110089,12,43530,3.79459602591972e-15,1.48403186196401e-15
"10071",2,0.000851758904925983,8.45554234377064e-09,6.07648328516817e-05,3,75.0532106782107,2.83440060634515e-05,0.000153830221982392
"10072",8,0.00882760653376016,1.31552982963889e-06,7.09600342522577e-05,10,10819.5618480469,0.00318083445450882,0.000209959633785728
"10073",12,0.00957523074555595,1.32335698613387e-06,7.13533828240473e-05,13,81145.4688457191,0.00390680186917552,0.000197041065457541
"10074",8,0.0048852816318346,1.30766132617781e-06,6.04703478534539e-05,9,9360.43983017887,0.00223790432133853,1.405197361638e-05
"10075",11,0.0277893319153283,1.33237579925893e-06,6.04703478534542e-05,14,13396.8071196323,0.00296949107757771,1.40519736167833e-05
"10076",1,0.000693538568480503,8.45476489412521e-09,6.04703478534542e-05,2,0,3.00672421870845e-16,1.40519736154416e-05
"10077",1,0.000693538568480503,8.45476489412521e-09,6.04703478534542e-05,2,0,3.00672421870845e-16,1.40519736154416e-05
"10078",11,0.00998598073620866,1.32126751835571e-06,6.04703478534539e-05,14,4038.68835395762,0.00288978348305531,1.40519736167833e-05
"10079",6,0.00881034907253315,1.31930994812473e-06,0.000112563824656657,7,14827.7657712732,0.000942409994848074,4.76609349725539e-05
"1008",17,0.0773315853468216,1.3232624241109e-06,0.000136828391767752,19,133976.900067657,0.0994810775507822,0.00495801524163412
"10080",3,0.00374900172514898,8.45476489412521e-09,7.70999179470814e-05,5,0,9.0057042419413e-16,0.000434508145950677
"10081",13,0.0141206087261977,1.31210177711065e-06,0.000111294147035434,16,26535.7086341832,0.0027341956457135,0.000345973119431449
"10082",12,0.0135241174742807,1.31733908044463e-06,6.52142603773666e-05,14,3798.21315908262,0.00375428775403119,0.00024913075523532
"10083",11,0.00462929542028893,1.31984626430713e-06,6.06828207618786e-05,13,41662.2359088537,0.00029572032586441,6.1917552497753e-05
"10084",2,0.0012245535569413,8.45476489412521e-09,7.45976574665432e-05,3,0,6.0134484374169e-16,0.000104931974935915
"10085",11,0.0139495470619034,1.3134580855823e-06,6.06828207618786e-05,13,6480.63694882689,0.00758014078792705,6.1917552497753e-05
"10086",1,0.000578324235788735,8.45476489412521e-09,6.01588682983147e-05,2,0,3.00672421870845e-16,4.0083173320911e-05
"10087",1,0.000578324235788735,8.45476489412521e-09,6.01588682983147e-05,2,0,3.00672421870845e-16,4.0083173320911e-05
"10088",1,0.000578324235788736,8.45476489412521e-09,6.01588682983147e-05,2,0,3.00672421870845e-16,4.0083173320911e-05
"10089",1,0.000578324235788734,8.45476489412521e-09,6.01588682983147e-05,2,0,3.00672421870845e-16,4.0083173320911e-05
"1009",4,0.0105269861384009,8.45476489412521e-09,0.000173466576484051,5,0,1.20268968748338e-15,0.00118712722768275
"10090",4,0.00451187814439466,8.45476489412521e-09,7.78115438847297e-05,5,0,1.20268968748338e-15,0.000296165077436063
"10091",1,0.00117675593407349,8.45476489412521e-09,6.10919022982523e-05,2,0,3.00672421870845e-16,2.65106585601292e-05
"10092",1,0.00117675593407349,8.45476489412521e-09,6.10919022982523e-05,2,0,3.00672421870845e-16,2.65106585601292e-05
"10093",1,0.00165687028447866,8.45476489412521e-09,6.10458857302584e-05,2,0,3.00672421870845e-16,0.000347488670636294
"10094",1,0.00165687028447866,8.45476489412521e-09,6.10458857302584e-05,2,0,3.00672421870845e-16,0.000347488670636294
"10095",1,0.00409960899800859,8.45476489412521e-09,6.01579129728343e-05,2,0,3.00672421870845e-16,0.00445108216355274
"10096",2,0.00425336326562178,1.30464505826545e-06,0.000111012566274228,3,11113.7722793546,0.0031288635360262,2.70390594299102e-16
"10097",1,0.000186460578846588,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,1.68453227058131e-05
"10098",1,0.000186460578846588,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,1.68453227058131e-05
"10099",1,0.000186460578846588,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,1.68453227058131e-05
"101",13,0.0232227289241826,1.32559363396913e-06,9.17924071278318e-05,14,79369.3766546039,0.00147586909388913,0.00119690078671391
"1010",2,0.00392310583542092,8.45476489412521e-09,7.15113963095139e-05,3,0,6.0134484374169e-16,0.00113123067913804
"10100",1,0.000186460578846588,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,1.68453227058131e-05
"10101",1,0.000454302061728273,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,7.15747588072766e-05
"10102",1,0.000454302061728272,8.45476489412521e-09,6.0152413490573e-05,2,0,3.00672421870845e-16,7.15747588072766e-05
"10103",11,0.0199999275669673,1.32750822723224e-06,6.0152413490573e-05,12,14319.3452266559,0.00559763937212255,7.15747588086185e-05
"10104",2,0.00112844603607465,8.45476489412521e-09,7.03004736932077e-05,3,0,6.0134484374169e-16,0.000137949450702948
"10105",3,0.00168744179367734,8.45554234377064e-09,7.20197551575891e-05,4,84.1994721186759,2.58688215594134e-05,4.87516821105057e-05
"10106",1,0.000336630972278538,8.45476489412521e-09,6.69108596970463e-05,2,0,3.00672421870845e-16,2.18482351306675e-06
"10107",1,0.00246189014772927,8.45476489412521e-09,6.15472287171056e-05,2,0,3.00672421870845e-16,0.000252645119147038
"10108",1,0.00246189014772927,8.45476489412521e-09,6.15472287171056e-05,2,0,3.00672421870845e-16,0.000252645119147038
"10109",1,0.000964139607421801,8.45476489412521e-09,6.01084298515084e-05,2,0,3.00672421870845e-16,5.00279818944558e-05
"1011",13,0.0295888891878861,8.45476489412521e-09,0.000174314093397404,14,0,3.93281718365171e-15,0.00349834727177108
"10110",10,0.00902263895834419,1.32077714527228e-06,6.01084298515084e-05,12,24438.5620960431,0.00140269518398035,5.00279818956646e-05
"10111",17,0.0208075157867985,1.31699903332271e-06,9.3337066976495e-05,18,49363.5352173071,0.00462132856627447,0.00126300719410827
"10112",1,0.000568449382412995,8.45476489412521e-09,6.02627862898506e-05,2,0,3.00672421870845e-16,6.2621231084465e-05
"10113",1,0.000568449382412994,8.45476489412521e-09,6.02627862898506e-05,2,0,3.00672421870845e-16,6.2621231084465e-05
"10114",1,0.000975682368239405,8.45476489412521e-09,6.40092361040729e-05,2,0,3.00672421870845e-16,0.000205100159185297
"10115",11,0.0324772928960905,1.34340890008396e-06,6.40092361040729e-05,12,5990.1438325935,0.00386385131211572,0.000205100159186638
"10116",11,0.028972583813897,1.32645170190386e-06,6.04149102788085e-05,13,12838.7866296832,0.00542831936862094,0.000126646257445687
"10117",1,0.000816723766189338,8.45476489412521e-09,6.04149102788085e-05,2,0,3.00672421870845e-16,0.000126646257444346
"10118",12,0.011811819319347,1.32553389191332e-06,6.52306243732349e-05,13,15954.9492526033,0.00375340767564571,9.63858298144658e-05
"10119",5,0.00643519265734769,1.32021218450229e-06,6.01217571772344e-05,6,25978.2680007429,0.00220929589250764,2.84428508061495e-05
"1012",4,0.0105186489991865,8.45476489412521e-09,0.000106609954032208,5,0,1.20268968748338e-15,0.000551831849977616
"10120",3,0.00209289766635944,8.45476489412521e-09,8.14037629599713e-05,4,0,9.0057042419413e-16,0.000186024580811381
"10121",1,0.000240078796373308,8.45476489412521e-09,6.78806335586434e-05,2,0,3.00672421870845e-16,1.78684120610543e-05
"10122",3,0.00201064551089313,8.45476489412521e-09,7.8364670692135e-05,4,0,9.0057042419413e-16,0.000318561934138961
"10123",1,0.000939277213216263,8.45476489412521e-09,6.02371968632025e-05,2,0,3.00672421870845e-16,8.9525454815975e-05
"10124",2,0.00155661932667317,8.45476489412521e-09,6.57990465524906e-05,3,0,6.0134484374169e-16,0.000110139690254567
"10125",11,0.0125515148546998,1.30719125123039e-06,6.02371968632025e-05,12,12622.1076519688,0.00619449746386923,8.95254548173165e-05
"10126",3,0.00285091548182559,8.45476489412521e-09,7.13269618005041e-05,4,0,9.0057042419413e-16,0.000327610392213328
"10127",2,0.00119418616860073,8.45554234377064e-09,6.10470564692607e-05,3,137.390534465535,2.38341275112995e-05,0.000113960876145216
"10128",2,0.00322269131613085,1.29675784603335e-06,6.64467190681586e-05,3,2943.86816491566,6.58644600647751e-05,0.000109208462572754
"10129",1,0.0027792386576074,8.45476489412521e-09,6.03450069678567e-05,2,0,3.00672421870845e-16,0.000472781362453588
"1013",3,0.0116352029933107,8.45476489412521e-09,9.45110150067188e-05,4,0,9.0057042419413e-16,0.000230895123822498
"10130",2,0.00309379223873382,8.45476489412521e-09,7.05563546604963e-05,3,0,6.0134484374169e-16,0.000548090546381558
"10131",11,0.198098686108988,1.32737254568816e-06,6.54548798038338e-05,14,13600.417491283,0.470198042155351,0.000514909096727068
"10132",12,0.281825954471538,1.32704490985384e-06,6.60258990893572e-05,13,7485.9932607927,0.777879374130443,0.00063865697049273
"10133",12,0.0191196409302458,1.32142814668381e-06,6.5335080973273e-05,13,12479.4089589577,0.00696010132298786,0.000128256856432573
"10134",1,0.00103796312304996,8.45476489412521e-09,6.02185325233217e-05,2,0,3.00672421870845e-16,9.73608711079111e-05
"10135",11,0.02389377005983,1.30773998990425e-06,6.02185325233216e-05,12,14771.4283269625,0.0440786992310104,9.73608711092546e-05
"10136",1,0.00107134478159695,8.45476489412521e-09,6.01108544799476e-05,2,0,3.00672421870845e-16,5.05054521095978e-05
"10137",11,0.00905197051468101,1.32794717957299e-06,6.01108544799476e-05,12,45579.735806432,0.000569664332745903,5.05054521109414e-05
"10138",1,0.00107134478159695,8.45476489412521e-09,6.01108544799476e-05,2,0,3.00672421870845e-16,5.05054521095978e-05
"10139",9,0.00632055803373492,1.30258028127919e-06,7.40534064601085e-05,10,15952.1360736142,0.00200305681323648,0.000269783166784651
"1014",15,0.0258219708973202,8.45476489412521e-09,0.000183551813891073,16,0,4.50878590745644e-15,0.00399923223745621
"10140",6,0.0196290529717737,1.32350235781945e-06,6.01119393188148e-05,7,40352.7456399268,0.028024847004294,8.44379285249669e-05
"10141",12,0.0173135139019406,1.32956092579986e-06,6.63427881096285e-05,13,46121.1296216629,0.0019843163103241,0.000477970892880334
"10142",2,0.00295360939818203,1.30734847504337e-06,6.89096877043891e-05,3,4601.27627428416,6.99442448805398e-06,4.30144224396358e-05
"10143",4,0.00246453626235094,8.45476489412521e-09,8.53779780683303e-05,5,0,1.20268968748338e-15,0.000357037188887721
"10144",11,0.00928609607183268,1.30964276874197e-06,6.89096877043251e-05,13,23025.278877308,0.00199979079805757,4.30144224408453e-05
"10145",11,0.0214508843252637,1.33010207203301e-06,0.000106508648795404,13,28037.1598593703,0.00869493855321213,1.48403186196401e-15
"10146",2,0.00323325274716136,8.45476489412521e-09,0.000115052891571782,3,0,6.0134484374169e-16,0.000122212384291382
"10147",12,0.05558130074316,1.32961219201196e-06,7.12291581658487e-05,13,36953.172464666,0.0827417204299157,0.00331813877338646
"10148",3,0.00396650861117387,8.45476489412521e-09,7.39042994499921e-05,4,0,9.0057042419413e-16,0.00122088252744654
"10149",13,0.183008945812454,1.33413025380494e-06,7.33375818105629e-05,14,35336.7288120898,0.453542477435142,0.000396481201937943
"1015",16,0.0324046427313633,1.32991810364318e-06,0.000146676328534597,17,174964.628725767,0.00279228996404881,0.000360352388040897
"10150",6,0.0060018939246495,1.31011632522852e-06,6.01937785896082e-05,7,2747.61261376028,0.00354795074174195,0.000100249433637286
"10151",2,0.00156428103914883,1.30405639783109e-06,6.01937785896082e-05,3,2348.97576993634,3.63130390172085e-05,0.000100249433636749
"10152",1,0.000744358936084246,8.45476489412521e-09,6.01937785896082e-05,2,0,3.00672421870845e-16,0.000100249433636615
"10153",2,0.00285757762135009,1.29415997370267e-06,6.08798229618036e-05,3,653.802173631995,0.00102727418350398,2.19318103889273e-05
"10154",1,0.000801697817267164,8.45476489412521e-09,6.08798229618051e-05,2,0,3.00672421870845e-16,2.19318103887928e-05
"10155",2,0.00143981562509284,8.45554234377064e-09,6.08798229618051e-05,3,79.106684981685,0.000378983750737324,2.19318103889273e-05
"10156",12,0.0213044259240974,1.31594184589795e-06,7.75684089324273e-05,14,66673.7378560289,0.00286863019896654,0.0107405801983159
"10157",1,0.000706873238402549,8.45476489412521e-09,6.01174172556504e-05,2,0,3.00672421870845e-16,0.000141006923066611
"10158",1,0.000706873238402549,8.45476489412521e-09,6.01174172556504e-05,2,0,3.00672421870845e-16,0.000141006923066611
"10159",16,0.0155508657920037,1.31425905360206e-06,9.1705306882472e-05,18,40998.9224595683,0.00541506611726606,0.000463036607816572
"1016",9,0.0270083935157235,8.45476489412521e-09,0.000161587856956883,10,0,2.71522346566186e-15,0.00668292708588272
"10160",3,0.00211818063050824,8.45631993640847e-09,6.06302955924463e-05,4,4,0.000503893384880378,7.27218903562062e-06
"10161",2,0.000904345779881393,8.46020954483887e-09,6.06302955924463e-05,3,14,0.000140582238787074,7.27218903548661e-06
"10162",2,0.00155605517739062,1.31811872822633e-06,6.06302955924463e-05,3,959.88579213614,5.48833464009442e-05,7.27218903548661e-06
"10163",12,0.0115602260615484,1.32058353945441e-06,6.75457048103024e-05,14,42276.2731408105,0.00610828386015764,0.000211737574428092
"10164",1,2.23657103533375e-05,8.45476489412521e-09,0.000107095946041815,2,0,3.00672421870845e-16,1.35195297149551e-16
"10165",10,0.179178111604843,1.32728797901823e-06,6.49419226314452e-05,12,4459.27375561122,0.438988215425469,0.0021942192205991
"10166",1,0.00212339412994747,8.45476489412521e-09,6.01356217627597e-05,2,0,3.00672421870845e-16,0.00161142397962738
"10167",2,0.00474218940309239,8.45554234377064e-09,6.01356217627597e-05,3,3.67222222222222,0.000137372268228778,0.00161142397962751
"10168",1,3.20822365368611e-05,8.45476489412521e-09,0.000106085777213159,2,0,3.00672421870845e-16,1.35195297149551e-16
"10169",1,0.000329377346158908,8.45476489412521e-09,6.0103943621068e-05,2,0,3.00672421870845e-16,2.80138237087126e-05
"1017",12,0.147581909796747,1.33047547201944e-06,8.05184301217253e-05,13,47161.962069936,0.31850945406569,0.000160389293412426
"10170",12,0.0105954460611772,1.32303833106653e-06,6.58565998957525e-05,13,24655.6440731363,0.00305707505268725,8.76660103749665e-05
"10171",1,0.000329377346158908,8.45476489412521e-09,6.0103943621068e-05,2,0,3.00672421870845e-16,2.80138237087126e-05
"10172",5,0.00501688501642266,8.45476489412521e-09,8.92423805761079e-05,6,0,1.50372406697549e-15,0.000320977902263013
"10173",12,0.00903669096634559,1.30919354986522e-06,6.60252457902797e-05,13,72569.5143262767,0.00171035416196383,0.000108715452045293
"10174",10,0.0180192330324829,1.32111041972999e-06,6.29312314381766e-05,11,17699.5755695361,0.00315430272956697,1.97410849041552e-05
"10175",1,0.000772455711996892,8.45476489412521e-09,6.02605326282934e-05,2,0,3.00672421870845e-16,8.20473828372028e-05
"10176",11,0.0181288354585978,1.32477879506069e-06,6.026053262829e-05,12,15270.4497238622,0.00645771242829275,8.20473828385441e-05
"10177",13,0.0439237422710648,1.3244173556948e-06,7.24434672917413e-05,14,22600.4556638758,0.0645209835580542,0.00162380583593075
"10178",10,0.0154697200818012,1.31229290377612e-06,6.01880431517899e-05,11,4079.33417925519,0.00494017604465047,0.000702049283065466
"10179",3,0.00255155983049368,8.45476489412521e-09,7.14775561521097e-05,4,0,9.0057042419413e-16,0.00145045953225198
"1018",13,0.0311727569583665,1.31152873100415e-06,0.00010444838462872,15,46449.2023666622,0.00716806118495098,0.00473297309337093
"10180",1,0.00101745773884039,8.45476489412521e-09,6.01880431517899e-05,2,0,3.00672421870845e-16,0.000702049283064261
"10181",1,0.00129652554040935,8.45476489412521e-09,6.06664177265701e-05,2,0,3.00672421870845e-16,8.88412109178456e-05
"10182",1,0.00104289315715086,8.45476489412521e-09,6.61264698841661e-05,2,0,3.00672421870845e-16,0.000178596738671877
"10183",15,0.0383321554297841,1.31870624367845e-06,8.81850787432931e-05,17,29660.0941740852,0.00868157747943722,0.0195107545493308
"10184",2,0.00440762358441449,8.45476489412521e-09,6.28247400645114e-05,3,0,6.0134484374169e-16,0.000451750958177538
"10185",13,0.0233624496591022,1.31800927878532e-06,0.000117959472953327,14,24170.5892383904,0.0135220316069447,0.000311859821204762
"10186",11,0.0161765375225376,1.31939524199688e-06,5.69637192017425e-05,12,9987.61918443072,0.00241532807545002,0.00024515141357351
"10187",2,0.0035499842390043,8.45476489412521e-09,6.2073141832538e-05,3,0,6.0134484374169e-16,0.000258776485013107
"10188",3,0.00240581708149687,8.45631986489913e-09,6.74860931678439e-05,4,4348.56742424242,7.104063205493e-06,0.000257678771028895
"10189",11,0.0107660622963004,1.32203085091194e-06,6.05880742695824e-05,12,22234.3816261062,0.00384763908334378,4.2715357323803e-05
"1019",13,0.036743382017127,1.31166463358648e-06,9.21672071817255e-05,15,34155.0298567311,0.0245658373152975,0.00254599215011091
"10190",1,0.00114602015579137,8.45476489412521e-09,6.05880742695824e-05,2,0,3.00672421870845e-16,4.27153573224597e-05
"10191",1,0.00114602015579137,8.45476489412521e-09,6.05880742695824e-05,2,0,3.00672421870845e-16,4.27153573224597e-05
"10192",2,0.00368073168685272,8.45476489412521e-09,0.00011715020152954,3,0,6.0134484374169e-16,0.00018711256692217
"10193",13,0.0257308383408468,1.31779564415828e-06,7.32324800845533e-05,14,28800.6260199132,0.00556296718888456,0.012469797925819
