"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","informationcent","eccentricity","densitymnc","lobby","leverage","localbridge"
"10021",11,0.0362663112227238,6.04796560357086e-05,0.00391037779877407,0.0673736479188924,21086.0803017549,2606.55952380952,0.657212530046779,7,10,6,0.256850068170823,0.0262175533381454
"10022",15,0.0172542282068616,9.33691816288621e-05,0.00156462485340983,0.000825374898599944,75566.7887440658,2643.23333333333,0.657212530046775,8,14,10,0.242331351514655,0.0362054778417774
"10023",2,0.0020142433265083,6.55487240410041e-05,0.000903325133125851,6.0134484374169e-16,0,2199.64642857143,1.85399701324872,8,1,2,-0.692307692307692,2.75
"10024",2,0.000547945554976053,6.01069720158054e-05,3.71893313495411e-05,6.11139059099622e-16,4352,2060.6253968254,0.65721253004678,9,1,2,-0.179487179487179,0.458333333333333
"10025",11,0.0056255695431397,6.01069720158054e-05,3.71893313507461e-05,0.00117125816623747,24044.1060856184,2419.01428571429,1.92167478207275,7,10,5,0.380063414846024,0.0231660231660232
"10026",8,0.00591420806413454,6.01042119517482e-05,0.000144227552057109,0.00146764340894792,881.880459093793,2437.67857142857,1.83057763792912,7,7,5,0.118793106207294,0.0755198116908592
"10027",1,0.000604657597260432,6.01042119517482e-05,0.00014422755205617,3.00672421870845e-16,0,2040.52619047619,1.83715048212424,8,0,1,-0.833333333333333,11
"10028",1,0.000514406065646617,6.05867782483877e-05,0.000128611717170067,3.00672421870845e-16,0,2028.54285714286,1.24943275660402,8,0,1,-0.846153846153846,12
"10029",4,0.00353254915796778,6.01042119517482e-05,6.95750454329843e-05,0.00124219874806729,413.676714380391,2318.92619047619,1.87913132193895,8,3,4,-0.38961038961039,0.54435819240366
"1003",22,0.0415266894604925,0.000157021420961148,0.00187690053931258,0.0272566805385212,151509.500942563,2878.82857142857,0.647619712008352,7,21,12,0.288760642376164,0.0166224964734296
"10030",11,0.0131930850057229,6.19491956302227e-05,0.000191975807776985,0.00343040165333406,50312.3044716161,2654.16666666667,1.87337619140813,7,10,9,0.00813243161169206,0.0489901100753463
"10031",1,0.00296193971188173,6.66346373818293e-05,3.01323909603285e-05,3.00672421870845e-16,0,2160.98214285714,1.82013492223271,8,0,1,-0.875,15
"10032",1,0.00296193971188173,6.66346373818293e-05,3.01323909603285e-05,3.00672421870845e-16,0,2160.98214285714,1.26557168919526,8,0,1,-0.875,15
"10033",11,0.180319258925977,6.66346373817468e-05,3.01323909616664e-05,0.463240239725178,20754.6702399501,2840.73095238095,1.40532472117524,7,10,11,-0.425816797193497,0.177614012372282
"10034",1,0.00296193971188172,6.66346373818293e-05,3.01323909603285e-05,3.00672421870845e-16,0,2160.98214285714,0.645905726638439,8,0,1,-0.875,15
"10035",2,0.00171482107638074,6.00667511331741e-05,0.000106609454748272,0.00365236592140983,2,2117.20833333333,1.25015944023192,8,1,2,-0.596153846153846,1.94117647058824
"10036",6,0.00571822456405417,6.00667511331741e-05,0.000106609454748809,0.0055593822060895,10,2425.71904761905,0.668316967340867,8,5,6,-0.16468747970296,0.172873086803532
"10037",2,0.00257605606564684,6.06229865800242e-05,0.00016561159758263,0.00125798325538606,674.042698353418,2268.3880952381,1.99394413099096,8,1,2,-0.770186335403727,3.81818181818182
"10038",11,0.0173775741829274,6.10963782595926e-05,9.00797230115371e-05,0.0293526854613507,16309.523529255,2544.18095238095,1.79788632220922,7,10,7,0.227984398007281,0.0321454749552799
"10039",12,0.0221438865698752,6.67243144334771e-05,0.000137849185709853,0.00371445165315696,22227.7695572716,2676.17857142857,1.87078655915966,7,11,9,0.0868857451616072,0.0391771035534165
"1004",7,0.0197942485668281,0.000120841059677253,0.00821731386258234,2.10572261173351e-15,0,2597.5380952381,1.87045629618844,7,6,7,-0.403285181002572,0.329311036673211
"10040",2,0.0126202931575953,0.000108014297262323,0.000345058479820138,6.0134484374169e-16,0,2404.47619047619,0.687277948488697,7,1,2,-0.8,4.4
"10041",12,0.017811996028367,0.000117864199952911,0.00138876851496796,0.00746713089966545,41960.4809011288,2598.43333333333,1.90075227506876,7,11,9,0.163785801626881,0.0305198699442591
"10042",2,0.00186367461726207,6.02242038264334e-05,5.43093861235195e-05,6.11139059099622e-16,23729.0251277572,2248.07619047619,0.649024708220797,8,1,2,-0.692307692307692,2.75
"10043",27,0.0515796528997999,6.02242038264322e-05,5.43093861268723e-05,0.0102497823252296,42834.1599237807,2865.03095238095,1.94899724208909,7,27,12,0.468029318804459,0.00992021093083861
"10044",2,0.0159958962849519,6.02242038264322e-05,5.43093861235195e-05,0.000458014822903466,783.494154598827,2344.63214285714,1.91936558684061,8,1,2,-0.735042735042735,3.25925925925926
"10045",13,0.013275336602725,7.37233101286161e-05,0.000510015255821323,0.00521058403968579,89225.1897037426,2616.97619047619,1.24679622501789,7,12,9,0.150809648441227,0.0485226158801288
"10046",1,0.000864185923067842,6.02508391119884e-05,0.000404672911608607,3.00672421870845e-16,0,2062.65238095238,1.79878313063223,8,0,1,-0.833333333333333,11
"10047",12,0.0195733439455597,6.58026267042106e-05,0.000168684277195129,0.00178592939000085,51009.444240208,2613.76666666667,1.61715423553505,7,11,8,0.211147475712693,0.0257320524717937
"10048",1,0.000624822733553604,6.02508391119871e-05,9.62040674157674e-05,3.00672421870845e-16,0,2033.73095238095,1.33571802445098,8,0,1,-0.833333333333333,11
"10049",1,0.000624822733553603,6.02508391119871e-05,9.62040674157674e-05,3.00672421870845e-16,0,2033.73095238095,1.00921232089064,8,0,1,-0.833333333333333,11
"1005",10,0.0158805759211129,0.000150307725692891,0.00380392586881895,3.00744813395098e-15,0,2608.08333333333,0.641093741666705,7,9,9,-0.0716811368985282,0.0972191673212883
"10050",1,0.00145205515295838,6.52132238838359e-05,1.33895658567353e-05,3.00672421870845e-16,0,1995.75515873016,1.39696377785904,9,0,1,-0.714285714285714,6
"10051",12,0.101292370450236,7.0897650181505e-05,0.000131547308355805,0.221168085654887,13785.2715912491,2804.25476190476,1.85161644429805,7,11,10,-0.180641151586697,0.0915252112363857
"10052",1,0.00145205515295838,6.52132238838359e-05,1.33895658567353e-05,3.00672421870845e-16,0,1995.75515873016,1.84229259405053,9,0,1,-0.714285714285714,6
"10053",1,0.000750378061953885,6.65231954143572e-05,1.72383513050016e-05,3.00672421870845e-16,0,2086.80238095238,1.39474533131394,8,0,1,-0.866666666666667,14
"10054",13,0.0320265403825344,8.70784888998998e-05,0.000185553441993622,0.00803654503760238,58041.1466016682,2717.93571428571,1.01574828449205,7,12,10,0.0561702277515742,0.0652170359756131
"10055",2,0.00286747089350754,6.65231954143529e-05,1.7238351305136e-05,0.000452624541319461,1047.21377160403,2267.6119047619,0.46197887979616,7,1,2,-0.784090909090909,4.11764705882353
"10056",2,0.00523907084475867,6.65231954143529e-05,1.7238351305136e-05,0.000691085487166383,9174.43243114641,2244.73809523809,1.68652526178675,7,1,2,-0.732142857142857,3.23076923076923
"10057",8,0.0062994175365756,7.80072509773379e-05,0.000340142876813208,0.00193219007830156,64243.7426347625,2480.88333333333,1.94651265523823,7,7,7,-0.0112630059998481,0.0733892489515822
"10058",1,0.000750378061953885,6.65231954143572e-05,1.72383513050016e-05,3.00672421870845e-16,0,2086.80238095238,0.648640828693955,8,0,1,-0.866666666666667,14
"10059",5,0.0026345843860393,6.1211912827269e-05,8.76038159402705e-06,0.000125360383649795,25917.5513235183,2266.60595238095,1.2355343836555,8,4,4,-0.055952380952381,0.178917735376916
"1006",9,0.0197693886522656,0.000185575212094712,0.00335669281225526,2.71522346566186e-15,0,2596.74047619048,1.84405346990608,7,8,8,-0.112469714193852,0.113621757795429
"10060",11,0.0129204903958908,6.12119128272693e-05,8.76038159483181e-06,0.00548030600402539,22933.0880696776,2658,1.02530396204569,7,10,11,-0.0800757999223472,0.0889539016579427
"10061",1,0.000660326631951384,6.12119128272693e-05,8.76038159348864e-06,3.00672421870845e-16,0,2074.39404761905,1.943221079191,8,0,1,-0.857142857142857,13
"10062",1,0.00125597572416918,6.07360379478964e-05,0.000197380168260763,3.00672421870845e-16,0,2154.4130952381,1.004394986049,8,0,1,-0.846153846153846,12
"10063",12,0.0131064075640448,0.000114277667150731,0.00172326208564516,0.00224278072116152,54188.2567084648,2570.35714285714,1.92957038230967,7,11,8,0.233258368040977,0.0248989490703314
"10064",1,0.00281732405337845,6.01893258092104e-05,0.00171600850822745,3.00672421870845e-16,0,2158.94523809524,0.993950544539616,8,0,1,-0.833333333333333,11
"10065",11,0.0236875166008533,6.01893258092104e-05,0.00171600850822879,0.0252078408491173,3064.92052101511,2656.65952380952,2.02262910326635,7,10,8,0.0128499559567432,0.0684253449191274
"10066",12,0.0190580736481455,6.68874464280514e-05,0.000135381213911056,0.00409518044819916,90235.4172490741,2599.98571428571,1.01759058739257,7,11,7,0.239845153575131,0.0234741417047089
"10067",2,0.00260237435355721,6.12716463723005e-05,9.0421082069144e-05,0.0010178624396096,1106.92736960745,2276.2119047619,1.83760212952397,8,1,2,-0.761904761904762,3.67741935483871
"10068",11,0.00960405589902675,6.02905931107592e-05,5.74170043126947e-05,0.00285499398699644,54804.6172016718,2577,1.24349706508776,7,10,9,0.0952399050225137,0.0541165936145398
"10069",11,0.00769591209564664,6.02905931107509e-05,5.74170043126947e-05,0.00464227649806066,35731.1330917691,2511.0880952381,1.79932430057444,7,10,7,0.291280941280941,0.0267254038179148
"1007",2,0.0081618522305159,7.53108035704162e-05,0.00117019664848536,6.0134484374169e-16,0,2347.86428571429,1.59608341763429,8,1,2,-0.76140350877193,3.68333333333333
"10070",11,5.2957806225845e-05,0.000107952272110089,1.48403186196401e-15,3.79459602591972e-15,43530,1777.62103174603,1.85990883020439,9,10,2,0.820512820512821,0.00865800865800866
"10071",2,0.000851758904926,6.07648328516817e-05,0.000153830221982392,2.83440060634515e-05,75.0532106782107,2091.20952380952,1.79608586281268,8,1,2,-0.433333333333333,1.15384615384615
"10072",8,0.00882760653376022,7.09600342522577e-05,0.000209959633785728,0.00318083445450882,10819.5618480469,2525.48809523809,1.01518836215505,7,7,7,-0.0875029648713859,0.077039224546354
"10073",12,0.00957523074555604,7.13533828240473e-05,0.000197041065457541,0.00390680186917552,81145.4688457191,2550.33571428571,1.41461824866211,7,11,8,0.290627701369389,0.020197780867193
"10074",8,0.00488528163183465,6.04703478534539e-05,1.405197361638e-05,0.00223790432133853,9360.43983017887,2396.1380952381,1.00735289171448,7,7,5,0.261129364720023,0.0387354253071445
"10075",11,0.0277893319153284,6.04703478534542e-05,1.40519736167833e-05,0.00296949107757771,13396.8071196323,2650.83095238095,2.01936862999116,7,10,9,0.0785600421084292,0.039235036552299
"10076",1,0.000693538568480509,6.04703478534542e-05,1.40519736154416e-05,3.00672421870845e-16,0,2069.46547619048,1.85018741317369,8,0,1,-0.833333333333333,11
"10077",1,0.000693538568480509,6.04703478534542e-05,1.40519736154416e-05,3.00672421870845e-16,0,2069.46547619048,0.637370412174497,8,0,1,-0.833333333333333,11
"10078",11,0.00998598073620871,6.04703478534539e-05,1.40519736167833e-05,0.00288978348305531,4038.68835395762,2572.47142857143,0.642500091932619,7,10,9,0.122620857403466,0.0538263673426309
"10079",6,0.00881034907253319,0.000112563824656657,4.76609349725539e-05,0.000942409994848074,14827.7657712732,2480.71666666667,2.04876846187268,7,5,6,-0.281965811965812,0.201088599939522
"1008",17,0.0773315853468218,0.000136828391767752,0.00495801524163412,0.0994810775507822,133976.900067657,2855.7619047619,1.71014152627658,7,16,12,0.0865671629644218,0.0431262302258014
"10080",3,0.003749001725149,7.70999179470814e-05,0.000434508145950677,9.0057042419413e-16,0,2307.4380952381,0.648425858086385,7,2,3,-0.612698412698413,1.38364779874214
"10081",13,0.0141206087261977,0.000111294147035434,0.000345973119431449,0.0027341956457135,26535.7086341832,2623.32142857143,1.02388055491243,7,12,8,0.200547223737273,0.0415354439455454
"10082",12,0.0135241174742808,6.52142603773666e-05,0.00024913075523532,0.00375428775403119,3798.21315908262,2570.80238095238,1.0089833282168,8,11,8,0.198620857638408,0.0432506610952208
"10083",11,0.00462929542028899,6.06828207618786e-05,6.1917552497753e-05,0.00029572032586441,41662.2359088537,2426.75714285714,1.03528740065734,8,10,6,0.355198396374867,0.0241680253188837
"10084",2,0.00122455355694131,7.45976574665432e-05,0.000104931974935915,6.0134484374169e-16,0,2176.92619047619,0.637385692431553,8,1,2,-0.708333333333333,2.91666666666667
"10085",11,0.0139495470619035,6.06828207618786e-05,6.1917552497753e-05,0.00758014078792705,6480.63694882689,2601.6119047619,1.97399501885671,7,10,8,0.0634549258691135,0.0458188088124077
"10086",1,0.000578324235788744,6.01588682983147e-05,4.0083173320911e-05,3.00672421870845e-16,0,2042.56785714286,0.65956672061098,8,0,1,-0.833333333333333,11
"10087",1,0.000578324235788745,6.01588682983147e-05,4.0083173320911e-05,3.00672421870845e-16,0,2042.56785714286,1.24142875633554,8,0,1,-0.833333333333333,11
"10088",1,0.000578324235788744,6.01588682983147e-05,4.0083173320911e-05,3.00672421870845e-16,0,2042.56785714286,1.45976795739471,8,0,1,-0.833333333333333,11
"10089",1,0.000578324235788744,6.01588682983147e-05,4.0083173320911e-05,3.00672421870845e-16,0,2042.56785714286,0.641100643882849,8,0,1,-0.833333333333333,11
"1009",4,0.010526986138401,0.000173466576484051,0.00118712722768275,1.20268968748338e-15,0,2381.4619047619,1.83759867077655,8,3,4,-0.481851688043639,0.677360032693094
"10090",4,0.00451187814439469,7.78115438847297e-05,0.000296165077436063,1.20268968748338e-15,0,2369.37857142857,0.641100643882849,8,3,4,-0.506372549019608,0.761989342806394
"10091",1,0.0011767559340735,6.10919022982523e-05,2.65106585601292e-05,3.00672421870845e-16,0,2100.49880952381,1.40830477825552,8,0,1,-0.857142857142857,13
"10092",1,0.0011767559340735,6.10919022982523e-05,2.65106585601292e-05,3.00672421870845e-16,0,2100.49880952381,0.641100643882849,8,0,1,-0.857142857142857,13
"10093",1,0.00165687028447867,6.10458857302584e-05,0.000347488670636294,3.00672421870845e-16,0,2122.64682539683,0.641921109877324,9,0,1,-0.857142857142857,13
"10094",1,0.00165687028447867,6.10458857302584e-05,0.000347488670636294,3.00672421870845e-16,0,2122.64682539683,1.75365741047786,9,0,1,-0.857142857142857,13
"10095",1,0.00409960899800859,6.01579129728343e-05,0.00445108216355274,3.00672421870845e-16,0,2145.66944444444,1.25621394625931,9,0,1,-0.833333333333333,11
"10096",2,0.00425336326562179,0.000111012566274228,2.70390594299102e-16,0.0031288635360262,11113.7722793546,2329.71666666667,1.21948340372253,8,1,2,-0.523076923076923,1.33333333333333
"10097",1,0.000186460578846599,6.0152413490573e-05,1.68453227058131e-05,3.00672421870845e-16,0,1924.85357142857,1.00152417028656,8,0,1,-0.833333333333333,11
"10098",1,0.000186460578846598,6.0152413490573e-05,1.68453227058131e-05,3.00672421870845e-16,0,1924.85357142857,0.655547542889965,8,0,1,-0.833333333333333,11
"10099",1,0.000186460578846599,6.0152413490573e-05,1.68453227058131e-05,3.00672421870845e-16,0,1924.85357142857,1.9464286457645,8,0,1,-0.833333333333333,11
"101",13,0.0232227289241827,9.17924071278318e-05,0.00119690078671391,0.00147586909388913,79369.3766546039,2728.2,1.0241391747488,7,12,11,0.0217496201298465,0.0522055036126698
"1010",2,0.00392310583542093,7.15113963095139e-05,0.00113123067913804,6.0134484374169e-16,0,2276.2619047619,0.641093741666697,8,1,2,-0.75187969924812,3.51724137931034
"10100",1,0.000186460578846599,6.0152413490573e-05,1.68453227058131e-05,3.00672421870845e-16,0,1924.85357142857,0.986619300089321,8,0,1,-0.833333333333333,11
"10101",1,0.00045430206172828,6.0152413490573e-05,7.15747588072766e-05,3.00672421870845e-16,0,2039.94285714286,1.79254188936617,8,0,1,-0.833333333333333,11
"10102",1,0.000454302061728281,6.0152413490573e-05,7.15747588072766e-05,3.00672421870845e-16,0,2039.94285714286,1.84752877400387,8,0,1,-0.833333333333333,11
"10103",11,0.0199999275669674,6.0152413490573e-05,7.15747588086185e-05,0.00559763937212255,14319.3452266559,2714.9380952381,1.52878822970304,7,10,11,-0.108254117107411,0.0794289302291467
"10104",2,0.00112844603607466,7.03004736932077e-05,0.000137949450702948,6.0134484374169e-16,0,2173.35714285714,1.87653330918253,8,1,2,-0.712820512820513,2.97916666666667
"10105",3,0.00168744179367737,7.20197551575891e-05,4.87516821105057e-05,2.58688215594134e-05,84.1994721186759,2133.67023809524,1.2561746352034,8,2,3,-0.275324675324675,0.465608465608466
"10106",1,0.00033663097227855,6.69108596970463e-05,2.18482351306675e-06,3.00672421870845e-16,0,1925.41825396825,1.01672226462344,9,0,1,-0.777777777777778,8
"10107",1,0.00246189014772927,6.15472287171056e-05,0.000252645119147038,3.00672421870845e-16,0,2175.89166666667,2.0526974126506,8,0,1,-0.866666666666667,14
"10108",1,0.00246189014772927,6.15472287171056e-05,0.000252645119147038,3.00672421870845e-16,0,2175.89166666667,2.00502505270583,8,0,1,-0.866666666666667,14
"10109",1,0.000964139607421808,6.01084298515084e-05,5.00279818944558e-05,3.00672421870845e-16,0,2063.79047619048,1.72448137808995,8,0,1,-0.833333333333333,11
"1011",13,0.0295888891878862,0.000174314093397404,0.00349834727177108,3.93281718365171e-15,0,2760.00714285714,1.98009632810626,7,12,12,-0.0846469271469271,0.0878375638931652
"10110",10,0.00902263895834426,6.01084298515084e-05,5.00279818956646e-05,0.00140269518398035,24438.5620960431,2521.04285714286,1.4111357125956,7,9,7,0.210694472429414,0.030002839534737
"10111",17,0.0208075157867986,9.3337066976495e-05,0.00126300719410827,0.00462132856627447,49363.5352173071,2760.9619047619,1.23170009551969,7,16,11,0.224552099023562,0.0179455765879247
"10112",1,0.000568449382412999,6.02627862898506e-05,6.2621231084465e-05,3.00672421870845e-16,0,2060.02261904762,1.87511315323753,8,0,1,-0.833333333333333,11
"10113",1,0.000568449382412998,6.02627862898506e-05,6.2621231084465e-05,3.00672421870845e-16,0,2060.02261904762,1.96256522971045,8,0,1,-0.833333333333333,11
"10114",1,0.000975682368239412,6.40092361040729e-05,0.000205100159185297,3.00672421870845e-16,0,2110.76904761905,0.641804246322199,8,0,1,-0.833333333333333,11
"10115",11,0.0324772928960906,6.40092361040729e-05,0.000205100159186638,0.00386385131211572,5990.1438325935,2609.64285714286,1.94986733263143,7,10,6,0.177377034729976,0.0416793912830284
"10116",11,0.0289725838138971,6.04149102788085e-05,0.000126646257445687,0.00542831936862094,12838.7866296832,2737.92619047619,1.75244062515407,7,10,9,-0.0076628251764368,0.0551868005920291
"10117",1,0.000816723766189345,6.04149102788085e-05,0.000126646257444346,3.00672421870845e-16,0,2111.46904761905,1.23010639479949,7,0,1,-0.833333333333333,11
"10118",12,0.0118118193193471,6.52306243732349e-05,9.63858298144658e-05,0.00375340767564571,15954.9492526033,2573.75238095238,1.23164094687099,8,11,7,0.28439957277284,0.0280011879291849
"10119",5,0.00643519265734772,6.01217571772344e-05,2.84428508061495e-05,0.00220929589250764,25978.2680007429,2467.84285714286,1.41747392900702,8,4,5,-0.457780320366133,0.532667179093005
"1012",4,0.0105186489991865,0.000106609954032208,0.000551831849977616,1.20268968748338e-15,0,2502.03095238095,1.02509900108469,7,3,4,-0.656277056277056,1.19963811821472
"10120",3,0.00209289766635947,8.14037629599713e-05,0.000186024580811381,9.0057042419413e-16,0,2213.95238095238,1.75206570583376,8,2,3,-0.443181818181818,0.829346092503987
"10121",1,0.000240078796373317,6.78806335586434e-05,1.78684120610543e-05,3.00672421870845e-16,0,1905.84047619048,1.79183277639395,8,0,1,-0.666666666666667,5
"10122",3,0.00201064551089316,7.8364670692135e-05,0.000318561934138961,9.0057042419413e-16,0,2233.05952380952,1.85128041770679,8,2,3,-0.464285714285714,0.873015873015873
"10123",1,0.000939277213216272,6.02371968632025e-05,8.9525454815975e-05,3.00672421870845e-16,0,2070.73809523809,1.01391498159498,8,0,1,-0.833333333333333,11
"10124",2,0.00155661932667318,6.57990465524906e-05,0.000110139690254567,6.0134484374169e-16,0,2173.42380952381,1.95853023415318,8,1,2,-0.703296703296703,2.8695652173913
"10125",11,0.0125515148546999,6.02371968632025e-05,8.95254548173165e-05,0.00619449746386923,12622.1076519688,2639.29047619048,1.90967950056459,7,10,7,0.0911064667990664,0.0563122184139557
"10126",3,0.00285091548182563,7.13269618005041e-05,0.000327610392213328,9.0057042419413e-16,0,2257.67976190476,0.654734290583172,8,2,3,-0.580952380952381,1.25714285714286
"10127",2,0.00119418616860075,6.10470564692607e-05,0.000113960876145216,2.38341275112995e-05,137.390534465535,2112.01071428571,1.92361968737993,8,1,2,-0.457142857142857,1.2
"10128",2,0.00322269131613087,6.64467190681586e-05,0.000109208462572754,6.58644600647751e-05,2943.86816491566,2288.77142857143,0.64511146168357,7,1,2,-0.764705882352941,3.75
"10129",1,0.00277923865760741,6.03450069678567e-05,0.000472781362453588,3.00672421870845e-16,0,2136.31904761905,1.83582471852339,8,0,1,-0.833333333333333,11
"1013",3,0.0116352029933107,9.45110150067188e-05,0.000230895123822498,9.0057042419413e-16,0,2441.7119047619,0.642609030538951,8,2,3,-0.742437991530551,2.24345146379045
"10130",2,0.00309379223873384,7.05563546604963e-05,0.000548090546381558,6.0134484374169e-16,0,2188.99642857143,1.77819858491337,8,1,2,-0.596153846153846,1.94117647058824
"10131",11,0.198098686108988,6.54548798038338e-05,0.000514909096727068,0.470198042155351,13600.417491283,2866.32857142857,2.01325147590518,7,10,11,-0.439541014541015,0.198352886180459
"10132",12,0.281825954471538,6.60258990893572e-05,0.00063865697049273,0.777879374130443,7485.9932607927,2902.57142857143,0.66553387538044,7,11,11,-0.461049124150201,0.195695929060175
"10133",12,0.0191196409302459,6.5335080973273e-05,0.000128256856432573,0.00696010132298786,12479.4089589577,2692.44761904762,1.017216546082,7,11,9,0.0480435128121286,0.0615417384514789
"10134",1,0.00103796312304996,6.02185325233217e-05,9.73608711079111e-05,3.00672421870845e-16,0,2090.04801587302,0.63579860007435,9,0,1,-0.833333333333333,11
"10135",11,0.0238937700598302,6.02185325233216e-05,9.73608711092546e-05,0.0440786992310104,14771.4283269625,2589.23333333333,1.91308400414323,8,10,5,0.313443474764229,0.0232155654839054
"10136",1,0.00107134478159696,6.01108544799476e-05,5.05054521095978e-05,3.00672421870845e-16,0,2084.84642857143,0.988962161238262,8,0,1,-0.833333333333333,11
"10137",11,0.00905197051468107,6.01108544799476e-05,5.05054521109414e-05,0.000569664332745903,45579.735806432,2551.83095238095,1.0258811767567,7,10,9,0.104824798624957,0.0501812099247282
"10138",1,0.00107134478159696,6.01108544799476e-05,5.05054521095978e-05,3.00672421870845e-16,0,2084.84642857143,1.00387432660591,8,0,1,-0.833333333333333,11
"10139",9,0.00632055803373499,7.40534064601085e-05,0.000269783166784651,0.00200305681323648,15952.1360736142,2469.3119047619,1.69836580984041,8,8,6,0.146714396714397,0.059052187577537
