"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","informationcent","eccentricity","dmnc","lobby","leverage","localbridge"
"65",0.176470588235294,0.0279341169961158,0.100998642440358,0.000597791476586438,0.00921896424820472,0.0605486320984529,0.649883434167304,0.370295341950332,0.25,0.142857142857143,0.578947368421053,0.68068934024827,0.000235088425451744
"73",0.137254901960784,0.0375007300783401,0.0610830201029784,0.000522490208892308,0.0260576178151764,0.1165177296411,0.609806750422348,0.817469138381639,0.25,0.111111111111111,0.526315789473684,0.634833016230152,0.000252639701165502
"75",0.196078431372549,0.0595285022256206,0.137795799295908,0.00307435911623303,0.0652915029528381,0.116918930124042,0.666057511193812,0.197933619900798,0.5,0.158730158730159,0.631578947368421,0.697206524409932,0.000214185710967547
"76",0.137254901960784,0.0233768604484943,0.0679344021508326,0.000646394196608268,0.00140894810524032,0.106264337722761,0.580233406199175,0.809629796801878,0.25,0.111111111111111,0.421052631578947,0.722319664032003,0.000153481397012016
"77",0.117647058823529,0.0250148066540512,0.340786487227778,0.00158472828737246,0.00126258565090768,0.0905493706430855,0.55559198062599,0.750046056790414,0.25,0.0952380952380952,0.368421052631579,0.661213220756867,0.000260902226755977
"78",0.0490196078431373,0.0164330847870012,0.0557554350694943,0.00110508085098072,0.000509121359709385,0.0106075775938206,0.494393555884682,0.851340536529714,0.25,0.0396825396825397,0.210526315789474,0.495188253237238,0.000905664170210064
"80",0.107843137254902,0.0196276289138549,0.0790364130908148,0.000187298037828692,0.00570746676329546,0.110726006819897,0.594423572923944,0.36464988515136,0.25,0.0873015873015873,0.473684210526316,0.52012562632595,0.000757931414878706
"81",0.156862745098039,0.0301902968897742,0.0946506302828008,0.00264171983493157,0.00936174922064967,0.0836135890782752,0.637707457205533,0.183814277917203,0.25,0.126984126984127,0.526315789473684,0.706802537771494,0.000128254842563408
"83",0.215686274509804,0.0547111927283724,0.140982748874789,0.0162355994596772,0.00707102955342426,0.0937934799215769,0.646249898816134,0.735858340344985,0.25,0.174603174603175,0.578947368421053,0.7508840079389,0.000160425232326567
"84",0.127450980392157,0.0510476657851512,0.0807687756445696,0.00312721985644763,0.0573871074776887,0.133475587103992,0.643638598077093,0.711510063523129,0.25,0.103174603174603,0.578947368421053,0.558697305374759,0.000339654664397882
"87",0.166666666666667,0.0328291723690293,0.239329609845189,0.0054092292871531,0.00414869855541205,0.155296774777448,0.642647854104674,0.18258905711324,0.25,0.134920634920635,0.526315789473684,0.673276424877566,0.000271066777569912
"88",0.117647058823529,0.0310327615531964,0.0967470507436732,0.000221625734156929,0.00418923534168435,0.0831619002785578,0.582432906265083,0.184602659650582,0.25,0.0952380952380952,0.368421052631579,0.633765817169012,0.000272422350160481
"89",0.186274509803922,0.118829201262981,0.159913104583687,0.0442170264463111,0.0336267280609432,0.353447034212996,0.727658047180649,0.560036238345702,0.25,0.150793650793651,0.631578947368421,0.637020779905291,0.000153288558921915
"90",0.235294117647059,0.194473997243972,0.257497607383559,0.0419220067903018,0.257427341857485,0.423433530299277,0.761710329313365,0.90212540235865,0.25,0.19047619047619,0.736842105263158,0.640047784609223,0.000153536395119296
"91",0.156862745098039,0.0370147103203957,0.109964276094475,0.00736244693424958,0.00535507053288371,0.216849643974597,0.647050487771841,0.791920104653454,0.25,0.126984126984127,0.526315789473684,0.648788675380732,0.000334328593290708
"92",0.254901960784314,0.123948932398098,0.299992128721379,0.067894250436433,0.00403057600892382,0.255005506373348,0.713070613924152,0.189488492101688,0.25,0.214285714285714,0.684210526315789,0.73810717445129,9.42044853309449e-05
"93",0.215686274509804,0.0593620294256259,0.154473501339918,0.011007992537114,0.00911873114199297,0.163553441682023,0.695808898649193,0.189488492101687,0.25,0.174603174603175,0.578947368421053,0.707858307140436,0.000189938854291503
"94",0.225490196078431,0.109741892677002,0.249328072428503,0.0465341457840865,0.00477286355776591,0.258625488469365,0.705527394535122,0.817272979644414,0,0.182539682539683,0.631578947368421,0.724236544267098,0.000166871039897295
"96",0.0980392156862745,0.0143550049886222,0.0163448773880592,0.000975164354074978,0.00517737590215804,0.03100258587757,0.54457025672744,0.189488492101685,0.25,0.0793650793650794,0.210526315789474,0.709277419800984,0.000262806148963205
"97",0.235294117647059,0.0399650721215513,0.0938188321918581,0.00497050374845054,0.00764015138178891,0.105948133107398,0.64732421410163,0.356251428851946,0,0.19047619047619,0.526315789473684,0.827561705089696,6.69207055563027e-05
"99",0.441176470588235,0.0830964348577184,0.532206973017685,0.00789674039118673,0.0105812803985534,0.317446688176747,0.820837638904505,0.657287481196563,0.25,0.428571428571429,0.736842105263158,0.857919524584573,3.6809708790751e-05
"101",0.117647058823529,0.0232197002391847,0.0597626974395064,0.00119690078671377,0.00147586909388883,0.112756842205001,0.61344513048732,0.378559853441703,0.25,0.0952380952380952,0.526315789473684,0.556558507972441,0.000500280652255873
"106",0.245098039215686,0.259889648226436,0.231285892185831,0.102533305380551,0.275176913702974,0.230411005163328,0.736555364077214,0.768275848753374,0.25,0.198412698412698,0.684210526315789,0.64388070723622,0.000223639457840042
"107",0.166666666666667,0.0557031526387341,0.116116879526276,0.0318910763480779,0.00196230858065914,0.097097074347555,0.631938614246325,0.80458325445783,0.25,0.134920634920635,0.526315789473684,0.709639359611774,0.000166902773647476
"108",0.0392156862745098,0.0278011312328642,0.0877250848846644,0.000294330656782889,0.000255833275918138,0.00370805225292076,0.504084194666253,0.722131784256831,0.25,0.0317460317460317,0.210526315789474,0.281683891332768,0.00516408971464838
"109",0.127450980392157,0.0238527562365545,0.0425595808158967,0.000571972952423935,0.00429392325539886,0.0296365925396954,0.597992915817244,0.382143867519719,0.25,0.103174603174603,0.473684210526316,0.632651445250398,0.000434620347366755
"111",0.00980392156862745,0.00433242281654212,0.0124923606631372,3.17076312800862e-05,0.00057792665275186,8.55157966450554e-06,0.375244481416788,0.789148980192072,0.5,0.00793650793650794,0.0526315789473684,0.148754448398577,0.0289175660863492
"112",0.107843137254902,0.0223581101024486,0.0282194298174023,0.000106065944889342,0.00263784668418995,0.0872594311694702,0.574549345731494,0.370616601454229,0.25,0.0873015873015873,0.421052631578947,0.62041922586345,0.000316081180440451
"113",0.0980392156862745,0.013928619312147,0.0339617662026586,0.000104884623242484,0.00117807439454231,0.0230921056666606,0.508147698367311,0.922535000306598,0.25,0.0793650793650794,0.263157894736842,0.714656363887879,0.000274834843178194
"115",0.147058823529412,0.0227062886561271,0.122886925405665,0.00136592970938765,0.00327720975921008,0.0519168458431358,0.614371682001868,0.375764326008105,0.25,0.119047619047619,0.473684210526316,0.688695116740828,0.000194394547319884
"116",0.00980392156862745,0.00508017001566737,0.0124923606631058,3.17076312800862e-05,0.000574615037347261,0.00194556393733505,0.399526792579433,0.828151446331294,0.5,0.00793650793650794,0.0526315789473684,0.113814299579424,0.0382402222374204
"118",0.225490196078431,0.0611170303468041,0.357964180454629,0.00244135569530534,0.00553712939899861,0.226506041238896,0.686024999126942,0.183577242134313,0.25,0.182539682539683,0.526315789473684,0.77702915178393,7.30961690011269e-05
"119",0.0980392156862745,0.0180933638630696,0.0118940197098591,0.000166824344412687,0.00967312857149207,0.00290768441128428,0.555037260895711,0.781725731606619,0.5,0.0793650793650794,0.315789473684211,0.619560783226264,0.000512696698421534
"120",0.215686274509804,0.0828126322085202,0.161995774419998,0.00709850471196529,0.0572192843615582,0.181803739382903,0.710416921939347,0.181374120553996,0.25,0.174603174603175,0.578947368421053,0.690208050455076,0.000149193859585937
"121",0.205882352941176,0.0568676628856279,0.338657946887949,0.00380887107495306,0.00325814273636564,0.388030182795535,0.677165228762339,0.181374120553997,0.25,0.166666666666667,0.631578947368421,0.704172283261262,0.000203217474793866
"122",0.0686274509803922,0.00831915169419589,0.0317463087993769,0.000490818108590102,0.000911137683033993,0.00880422374580699,0.498699295275819,0.786619293092921,0.25,0.0555555555555556,0.210526315789474,0.611387900355872,0.000514712377527717
"123",0.117647058823529,0.158957606304924,0.0395232423390042,0.00500529241737767,0.394182797333774,0.0834360036175081,0.68763223293061,0.15248828331475,0.25,0.0952380952380952,0.526315789473684,0.469971077351528,0.000292368092420584
"124",0.186274509803922,0.03781238707819,0.122615298443738,0.0133794413920091,0.00247792494444393,0.181743602123127,0.650160794032443,0.824779353320583,0.25,0.150793650793651,0.578947368421053,0.712330047569115,0.000146289023756865
"125",0.196078431372549,0.0434394277423118,0.250700440838527,0.00189856397086776,0.00348388317515139,0.216500315791984,0.644720180433291,0.152488283314752,0.25,0.158730158730159,0.578947368421053,0.735770146842677,0.000133954642074646
"126",0.0392156862745098,0.0114716639741142,0.0207503877017618,0.000204873265257874,0.000575753656208738,0.00905996441104891,0.487413534475084,0.18765689390312,0.25,0.0317460317460317,0.210526315789474,0.330981771765198,0.00377891168078021
"127",0.5,0.391728588612786,0.639492215005751,0.296850941542922,0.0263981065355784,0.228163615425586,0.813023115542589,0.836518471847389,0,0.484126984126984,0.789473684210526,0.877495467548736,2.83467091565446e-05
"128",0.274509803921569,0.105228619078419,0.26704899036962,0.053554338353709,0.0113935474322117,0.20453258811003,0.72278668745318,0.377988161402713,0.25,0.23015873015873,0.684210526315789,0.758719402676373,9.2487361183649e-05
"129",0.333333333333333,0.212158494159724,0.378823053587976,0.15621230339377,0.00398948885777272,0.486563979347942,0.750188388714805,0.372410570395866,0.25,0.301587301587302,0.684210526315789,0.81055137061327,5.65688246089053e-05
"130",0.294117647058824,0.23502017206928,0.301699628075602,0.137244337413993,0.138150070288982,0.326989884536505,0.734129373641083,0.711401099303866,0.25,0.261904761904762,0.631578947368421,0.776966355960561,7.14330468931214e-05
"131",0.42156862745098,0.267971559409636,0.494888598542896,0.192871453498621,0.00408805808664771,0.285065997089142,0.774568199742706,0.187656893903119,0.25,0.412698412698413,0.684210526315789,0.853468725326963,3.53218511106909e-05
"132",0.313725490196078,0.218591191034943,0.255486498471252,0.186535994416831,0.00695658975691065,0.233247815193293,0.694952595484767,0.585758969071124,0.25,0.277777777777778,0.631578947368421,0.808480039305545,7.98271865841011e-05
"133",0.333333333333333,0.225240867842092,0.332631943557962,0.166791767212759,0.00363080653822865,0.453280304732498,0.742731162995753,0.763465063351179,0.25,0.301587301587302,0.684210526315789,0.802348107699973,6.09686277916983e-05
"136",0.147058823529412,0.0525718489154263,0.0844458124392267,0.00118546842510122,0.0885939587398251,0.0876623335527889,0.664146271599097,0.806310104034792,0.25,0.119047619047619,0.578947368421053,0.600972165799935,0.000364185558915443
"137",0.225490196078431,0.0736046336072964,0.180227024997724,0.00552218261399488,0.0654513518217596,0.21468261219833,0.700972152383206,0.188566314686673,0.25,0.182539682539683,0.631578947368421,0.709268720976304,0.000190400087106804
"141",0.156862745098039,0.0486390724616942,0.100478817576922,0.00495164352923953,0.0230333651708948,0.130973382575399,0.619192172234421,0.187341673674658,0.25,0.126984126984127,0.526315789473684,0.675001802638876,0.000266792051307637
"144",0.0980392156862745,0.0194579997968141,0.0129028682864241,0.00011234842611811,0.00805523216482992,0.0389445697636548,0.558997814428486,0.778777238505336,0.25,0.0793650793650794,0.368421052631579,0.625501938910033,0.000333137927431828
"147",0.450980392156863,0.395571707084248,0.528683754096764,0.32296130000497,0.00176827996439941,0.301541332138979,0.795786835015088,0.185914424751297,0,0.436507936507937,0.684210526315789,0.867556217528882,2.63509425796098e-05
"148",0.264705882352941,0.161033806213452,0.335919683412247,0.083401193861681,0.00429815986605262,0.645017457327029,0.725236901458319,0.801224614832482,0.25,0.222222222222222,0.631578947368421,0.742879124340472,0.000119655713276752
"150",0.147058823529412,0.0424299063101891,0.0911079987092885,0.00416269562817761,0.0318501465075906,0.0810467693537891,0.635522491281029,0.774504707448046,0,0.119047619047619,0.526315789473684,0.652767188129482,0.000237229084467597
"153",0.0980392156862745,0.0192689871667773,0.0205514685734194,0.00187308654664068,0.00271895331645614,0.0483025418446109,0.514351354390209,0.377564351711605,0.25,0.0793650793650794,0.315789473684211,0.694164522705448,0.000268739821196429
"154",0.117647058823529,0.0246788691971914,0.0453191956732501,0.00213619637066405,0.00961585611694132,0.107254681063475,0.607573337359829,0.781030171506727,0.25,0.0952380952380952,0.473684210526316,0.590688866908527,0.00044999266776503
"157",0.147058823529412,0.0453570209668861,0.103221554173924,0.00125526300466397,0.00442416530485159,0.196447171057535,0.637708668383983,0.751361422170197,0.25,0.119047619047619,0.578947368421053,0.621936931376025,0.000291562215818457
"158",0.0882352941176471,0.126973088629606,0.0386954470599794,0.00422203757290424,0.27758525515211,0.0437605175801029,0.656513425004739,0.379042035769578,0.25,0.0714285714285714,0.473684210526316,0.289147822124411,0.0025264781125247
"162",0.166666666666667,0.0357490574550249,0.136819776617615,0.00367660009164092,0.00465774541290838,0.193477213765318,0.662518447761773,0.0574508756345765,0.25,0.134920634920635,0.578947368421053,0.646953372265209,0.000235731050586681
"165",0.558823529411765,0.48751038809669,0.697366665956281,0.406252395156393,0.00512319094464696,0.721354002749433,0.836490909197346,0.323291991546608,0,0.53968253968254,0.789473684210526,0.886508805033898,3.01787388349117e-05
"166",0.107843137254902,0.051215884135251,0.0553699106946004,0.0121941048979167,0.00327762250277748,0.0605030456550784,0.592125967403554,0.714453020092867,0.25,0.0873015873015873,0.421052631578947,0.562313579239905,0.00038759058469595
"167",0.303921568627451,0.139048813638536,0.402518636407634,0.0409059231439994,0.00644783453854668,0.425030767275065,0.797708975215857,0.760329257832262,0.25,0.26984126984127,0.684210526315789,0.752539969295227,8.95484145539907e-05
"168",0.352941176470588,0.296186858536187,0.324995367334254,0.263119408771002,0.00434770438344998,0.154256850113523,0.729094504822812,0.641883116656759,0.25,0.333333333333333,0.684210526315789,0.826811335196052,6.33856873006935e-05
"170",0.264705882352941,0.177720814024488,0.238629330270067,0.11949990455703,0.00189469312706839,0.360912119217671,0.71117027493549,0.779877395220825,0.25,0.222222222222222,0.684210526315789,0.747731390381154,0.000105123463536484
"171",0.558823529411765,0.465474402371282,0.793947107422206,0.350281987688122,0.0281550587291725,0.553705881150902,0.845240462322964,0.181907472618545,0,0.53968253968254,0.842105263157895,0.884718321317124,2.78382732734933e-05
"175",0.107843137254902,0.0405066689396494,0.131382444590284,7.81808107521555e-05,0.0365960776406525,0.0460272609045847,0.620910834455524,0.181907472618539,0.25,0.0873015873015873,0.473684210526316,0.508526514154205,0.000762239015432561
"176",0.166666666666667,0.0528596129192072,0.191807678165976,0.000709549584517385,0.00733180419830156,0.145179750858852,0.669781884928762,0.793296836380589,0.25,0.134920634920635,0.578947368421053,0.625524241544181,0.000293581231848103
"177",0.0686274509803922,0.0097666619193824,0.15422507099825,0.00102499449076674,0.00098782914879005,0.000101730944633897,0.516395823614467,0.664223868023795,0.5,0.0555555555555556,0.368421052631579,0.481838047074983,0.00112328714087719
"180",0.186274509803922,0.0863823843729337,0.196059070615817,0.00461501492755377,0.00967827138949408,0.15749259486544,0.689353317508614,0.8775737423002,0.25,0.150793650793651,0.684210526315789,0.642044335321017,0.00019393378357151
"181",0.107843137254902,0.00960595513340042,0.0214579224503355,0.000174257493801549,0.00290001617359871,0.0375203154069059,0.523340720849004,0.490212790965392,0.25,0.0873015873015873,0.315789473684211,0.70165775162591,0.000220134084829084
"183",0.0686274509803922,0.0226227686064748,0.104019332377811,0.0129614673150788,0.00125798325538757,0.00978618032838615,0.559625204865788,0.824897179869137,0.25,0.0555555555555556,0.368421052631579,0.384111625989376,0.00214292777306355
"184",0.117647058823529,0.0306607650629986,0.104542318828985,0.000523227027991501,0.0081180278450188,0.0849928768631166,0.590450907606665,0.806779792010379,0.25,0.0952380952380952,0.421052631578947,0.626318703044682,0.000371461818195845
"185",0.215686274509804,0.0726795287514155,0.487227682547423,0.0147552313877245,0.00346218239679366,0.144271969908808,0.697393120062303,0.736764850652953,0.25,0.174603174603175,0.631578947368421,0.669471619451135,0.000210593889237689
"187",0.196078431372549,0.250531144579009,0.169288505206458,0.0368662699392385,0.483580161709477,0.222009721425291,0.727517550480404,0.370062639796417,0.25,0.158730158730159,0.789473684210526,0.53245923883909,0.000427321457704833
"189",0.166666666666667,0.0673829276968227,0.1169508873099,0.0345677830795885,0.0183625677625019,0.196183206234476,0.64238866191629,0.788030188191671,0.25,0.134920634920635,0.578947368421053,0.680606587602457,0.000180559394065634
"190",0.254901960784314,0.0834087741091332,0.221889461365801,0.0272353473630401,0.00800150302329026,0.479801306900207,0.743575354375675,0.174934017466454,0.25,0.214285714285714,0.631578947368421,0.726509384547675,0.000145377779976838
"192",0.196078431372549,0.0512591151800685,0.164166274219006,0.0136019437893641,0.00258728256094622,0.231420320289548,0.675528926675862,0.174934017466455,0.25,0.158730158730159,0.578947368421053,0.701164331524333,0.000193977295191956
"193",0.0490196078431373,0.0212561797719838,0.0621493438972623,0.0115347782926255,0.000141171626458964,0.000685382430539266,0.505084628066275,0.174934017466456,0.5,0.0396825396825397,0.263157894736842,0.349718309953495,0.00324586608236755
"194",0.117647058823529,0.0215803468175025,0.0324849267752268,0.00115393736075448,0.00896796593268638,0.0157471061795358,0.609335602005146,0.174934017466455,0.25,0.0952380952380952,0.473684210526316,0.581726260079867,0.0003294046698084
"195",0.137254901960784,0.0274089682251338,0.0517196681800391,0.00895946700469092,0.0026901119120246,0.0998185241445423,0.609816439849951,0.568724990960675,0,0.111111111111111,0.526315789473684,0.630360841268909,0.000342093277883142
"198",0.137254901960784,0.05724861625492,0.0858849271192981,0.00075794426219605,0.0792894721764218,0.179162014384847,0.66297748439447,0.570471168831722,0.25,0.111111111111111,0.578947368421053,0.556083360718951,0.000482182595003871
"200",0.284313725490196,0.072522445656674,0.42283951434394,0.0196961307903117,0.00200368322031178,0.276740738945292,0.757499061841359,0.187258766634147,0,0.246031746031746,0.631578947368421,0.77314679842782,0.000101909937456047
"201",0.117647058823529,0.0164092690749256,0.0394610455919483,0.000360617671836986,0.0104141461653363,0.0289556860737575,0.568644850785843,0.187258766634147,0.25,0.0952380952380952,0.421052631578947,0.650362417906397,0.000298105276579966
"206",0.156862745098039,0.0319397418500158,0.0721707390379646,0.00205498775604626,0.0131604892141033,0.0620816863380775,0.641620774778743,0.186907774782194,0.25,0.126984126984127,0.526315789473684,0.642797534874942,0.000322929399288068
"207",0.0980392156862745,0.0116877886550229,0.0133663537532031,3.3698824882558e-05,0.00228790456170301,0.0434385778035901,0.52587692852412,0.186907774782191,0.25,0.0793650793650794,0.315789473684211,0.649592848350978,0.000333517784979943
"213",0.166666666666667,0.184151967219818,0.149681956893183,0.000770401409659377,0.364523752329712,0.170474938591328,0.715279803417663,0.184855973430162,0.25,0.134920634920635,0.631578947368421,0.541381415017321,0.000251714662618741
"218",0.0882352941176471,0.0171223676408077,0.0193045725104801,0.00156162382139139,0.00502110981745721,0.0443673874230303,0.532640148991099,0.336201150015154,0.5,0.0714285714285714,0.315789473684211,0.654206967127263,0.000287674709567134
"220",0.343137254901961,0.393727328266688,0.5367507297833,0.320489222578223,0.00459194110799777,0.169200696273302,0.73337602064494,0.166641499405349,0.25,0.325396825396825,0.684210526315789,0.829935107574271,3.70374898845952e-05
"221",0.0784313725490196,0.0263383569308902,0.0993751462022411,0.00590933012376087,8.11165510914997e-05,0.00132398204130258,0.611978393383897,0.16664149940535,0.25,0.0634920634920635,0.421052631578947,0.411911158623212,0.00157948986142078
"223",0.225490196078431,0.0678444384471697,0.267217118327479,0.0125818467413696,0.0101512274652389,0.53083355936862,0.720378864693805,0.166641499405347,0.25,0.182539682539683,0.684210526315789,0.673281821903446,0.000207970156453826
"227",0.0980392156862745,0.107948685430208,0.0354498547312985,0.000217220593480821,0.189394729365544,0.0305532476031825,0.620058164826449,0.832256097192901,0.25,0.0793650793650794,0.526315789473684,0.350044107599058,0.00160201094866905
"229",0.127450980392157,0.0234018410849665,0.0621798991207727,0.000624766433242382,0.00744015342519378,0.0263394140003792,0.609281098974879,0.376616044948354,0.25,0.103174603174603,0.421052631578947,0.6633595620082,0.00027665329179775
"231",0.0686274509803922,0.00966653236046265,0.0195754632247235,0.00016912289797353,0.0039422249943587,0.0295835039227377,0.475317495291039,0.16664149940535,0.5,0.0555555555555556,0.263157894736842,0.630873544354133,0.000402101352960091
"234",0.166666666666667,0.028450730488393,0.0899829360701985,0.00350237247657924,0.0136752021264206,0.0400805560929045,0.604697999718603,0.180683078881553,0.25,0.134920634920635,0.526315789473684,0.744740496127626,0.000147861599063629
"235",0.107843137254902,0.0122977621506322,0.0375651418342991,0.000225443502414747,0.00323652201518189,0.0442501824694868,0.555341266686759,0.180683078881553,0.5,0.0873015873015873,0.315789473684211,0.69725813842424,0.000180638900566673
"236",0.137254901960784,0.0248124242514079,0.0574656432485389,0.000589681675937779,0.00428460116867966,0.110920267283785,0.604697999718603,0.795463482096062,0.25,0.111111111111111,0.578947368421053,0.613037570419752,0.000359111630653371
"237",0.225490196078431,0.0638620776753365,0.190695942619299,0.00983045212088141,0.00811114597400468,0.187552102111499,0.729382765294005,0.367378780787031,0.25,0.182539682539683,0.631578947368421,0.689975588655327,0.000184235045793429
"238",0.166666666666667,0.0418998959034704,0.128288524792766,0.00373498376600199,0.0134490547571604,0.196846101081615,0.662163572475808,0.42623137441954,0.25,0.134920634920635,0.631578947368421,0.62804348438101,0.000341365461096811
"239",0.205882352941176,0.045560253486312,0.152154849757116,0.0094758746872713,0.00416748793755926,0.217419812517361,0.666041765873957,0.168046021956735,0.25,0.166666666666667,0.578947368421053,0.737760475030841,0.000128879749361951
"240",0.147058823529412,0.0379226499279729,0.0940058226438356,0.00320011035601681,0.0251537752601919,0.0976564035279891,0.638922269191274,0.189572698906911,0.25,0.119047619047619,0.526315789473684,0.652787154709335,0.000214068294615415
"242",0.107843137254902,0.040481913304605,0.0451412572014246,0.00178637114909262,0.00600577292567243,0.0533440337637037,0.622252820178556,0.189572698906909,0.25,0.0873015873015873,0.421052631578947,0.534356921890939,0.000580075101116079
"244",0.166666666666667,0.0426304152466271,0.139260573266939,0.00169236162958546,0.00942610017540533,0.158698281293061,0.661708169378462,0.184361236263194,0.25,0.134920634920635,0.578947368421053,0.663472676481571,0.000191217005983698
"247",0.0882352941176471,0.0109600244401789,0.0844124417652618,0.000913655138533065,0.00219504935950041,0.0131426543417382,0.545937677197931,0.840728877379098,0.5,0.0714285714285714,0.368421052631579,0.574118971501591,0.000480876133241063
"248",0.137254901960784,0.0254852466205022,0.0710243860200593,0.00191143447452188,0.0025972291116906,0.121012907037679,0.625212940311309,0.723625476083603,0.25,0.111111111111111,0.526315789473684,0.619206835855937,0.000353490422768195
