"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","eccentricity","dmnc","lobby","leverage","localbridge"
"31745",0,1.90135541825544e-05,0.00575721470737118,1.90131582941925e-05,1.90131582941925e-05,0,0.592753983634674,0.692307692307692,0,0.00355871886120996,0.0264166734859224,0.0886357548520577
"47030",0.216326530612245,0.0190541176392738,0.296603746384058,0.0190538572172869,0.0190538572172869,0.0287662748716035,0.833054661751478,0.615384615384615,0.00983889065039196,0.323843416370107,0.634380142948159,1.01238956653811e-05
"26009",0.0142857142857143,0.0037889812875244,0.0500785379809248,0.00378893803434146,0.00378893803434146,0.00245887037800774,0.722250590370198,0.692307692307692,0.0403443826271296,0.0249110320284698,0.417330207765459,0.000319426146550704
"64546",0.00612244897959184,5.12841503924433e-05,0.0275423471633475,5.12830525465599e-05,5.12830525465599e-05,0.000372557260738646,0.614372809924729,0.769230769230769,0.0478992550728284,0.0142348754448399,0.303883519668037,0.00148869470425582
"17745",0.026530612244898,0.00842249959703219,0.11818186228704,0.00842240824356979,0.00842240824356979,0.0229229436708387,0.759169932035151,0.692307692307692,0.0279307264341666,0.0427046263345196,0.494244201577774,7.59314689015033e-05
"43040",0.0346938775510204,0.000742108318930571,0.165493973027258,0.000742094574536423,0.000742094574536423,0.036602710957218,0.729274148122705,0.692307692307692,0.0192416588055201,0.0391459074733096,0.645077894138203,4.37174463251772e-05
"3971",0.00612244897959184,1.13921324972927e-06,0.0403207154601259,1.13919961075435e-06,1.13919961075435e-06,0.00111952995496639,0.575863479835512,0.692307692307692,0.6,0.0142348754448399,0.428920022481382,0.000941938418214624
"67978",0.0102040816326531,1.91726051430738e-05,0.0644649664484102,1.91721734485161e-05,1.91721734485161e-05,0.00292208983851354,0.598174916532548,0.692307692307692,0.0478992550728284,0.0177935943060498,0.614307430260091,0.000266492070621942
"2337",0.00408163265306122,1.22012167381621e-05,0.0231716113274361,1.2200847828551e-05,1.2200847828551e-05,0,0.584697780621613,0.769230769230769,0.0478992550728284,0.0106761565836299,0.332151789815513,0.00156759873749227
"11373",0.0204081632653061,0.0019888352602379,0.0698377011795253,0.00198879194203731,0.00198879194203731,0.0141937760534421,0.72167850470439,0.692307692307692,0.0331404469721271,0.0320284697508897,0.394232880514902,0.000190929276053545
"61384",0.00408163265306122,1.22012167381637e-05,0.023171611327431,1.2200847828551e-05,1.2200847828551e-05,0,0.584697780621613,0.769230769230769,0.0478992550728284,0.0106761565836299,0.332151789815513,0.00156759873749227
"64588",0.0326530612244898,0.000987494323162883,0.113469906697791,0.000987475130708965,0.000987475130708965,0.0118273562515715,0.721450474574545,0.692307692307692,0.01823367525984,0.0462633451957295,0.557108140859439,6.89629218660666e-05
"30856",0.802040816326531,0.907696637810835,0.781393254763655,0.907694749438537,0.907694749438537,0.245227174958504,0.989001136129967,0.615384615384615,0.0056663412684964,0.935943060498221,0.774629485859574,7.67589681626985e-07
"5596",0,1.15898297716254e-18,0.0864113576850478,0,0,0,0.000241240943412916,0.0769230769230769,0,0.00355871886120996,0.578399983058351,0.00227206079813796
"14339",0,1.15898297716254e-18,0.0864113576849689,0,0,0,0.000241240943412916,0.0769230769230769,0,0.00355871886120996,0.578399983058351,0.00227206079813796
"20740",0.220408163265306,0.0190693166878724,0.323892220506876,0.0190690558847829,0.0190690558847829,0.0414382749898948,0.831399863756305,0.615384615384615,0.00933086106966158,0.330960854092527,0.649521381775237,4.53588646319814e-06
"55636",0.0469387755102041,0.00829504062383293,0.118364217667079,0.00829494267370273,0.00829494267370273,0.021878003920161,0.764419794470375,0.692307692307692,0.0216751355518159,0.0640569395017794,0.457093140785803,3.56246642891106e-05
"4938",0.026530612244898,0.00577007828035686,0.106992153288431,0.00577003495369385,0.00577003495369385,0.026764433373152,0.738637455834719,0.692307692307692,0.0328206154677121,0.0391459074733096,0.459733776292754,6.03802992936874e-05
"13198",0.375510204081633,0.212815397249022,0.548383871899764,0.212813539923511,0.212813539923511,0.162075915930939,0.899403962554811,0.615384615384615,0.00763083667201795,0.423487544483986,0.748885252649372,1.07188332687148e-06
"33859",0,3.02979124124788e-06,0.00721035602879363,3.02970726771843e-06,3.02970726771843e-06,0,0.567782482614378,0.769230769230769,0,0.00355871886120996,0.058526505898723,0.0409084502433126
"6699",0.00408163265306122,5.23194753338688e-05,0.0210821209620026,5.23213739419037e-05,5.23213739419037e-05,0,0.605606669278196,0.692307692307692,0.0478992550728284,0.0106761565836299,0.221080240193782,0.00306861204639293
"65048",0.0183673469387755,0.000145256362904136,0.0803133796861015,0.000145262189047333,0.000145262189047333,0.00281942012707212,0.662768710819886,0.615384615384615,0.030591181820425,0.0284697508896797,0.517481194473834,0.000195469675723746
"65121",0.0551020408163265,0.0125837797909727,0.152114934977246,0.0125843556020656,0.0125843556020656,0.0273426403950067,0.78584409631717,0.615384615384615,0.0187690446596126,0.0676156583629893,0.573979415154724,3.51584109656407e-05
"68984",0.0163265306122449,8.5945076095791e-05,0.0793575211840397,8.59463223619243e-05,8.59463223619243e-05,0.00369810616555011,0.638812049180987,0.692307692307692,0.0200700014187259,0.0249110320284698,0.559897267659659,0.000179853829791895
"52484",0.179591836734694,0.0294657046339471,0.492019142010931,0.0294653292096119,0.0294653292096119,0.250014648414033,0.884017289700122,0.692307692307692,0.0106414997841219,0.202846975088968,0.766446208628608,3.17462750673153e-06
"59304",0.0224489795918367,0.000535611004280857,0.113629986655707,0.000536205301202549,0.000536205301202549,0.017255576608814,0.724573683216944,0.692307692307692,0.0331404469721271,0.0249110320284698,0.562498393698026,7.86407104198624e-05
"39376",0.0408163265306122,8.50856914801225e-05,0.183766327649358,8.50848705167675e-05,8.50848705167675e-05,0.0555201844833765,0.727887970003412,0.615384615384615,0.0208289925407976,0.0640569395017794,0.614606291888584,6.77716862898029e-05
"72768",0.0653061224489796,0.000135897629071048,0.349337837609992,0.000135916730820131,0.000135916730820131,0.166634432384362,0.736033585334389,0.615384615384615,0.0154528199091684,0.0747330960854092,0.816000323048965,9.4454418218631e-06
"9625",0.0285714285714286,9.2514289993233e-05,0.129472550554192,9.25132529777171e-05,9.25132529777171e-05,0.0172601925489109,0.703548099040512,0.692307692307692,0.0329101562761287,0.0462633451957295,0.522187902272574,0.000114216691827427
"33850",0.0551020408163265,9.39480642691317e-05,0.247747521558341,9.39461566545971e-05,9.39461566545971e-05,0.0484747422405956,0.706750572564319,0.692307692307692,0.0182072266831813,0.0676156583629893,0.767049867864416,2.23420385819676e-05
"12956",0.026530612244898,0.000190218158673537,0.114621860959274,0.000190214907993219,0.000190214907993219,0.0150357934751029,0.69803861539952,0.692307692307692,0.00987551639829222,0.0355871886120996,0.572001822940072,6.44755732415187e-05
"28892",0.0142857142857143,1.58264611208787e-05,0.100930249392518,1.58263471210596e-05,1.58263471210596e-05,0.0117622615838875,0.604581873921356,0.692307692307692,0.0501750035468149,0.0213523131672598,0.607389659798153,0.000167256196067131
"23658",0.0612244897959184,4.31453526295462e-05,0.294928998882875,4.31451699520554e-05,4.31451699520554e-05,0.0720248790733933,0.692394438898456,0.692307692307692,0.0166880799057856,0.0640569395017794,0.79915338052572,1.90457991822912e-05
"19863",0.0122448979591837,6.94395260377671e-05,0.059974930746397,6.94391276896109e-05,6.94391276896109e-05,0.00271908726137626,0.648699673022791,0.692307692307692,0.0592530983897533,0.0213523131672598,0.41719679560462,0.000414257783134262
"4049",0.0346938775510204,0.000297970195487499,0.167120818013272,0.000297963271856474,0.000297963271856474,0.0312882675045668,0.718231918321177,0.692307692307692,0.0293286019649725,0.0462633451957295,0.640972916286852,3.57728452992228e-05
"15224",0,1.21651713828263e-06,0.00728717926424417,1.21647768522895e-06,1.21647768522895e-06,0,0.560746384162034,0.769230769230769,0,0.00355871886120996,0.058526505898723,0.0409084502433126
"40046",0.0244897959183673,0.0119010072100415,0.0708165579069201,0.0119009102893099,0.0119009102893099,0.00319529892129284,0.746803461769246,0.692307692307692,0.0331074585016383,0.0391459074733096,0.378957876957905,0.000221029125599358
"60948",0.0102040816326531,0.01090116512305,0.0293024130893265,0.0109010477799089,0.0109010477799089,7.81475239490553e-05,0.690171575919865,0.692307692307692,0.0501750035468149,0.0177935943060498,0.34563435014222,0.000410407224119496
"13049",0.0387755102040816,0.000459391860958198,0.129733740632832,0.000459413934458363,0.000459413934458363,0.0227037458514154,0.763909167806817,0.692307692307692,0.0195524013099817,0.0604982206405694,0.511018465418373,8.89444709472196e-05
"36300",0.371428571428571,0.0143914779894729,0.675212465019883,0.0143912508838023,0.0143912508838023,0.379110868574802,0.896130169783844,0.692307692307692,0.00752011869181114,0.355871886120996,0.888948171001322,1.23905518097049e-06
"55416",0.0428571428571429,0.00448276296306902,0.144855382351864,0.00448270597376184,0.00448270597376184,0.0200179065924935,0.781594426491779,0.692307692307692,0.0210558459646212,0.0676156583629893,0.570567402743985,6.89831919343331e-05
"67205",0.0469387755102041,0.0109368619109936,0.133474754103538,0.0109367403496999,0.0109367403496999,0.0237705893664754,0.750562608343031,0.615384615384615,0.0200278774430746,0.0640569395017794,0.579350432280627,3.42522386613681e-05
"69108",0.00408163265306122,0.000745129734247762,0.0205871273182083,0.000745112255068875,0.000745112255068875,0.00746720802152983,0.664999327971658,0.692307692307692,0.0314253343630457,0.0106761565836299,0.119182456645755,0.00611048932320682
"81600",0.377551020408163,0.171561857566901,0.705723195526901,0.171559376051251,0.171559376051251,0.407016781950854,0.90136835309403,0.615384615384615,0.00765718370813572,0.405693950177936,0.794424159945295,9.68233129246214e-07
"15030",0.0693877551020408,0.0415805097705364,0.105824084700479,0.0415801354361044,0.0415801354361044,0.00834270283352866,0.802024471021793,0.615384615384615,0.0171627771414914,0.113879003558719,0.406431952899586,5.95410130755192e-05
"57647",0.202040816326531,0.128302801478614,0.228378518277596,0.128301596116694,0.128301596116694,0.0184937126870202,0.822344138247143,0.615384615384615,0.00940817809678581,0.295373665480427,0.567627296902327,7.97656853145941e-06
"68014",0.514285714285714,0.879673189285165,0.420650904172511,0.879671823267382,0.879671823267382,0.031011628559459,0.920579939398743,0.692307692307692,0.00684361780801236,0.846975088967972,0.569433397859196,2.55383512953494e-06
"19124",0.0285714285714286,0.000406367579904316,0.131403911877435,0.000406359092958831,0.000406359092958831,0.0141321274868612,0.677927545005796,0.692307692307692,0.0331074585016383,0.0427046263345196,0.554805353373092,5.29052752995231e-05
"61519",0.155102040816327,0.0704446221350112,0.296236786434061,0.0704437643389952,0.0704437643389952,0.139675968648303,0.827792737269084,0.615384615384615,0.01216435079646,0.202846975088968,0.638984297644114,9.02342309913278e-06
"50361",0.00408163265306122,3.25226228327831e-05,0.0309463548741024,3.25219750058994e-05,3.25219750058994e-05,0.000926917868732113,0.570476627007422,0.769230769230769,0.0314253343630457,0.0106761565836299,0.393944407595551,0.0013362312960057
"79209",0.00612244897959184,6.52868668395112e-07,0.0505895895381118,6.52850290917542e-07,6.52850290917542e-07,0.000505539356592607,0.518318324700354,0.769230769230769,0.0314253343630457,0.0106761565836299,0.5457010401354,0.000527288916634106
"9636",0.0816326530612245,4.26642892421162e-05,0.202739451980737,4.26642424819802e-05,4.26642424819802e-05,0.0121320767546136,0.686849630690749,0.692307692307692,0.0158712263112315,0.135231316725979,0.585894093251815,3.18547715010669e-05
