"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","informationcent","eccentricity","densitymnc","lobby","leverage","localbridge"
"10210",18,0.000493578553702974,4.89930911408519e-05,0.000493569433469952,0.000493569433469952,639.90422240401,2793.10198412698,0.948425696315681,9,0.662808939442542,10,-0.255721887733382,0.0756335902121236
"10212",2,2.93338431677976e-05,1.74678432075521e-05,2.93338482778397e-05,2.93338482778397e-05,0,2384.19603174603,2.25266269948656,10,0,2,-0.894736842105263,9
"10219",4,0,0.000121540594558594,0,0,2,2,1.65403306630247,1,2,2,0.333333333333333,0.125
"1024",38,2.28144791818687e-05,0.000173631545897722,2.28152209519712e-05,2.28152209519712e-05,143998.551966572,2716.71746031746,2.47551872970149,9,0.606970072530036,15,0.243777794571814,0.0105946577759617
"1025",2,5.72574225156134e-06,2.24420948593185e-05,5.72556447931438e-06,5.72556447931438e-06,0,2213.48611111111,4.08333333333333,10,0,2,-0.833333333333333,5.5
"10261",40,0.00022967083202562,0.000203781555082761,0.000229666888428628,0.000229666888428628,251073.172659696,2917.11666666667,1.21564801834975,8,0.387870074129426,14,0.300588428857115,0.00527062411849007
"10266",298,0.221360953806238,0.00025358864847136,0.221357695228322,0.221357695228322,91029.2450412216,3585.80238095238,0.712812511113224,8,0.167208721181242,132,0.0322547764997049,0.00197847212905951
"10274",2,1.12779748624559e-05,1.66977792536815e-05,1.12777987447935e-05,1.12777987447935e-05,0,2310.36984126984,1.38500059623301,10,0,2,-0.923076923076923,12.5
"10281",46,0.000474346866379295,9.81195535245275e-05,0.000474371937933017,0.000474371937933017,358.203088138453,2777.24126984127,1.51236931483982,9,0.425602823876819,24,-0.113227218274436,0.025690693330977
"10288",254,0.237226078467761,0.000226947390076,0.237233639505065,0.237233639505065,507426.977495186,3534.18095238095,2.06495491749228,8,0.177318097614317,114,-0.0493014289061974,0.00237700256308405
"10289",6,1.60680280366833e-06,4.09622620664148e-05,1.60690627836598e-06,1.60690627836598e-06,0,2386.86547619048,1.01906292234175,10,0.957985101456568,4,-0.396825396825397,0.317073170731707
"1029",8,3.82854325315115e-08,5.8645291850045e-05,3.82874907071103e-08,3.82874907071103e-08,94.4148503127911,2073.29642857143,2.19838416741359,10,1.18506196779507,4,-0.0991341991341991,0.120343839541547
"10293",92,6.14606012271985e-05,0.000118345071362486,6.14703732444259e-05,6.14703732444259e-05,660.035430223198,2896.6369047619,1.33956871590181,8,0.284212609731442,47,-0.00136234701365004,0.0105385461529872
"10295",10,6.07544135011639e-09,8.43124964918887e-05,6.07526894515134e-09,6.07526894515134e-09,44804,1962.7503968254,1.35666178681013,10,0.957985101456568,4,0.107092907092907,0.0670391061452514
"10298",4,7.72466259815436e-05,3.94473991939833e-05,7.72448619449143e-05,7.72448619449143e-05,22404,2567.79880952381,1.28199565709156,9,2,2,-0.313915857605178,0.247549019607843
"10299",4,8.43428580753944e-07,2.97867956450878e-05,8.43436015614725e-07,8.43436015614725e-07,0,2366.84444444444,2.14737157966783,10,0.628506687260914,3,-0.625850340136054,0.92156862745098
"1030",2,0.000322832939728036,1.47917885619282e-05,0.000322827388716349,0.000322827388716349,0,2690.10079365079,2.4776971777537,9,0,2,-0.983193277310924,59
"10306",498,0.87879010840135,0.000350710263364133,0.878788751884482,0.878788751884482,122331.667267442,3788.48531746032,2.3231974261505,9,0.131849457503268,239,-0.0321669277676335,0.000711167734736262
"10307",2,3.05475715865544e-07,2.10846258496864e-05,3.05470639136122e-07,3.05470639136122e-07,0,2224.34642857143,2.31724137931035,10,0,2,-0.666666666666667,2.5
"1031",6,4.66482849761564e-05,3.29509415564461e-05,4.66477587761049e-05,4.66477587761049e-05,0,2459.22103174603,2.22863262705,10,0.957985101456568,4,-0.400402414486922,0.323809523809524
"10319",10,2.54992314271942e-07,9.03242870774581e-05,2.54984973260983e-07,2.54984973260983e-07,44804,2090.68134920635,2.10131511685408,10,0.957985101456568,4,0.0865800865800866,0.0681818181818182
"10323",128,0.0626513570873227,0.000126170396362409,0.0626505610264042,0.0626505610264042,10255.1827308331,3294.26746031746,1.13320429221209,9,0.256189354878158,60,-0.118894344721722,0.00708353092521457
"10324",90,0.000205736645689749,0.000132941913237604,0.00020574035901245,0.00020574035901245,0,3050.81031746032,2.32722782576826,9,0.284432324170058,46,-0.125778661421833,0.0137673636640099
"10325",4,1.16991735106533e-09,4.52772526054749e-05,1.16987522820056e-09,1.16987522820056e-09,0,1834.95046897547,1.73754709108967,11,0.628506687260914,3,-0.346153846153846,0.423076923076923
"10326",476,0.87796470652104,0.000296994681087264,0.877963366789872,0.877963366789872,0,3772.93531746032,1.9424483652905,9,0.136755526344095,239,-0.0953546181910976,0.00250920890728088
"10329",200,0.207903142272188,0.000157655909622428,0.20791101904498,0.20791101904498,75280.8214783257,3433.17142857143,2.42866569260476,8,0.20802001822039,99,-0.2268947348895,0.00407869531357597
"10330",6,2.38655127066245e-06,4.02565788984439e-05,2.38648104750744e-06,2.38648104750744e-06,0,2404.33492063492,2.42395031067314,10,0.957985101456568,4,-0.48974358974359,0.382583170254403
"10333",8,2.60850338427979e-08,8.77991129005786e-05,2.60840874908763e-08,2.60840874908763e-08,22404,2053.09523809524,0.964208048206478,10,0.957985101456568,4,0.193650793650794,0.0669642857142857
"10336",8,0.000177718463680264,3.86858351176389e-05,0.000177716022181457,0.000177716022181457,0,2566.63214285714,1.76670646881439,9,1.18506196779507,5,-0.249608763693271,0.174843423799582
"10338",222,0.0317728072813258,0.000221572065571606,0.0317723936029734,0.0317723936029734,51517.3659771965,3437.7869047619,2.66666666666667,8,0.190454966351481,97,0.089262830382032,0.00286356839738461
"10345",12,4.90228644249781e-06,5.45191640260622e-05,4.9023387674653e-06,4.9023387674653e-06,7595.16516596697,2602.19761904762,1.22581237642157,8,0.592530983897533,7,-0.380556335556336,0.157265450195714
"10358",90,0.0367634908174212,0.000155474677391727,0.0367715337082562,0.0367715337082562,85902.1825898107,3293.37738095238,1.44385317106738,8,0.288107134447496,33,0.017252948766386,0.00307148281736257
"10366",40,3.08076725104393e-05,0.000128568248780056,3.08076307573235e-05,3.08076307573235e-05,8284.08340375295,2674.73095238095,1.49607645368836,9,0.470303214626865,20,-0.0455631793768864,0.0254464775142672
"10369",12,4.80021776028253e-05,5.87810394705479e-05,4.80014785600175e-05,4.80014785600175e-05,22776.8221550004,2674.27420634921,0.690119796614119,10,1.36066147446714,6,-0.234268467850557,0.0568328696591448
"10372",2,3.35823374245064e-07,2.1742981203469e-05,3.35815101307939e-07,3.35815101307939e-07,0,2144.4003968254,2.13346742447812,10,0,2,-0.818181818181818,5
"10382",24,0.00610679636283725,5.19103227932928e-05,0.00610678224391424,0.00610678224391424,16155.4746860311,3093.0376984127,1.03303634678413,9,0.775740148258852,11,-0.363590198752065,0.0519724333932339
"10383",6,9.50315246490804e-07,5.71202877052285e-05,9.50285924809057e-07,9.50285924809057e-07,0,2093.0088023088,2.23537661912188,11,0.957985101456568,4,-0.331002331002331,0.298507462686567
"10389",14,2.82666228884543e-05,5.94247801112859e-05,2.82660528807957e-05,2.82660528807957e-05,1958.77211157888,2539.29246031746,1.56364849170568,10,0.853314163084737,8,-0.249362402303579,0.101108816118246
"1039",18,3.71361370836374e-05,9.22590490470143e-05,3.71353252035606e-05,3.71353252035606e-05,48337.822610265,2659.89007936508,2.16713986033363,9,0.816396884680284,8,-0.167345399698341,0.0536062911370305
"10391",6,3.57146856504693e-05,4.03525782333765e-05,3.57139153041601e-05,3.57139153041601e-05,1,2523.00079365079,2,10,0.957985101456568,4,-0.157446808510638,0.162962962962963
"10392",180,0.0152481964719057,0.000173533472282276,0.0152479785739135,0.0152479785739135,0,3386.96309523809,2.66666666666667,8,0.221279429367386,91,-0.0841405675119961,0.0064149952943719
"10393",4,0.000971014271002311,2.25993587886458e-05,0.000971036544009779,0.000971036544009779,0,2671.74007936508,1.83891220935188,9,0.628506687260914,3,-0.766013071895425,1.68
"10394",6,0.00374677579716032,2.8634057829854e-05,0.00374678299148179,0.00374678299148179,0,3000.67341269841,2.39445385240215,9,0.957985101456568,4,-0.628532187837877,0.471782503836878
"10399",24,3.63740127991111e-06,0.000104631133093156,3.63844785286529e-06,3.63844785286529e-06,22558.0790152133,2565.7376984127,2.11352741442024,9,0.630706505250265,11,-0.0137933983698283,0.0339685545142421
"10400",4,0,8.19213253124555e-05,0,0,0,2.5,1.06594191567945,2,0.628506687260914,3,-0.1,0.3
"10401",38,3.64490560877143e-05,8.42256884507485e-05,3.64956674102673e-05,3.64956674102673e-05,0,2506.43412698413,1.28197841419442,9,0.497726081699167,20,-0.133390986332163,0.0326066467343911
"10403",38,3.64490560877267e-05,8.42256884507429e-05,3.64956674102673e-05,3.64956674102673e-05,0,2506.43412698413,1.45141786693261,9,0.497726081699167,20,-0.133390986332163,0.0326066467343911
"10405",2,0,8.32778147901681e-05,0,0,0,1,1.4087118476048,1,0,2,0,0.5
"10407",104,0.00451325722128279,8.92192950793812e-05,0.00451319805037855,0.00451319805037855,322.527826442368,2861.92817460317,1.94734677442095,9,0.247939547415187,53,-0.0157182088341527,0.00975922940224482
"10409",6,6.84457127998606e-09,7.47264865166563e-05,6.84503301839305e-09,6.84503301839305e-09,22404,1870.00364357864,0.409264676564569,11,0.628506687260914,3,0.15,0.0980392156862745
"10413",16,8.1388927589223e-05,7.72921269798112e-05,8.13879629729146e-05,8.13879629729146e-05,163828.357174249,2639.51031746032,1.8982229630731,10,1.18506196779507,8,-0.188282241405568,0.067820525994215
"10414",10,0.000634693428037679,2.72118081926339e-05,0.000634680816538086,0.000634680816538086,0,2581.68055555556,2.14509329835625,10,1.36066147446714,6,-0.686269820502937,0.522564131733121
"10417",8,3.70633630615158e-05,7.17127905428134e-05,3.70625401539362e-05,3.70625401539362e-05,44804,2447.0373015873,2.38784154354157,10,3.77104012356549,4,0.0606060606060606,0.0814606741573034
"10450",298,0.113499917925658,0.000298714022648934,0.113507840441884,0.113507840441884,220585.697134087,3514.69404761905,0.712052193595186,8,0.167208721181242,110,0.2324711933472,0.000971851583198242
"10451",4,7.79595683492933e-08,3.52348229609049e-05,7.79571929724018e-08,7.79571929724018e-08,0,2018.48578643579,1.18124109973315,11,0.628506687260914,3,-0.416666666666667,0.6
"10453",12,0.000125278709913474,3.46648484521416e-05,0.000125275633967987,0.000125275633967987,0,2673.53650793651,1.22040647944193,9,1.0035000709363,7,-0.62796670441277,0.322423822191173
"10454",4,1.01986569089743e-08,6.01172427325441e-05,1.01982330114199e-08,1.01982330114199e-08,0,1823.91515151515,1.90977988844546,12,0.628506687260914,3,-0.1,0.3
"10455",2,0,8.32778147901681e-05,0,0,0,1,1.61643938864136,1,0,2,0,0.5
"10463",48,0.0304058345269087,6.42354351246218e-05,0.0304055815344452,0.0304055815344452,11181.0237577203,3097.47698412698,2.1869596999563,9,0.426133500467409,23,-0.440217392471945,0.0258275939369023
"10464",4,2.31614697062632e-05,2.42932159688564e-05,2.31609419867478e-05,2.31609419867478e-05,0,2435.31865079365,2.30860759694118,10,0.628506687260914,3,-0.8125,2.38636363636364
"10482",14,1.50102004515209e-06,9.03453002162962e-05,1.50128229794358e-06,1.50128229794358e-06,45117.2586049213,2353.00317460317,1.86183962755079,9,0.816396884680284,6,0.05293785223659,0.027130906624463
"10486",48,0.0166589316976884,8.24474980340561e-05,0.0166587331020299,0.0166587331020299,24261.114528666,3046.33055555556,1.23280421871545,9,0.401099539195367,22,-0.124061039590183,0.0109302866337108
"10487",2,2.51111857128334e-06,2.04826637527715e-05,2.51104202247356e-06,2.51104202247356e-06,0,2300.08888888889,1.15608069937394,10,0,2,-0.875,7.5
"10489",6,0.000860592449240936,2.72973646742732e-05,0.000860616838536434,0.000860616838536434,0,2698.90198412698,1.72282341649097,9,0.957985101456568,4,-0.624082607953576,0.555683122847302
"10498",4,1.4253600891931e-06,2.96217059497436e-05,1.42537094570263e-06,1.42537094570263e-06,0,2350.44880952381,0.51703587094899,9,0.628506687260914,3,-0.423076923076923,0.461538461538462
"10500",10,0.00756898770640811,3.11907380130342e-05,0.0075689000193517,0.0075689000193517,0,2840.8626984127,1.09507940407107,9,1.36066147446714,6,-0.434123090839509,0.188285896113586
"10501",2,4.38088374569595e-08,1.70303623803964e-05,4.38970546502034e-08,4.38970546502034e-08,0,2008.7341991342,1.29205306026661,11,0,2,-0.954545454545455,21.5
"10502",4,8.62383692890236e-10,4.74072323156228e-05,8.62383637100794e-10,8.62383637100794e-10,0,1809.3619047619,0.97156483377805,10,0.628506687260914,3,-0.214285714285714,0.357142857142857
"10504",2,1.45242533683247e-08,3.14268355897828e-05,1.45243985620163e-08,1.45243985620163e-08,0,1748.5345959596,2.37034529133773,11,0,2,-0.5,1.5
"10505",2,3.04939225534103e-06,1.99081461661353e-05,3.04933584936004e-06,3.04933584936004e-06,0,2354.73055555556,2.28480093654114,10,0,2,-0.9,9.5
"10509",12,0.000867798811043028,7.06828521284713e-05,0.000867823479267191,0.000867823479267191,67202,2585.83293650794,2.13279001483495,9,0.592530983897533,6,-0.025803329461866,0.0621019108280255
"10511",6,1.58861550171748e-05,3.74798621774828e-05,1.58868574300162e-05,1.58868574300162e-05,0,2378.69722222222,2.2877989160303,10,0.957985101456568,4,-0.453102453102453,0.435643564356436
"10514",8,1.63949609937743e-05,4.89966574521969e-05,1.63946244284946e-05,1.63946244284946e-05,0,2365.02023809524,1.45461629627775,9,1.18506196779507,5,-0.421241830065359,0.27123695976155
"10517",8,0.00677212366362067,2.10167744387458e-05,0.00677201237591152,0.00677201237591152,0,2883.62936507937,2.0161909449253,9,1.18506196779507,5,-0.757209676267066,0.594009583006159
"10518",4,1.01986569097469e-08,6.01172427325393e-05,1.01982330114199e-08,1.01982330114199e-08,0,1823.91515151515,2.05267631494133,12,0.628506687260914,3,-0.1,0.3
"10522",4,6.25462420766322e-06,2.59440255932052e-05,6.2546305407201e-06,6.2546305407201e-06,0,2362.98888888889,1.4714576315507,10,0.628506687260914,3,-0.749019607843137,1.74107142857143
"10523",2,0,8.32778147901681e-05,0,0,0,1,2.11786793307528,1,0,2,0,0.5
"10525",4,5.92090347090215e-09,3.5695699088416e-05,5.92076358682166e-09,5.92076358682166e-09,0,1936.49411976912,2.25921070033533,11,0.628506687260914,3,-0.5,0.714285714285714
"10526",4,0,8.32778147900905e-05,0,0,0,2,1.57551051794327,1,0.628506687260914,3,0,0.25
"10528",2,6.63162566200212e-07,2.2203169897272e-05,6.63143517709191e-07,6.63143517709191e-07,0,2148.35436507936,0.875,10,0,2,-0.916666666666667,11.5
"10529",2,8.87242684824648e-08,2.33378427377233e-05,8.87221677920064e-08,8.87221677920064e-08,0,2121.41785714286,1.18069083127132,10,0,2,-0.8,4.5
"10532",70,0.00306064464452821,0.000123919336146879,0.00306058264971433,0.00306058264971433,80540.5611672589,3235.00238095238,1.16864485170939,8,0.361644232624284,33,-0.180317624941536,0.00863074175235645
"10547",98,0.000184192293896937,0.000137026392653601,0.000184199350004952,0.000184199350004952,70119.4419213938,3010.6,2.01948236017871,8,0.251606105537957,48,0.0453044878014834,0.00838740159881369
"10553",18,1.54345065662586e-05,8.6612147840562e-05,1.54342392047525e-05,1.54342392047525e-05,17763.69225651,2620.55436507936,2.12928574048785,9,0.682751090612962,8,-0.0101223197291682,0.0365444544726938
"10554",18,1.71766819745606e-06,6.8923859534656e-05,1.71761555223154e-06,1.71761555223154e-06,0,2327.97976190476,0.7010611043066,9,0.662808939442542,10,-0.12737799834574,0.0680494905385735
"10567",18,0.00360966225681221,9.48075332647136e-05,0.00360962337485043,0.00360962337485043,73334.2003389743,2803.14246031746,0.621272294790706,9,0.197510327965844,8,0.151564895372945,0.0275778088177358
"10570",6,1.30766585150893e-06,4.43900539636792e-05,1.30776875571824e-06,1.30776875571824e-06,5316.63902192232,2177.0126984127,1.72136371792455,10,0.628506687260914,4,-0.29004329004329,0.262068965517241
"10571",2,7.76599987323124e-07,1.89284833331838e-05,7.76579574822261e-07,7.76579574822261e-07,0,2273.6253968254,1.11235908384184,10,0,2,-0.866666666666667,7
"10582",10,0.000221342731504333,9.4960651322967e-05,0.000221338925345127,0.000221338925345127,67204,2571.53452380952,2.03615675435498,9,3.77104012356549,4,0.216117216117216,0.0397820163487738
"10583",4,9.0737620442017e-07,4.97999703364787e-05,9.07352223647467e-07,9.07352223647467e-07,0,2074.79484126984,0.810880434183694,10,0.628506687260914,3,-0.214285714285714,0.357142857142857
"10596",22,0.000965277717392929,0.000181039347306582,0.000965255568583736,0.000965255568583736,139423.849134049,2777.2873015873,1.42985347209845,10,1.0035000709363,6,0.418061527844137,0.00906292103384206
"10600",8,5.12776863131037e-05,4.48355363033326e-05,5.12765967217196e-05,5.12765967217196e-05,6693.2760780062,2330.04365079365,2.35063039430296,10,0.957985101456568,5,-0.530687830687831,0.377109789422922
"10604",84,0.00523475686228963,0.000119629191115364,0.00523472970222577,0.00523472970222577,3230.56190384932,2971.1626984127,2.32368795836695,9,0.307489841053327,43,0.088827882463423,0.00916724187580404
"10611",6,0.00403381195260119,2.14015102711792e-05,0.00403376409853393,0.00403376409853393,259.893406282791,2881.77936507937,1.95007421158442,9,0.628506687260914,4,-0.774314874314874,1.12511535513741
"10612",2,0.0035923460507903,1.38745505700464e-05,0.00359230754257826,0.00359230754257826,0,2782.34087301587,2,10,0,2,-0.992452830188679,132
"10613",6,1.67203097784729e-06,4.26892087389484e-05,1.67213053555603e-06,1.67213053555603e-06,0,2278.48333333333,1.62162162162162,10,0.957985101456568,4,-0.382352941176471,0.323076923076923
"10623",222,0.0447569299304754,0.000247152132064537,0.0447566866544027,0.0447566866544027,216695.847269208,3504.71031746032,1.34978251999347,9,0.187117950997597,96,0.162090503234582,0.00145654787194182
"10629",8,0.00040483504579016,3.57876072169059e-05,0.000404868646769315,0.000404868646769315,1104.36390943269,2870.83888888889,0.676458229976913,9,1.18506196779507,5,-0.784514975580876,0.979411764705882
"1063",136,0.00214515256663025,0.000162026844615781,0.00214510471975695,0.00214510471975695,15263.6282299546,3239.55079365079,0.709087108678854,9,0.261114729141933,67,-0.0545352437704895,0.00728661063098392
"10643",24,0.000878596279062016,0.000106576944516099,0.000878613944593515,0.000878613944593515,67427.4615811382,3027.05912698413,1.16556033463773,9,0.598629385060625,9,-0.0131821250056702,0.0151137508775606
"10653",38,0.0143186546513773,6.63181890664882e-05,0.0143265136116171,0.0143265136116171,34152.41205953,3183.95436507936,2.36067109413721,9,0.497726081699167,19,-0.429841365255471,0.0285851574114257
"10659",16,3.90555170990937e-05,0.000111715869756963,3.90548057978931e-05,3.90548057978931e-05,53934.7377061485,2535.00119047619,0.64935181759719,9,0.592530983897533,7,0.20952380952381,0.0247326203208556
"1067",68,0.00307866572259713,0.00010760474576697,0.00307860382956517,0.00307860382956517,14235.1342088822,3236.52619047619,1.11832528399025,8,0.337706725378663,33,-0.226646453971965,0.0121146119202097
"10683",260,0.16664258534174,0.000244803987665172,0.166640171711443,0.166640171711443,117572.708583559,3605.72023809524,1.88388996987132,8,0.179905498355522,113,0.0163950860770114,0.0023136363282507
"10687",24,2.08019929552114e-05,0.000102097843669256,2.08867319516931e-05,2.08867319516931e-05,11417.1992694574,2495.60992063492,1.56252665984913,10,0.583477608314881,11,0.0537278279627693,0.0333768671456495
"10688",6,2.43204683309283e-05,4.59505419345945e-05,2.43697674548126e-05,2.43697674548126e-05,0,2574.22698412698,2.05883664196258,9,0.957985101456568,4,-0.383879781420765,0.302713987473904
"107",6,1.75812273528285e-06,4.30935861669444e-05,1.75825091992644e-06,1.75825091992644e-06,2085.32476442255,2352.90634920635,1.81497898520385,9,0.957985101456568,4,-0.32034632034632,0.27027027027027
"10703",34,0.00417333410652029,0.00014330909245485,0.00417328394105608,0.00417328394105608,102077.266744404,2874.09365079365,1.27975067667442,9,0.546439381121019,11,0.249355333580258,0.0101970517962039
"10704",2,2.15141698715713e-06,1.92607170545429e-05,2.15151224629909e-06,2.15151224629909e-06,0,2180.65079365079,1.2920530602666,10,0,2,-0.818181818181818,5
"10705",4,2.10901519823098e-05,2.55322491802653e-05,2.10896755515487e-05,2.10896755515487e-05,0,2446.0626984127,2.45854306674104,10,0.628506687260914,3,-0.824761904761905,2.60119047619048
"10706",40,0.000136450711601914,6.58820827245312e-05,0.000136447448799452,0.000136447448799452,0,2757.21587301587,2,9,0.470303214626865,21,-0.198447330686803,0.0335082610646699
"10707",116,0.0112961294264453,0.000102952511002212,0.011296107265014,0.011296107265014,0,3202.81626984127,0.613068634800495,9,0.276990629380211,59,-0.252577889312781,0.0138547720773106
"10709",4,1.79116098351009e-07,3.48400674086413e-05,1.79112149800256e-07,1.79112149800256e-07,0,2228.62063492063,0.709087108678861,10,0.628506687260914,3,-0.682352941176471,1.30434782608696
"10711",8,8.80293468008925e-08,5.19088821180759e-05,8.80282909111294e-08,8.80282909111294e-08,0,2143.44126984127,1.45878543803268,10,1.18506196779507,5,-0.179487179487179,0.169811320754717
"10712",6,0.000889656078251732,2.74341800304508e-05,0.000889680284462806,0.000889680284462806,0,2599.54126984127,1.60596769142484,9,0.957985101456568,4,-0.795344363216622,1.41345427059713
"10715",2,4.62658361091087e-05,1.48562320694398e-05,4.62653177540547e-05,4.62653177540547e-05,0,2458.22103174603,1.77432405505269,10,0,2,-0.971014492753623,34
"1072",12,9.67185192029578e-05,5.88028650456413e-05,9.67165660794474e-05,9.67165660794474e-05,29361.5963986916,2698.63055555556,2.24674947682725,10,0.957985101456568,6,-0.302994090217092,0.0857214507920982
"10727",32,0.000875330336812873,0.00013555421842356,0.000875312418229947,0.000875312418229947,439229.530332946,3000.18333333333,2.0712454028346,8,0.465444088955311,13,0.0718231261564409,0.0194772784602944
"1073",12,1.88563555888285e-05,4.13397853902093e-05,1.88561396070787e-05,1.88561396070787e-05,0,2595.3126984127,1.65301111979521,9,1.0035000709363,7,-0.55146161028514,0.253539677313138
"10744",18,3.86709927529951e-05,8.10723835341148e-05,3.86733929944973e-05,3.86733929944973e-05,38250.6694240014,2727.2876984127,1.07437618261466,9,0.592530983897533,9,-0.266597077113493,0.0385235908287116
"10755",30,0.00397361566929983,9.27740159624385e-05,0.00397357893678801,0.00397357893678801,31033.5470216557,3172.83174603175,1.27141028060425,9,0.630021819988299,15,-0.258714355097969,0.0312517143781333
"10756",4,3.05703912935965e-05,2.27162735313989e-05,3.05723569801873e-05,3.05723569801873e-05,0,2602.87857142857,2.48094661788187,9,0.628506687260914,3,-0.890029325513196,4.2887323943662
"10760",12,4.02376009729544e-05,4.84550076958068e-05,4.02371420054476e-05,4.02371420054476e-05,378.052028317335,2601.23650793651,1.72027604860296,9,1.0035000709363,7,-0.462553282182438,0.179936027915092
"10768",6,5.39672118410009e-05,3.15628121595164e-05,5.39685377671745e-05,5.39685377671745e-05,3954.06335883069,2667.29880952381,1.48226277938097,9,0.628506687260914,4,-0.737920728670035,1.03526734926052
"1077",482,0.878279532065882,0.0003145214601391,0.878278185668485,0.878278185668485,62950.9400762623,3777.31865079365,0.870992550360935,9,0.135801294273778,239,-0.0774724067500617,0.0014139659680707
