"","degree","eigenvector","pagerank","authorities","hubscore","betweenness","closeness","eccentricity","dmnc","lobby","leverage","localbridge"
"32",0.145833333333333,0.0123159305399109,0.0825342131246397,0.000430950860198723,0.000259631566038588,0.207354758128156,0.807796575837728,0.75,0.08125,0.526315789473684,0.641948241475727,0.000323389878932921
"33",0.114583333333333,0.0108694751024813,0.00919979679062061,3.42098263571397e-06,0.0024594419835971,0.0193651964100006,0.784261054099314,0.75,0.06875,0.315789473684211,0.689891949935897,0.000211984216432133
"36",0.125,0.25298977403875,0.00946464809614027,0.00232299284889088,0.98698983723599,0.0110669387683383,0.900046164245792,0.625,0.075,0.578947368421053,0.204180991953786,0.00266147193600723
"38",0.302083333333333,0.0119962304247217,0.127981279846892,0.00610469157656892,0.000836067907195889,0.0371531203214601,0.887941003978133,0.75,0.18125,0.631578947368421,0.780041347786334,7.86071329131459e-05
"39",0.114583333333333,0.0102002201536264,0.00694720428596034,5.56120159154422e-05,0.000919625090403212,0.0361839362873452,0.787125121593326,0.625,0.06875,0.368421052631579,0.599713621105044,0.000352496335024357
"43",0.15625,0.0148447944247155,0.0797426995874562,0.00722045426028228,0.00253317536653933,0.0352780178509037,0.791350563274458,0.75,0.0875,0.421052631578947,0.723781116034102,0.000234004084207942
"44",0.09375,0.00124691465494631,0,0,0.000632009701327383,0,0.700065477858827,0.75,0.05,0.210526315789474,0.7502736344468,0.000280783987662226
"49",0.166666666666667,0.0137558776999032,0.0376123985922388,0.00144808511618365,0.00108513826445823,0.0525149944124358,0.811163503866256,0.625,0.09375,0.473684210526316,0.704550257405478,0.000210515285372295
"55",0.114583333333333,0.00309859521406455,0.0131113272955782,3.29376983037286e-05,0.000784788891158866,0.0700719381314982,0.786184171787522,0.75,0.06875,0.473684210526316,0.549845912669655,0.000723289787906073
"60",0.114583333333333,0.0023149273495824,0.017172518570281,5.02080676843314e-05,0.000194814810001048,0.0474339224931824,0.766320591844474,0.75,0.06875,0.421052631578947,0.622164647624224,0.000336309948806643
"61",0.104166666666667,0.00849248263573223,0.00485210270184681,1.13518261806855e-05,0.000936193425436434,0.038250968585462,0.772695261805446,0.75,0.0625,0.368421052631579,0.615872819425721,0.000412939171756132
"62",0.114583333333333,0.0143966176845223,0.0569594357583059,2.68924885217606e-05,9.15661156840206e-05,0.152644823371819,0.772250106578169,0.75,0.06875,0.263157894736842,0.710955701692723,0.000171327501508441
"63",0.197916666666667,0.00353843566136161,0.0958095477800308,0.00148212076681999,0.000334313714955616,0.0525327086486662,0.794865876378745,0.625,0.13125,0.526315789473684,0.759286184588246,0.000121004847991982
"64",0.145833333333333,0.021016366000214,0.0637168295140708,0.000742626972733356,0.00219076501214009,0.205598575465018,0.820470545562462,0.625,0.08125,0.473684210526316,0.62263513905309,0.000353490230146133
"65",0.135416666666667,0.0012854318520146,0.0206620813860462,4.42268420886586e-05,0.00101083547350824,0.0318458290640245,0.753497059384649,0.75,0.08125,0.315789473684211,0.714640729537523,0.000250515085792832
"66",0.09375,0.00214839754901324,0,0,0.00171964768657371,0,0.732540611582044,0.75,0.05,0.263157894736842,0.696543471744545,0.000252911717652244
"67",0.114583333333333,0.0165971200005226,0.0101632139460543,0.00423797465931033,0.00882204529059773,0.0122441870187541,0.79492829232331,0.75,0.06875,0.421052631578947,0.593248431870016,0.000519250064230319
"68",0.114583333333333,0.00511632804527898,0.00964546169895716,5.20021803276726e-05,0.00216707378277301,0.0105643699079385,0.793157092688855,0.75,0.06875,0.473684210526316,0.569886224741604,0.000429677442238897
"73",0.145833333333333,0.0268621475825829,0.0305137916994737,0.00666218946385793,0.059580395292225,0.0707089875719165,0.824781956374788,0.625,0.08125,0.526315789473684,0.608880647702643,0.000284952328036858
"75",0.135416666666667,0.00696066162685935,0.0141127143394724,0.002337164253572,0.00230992001253724,0.016920401988631,0.803638260738487,0.75,0.08125,0.421052631578947,0.672514708470457,0.000165089719771598
"76",0.15625,0.00588285966121181,0.0345806507275616,0.000118988081400484,0.000524233731627888,0.0309601593186074,0.795398178396546,0.75,0.0875,0.421052631578947,0.71778509298566,0.000187981852815577
"78",0.125,0.00325786113607946,0.0364609635381763,0.00162502561092036,0.000436550149847911,0.0230983571375131,0.787347699206964,0.625,0.075,0.473684210526316,0.613657942597283,0.000456089634979817
"80",0.0208333333333333,0.00104314895288901,0.0164906114997283,2.09147039209624e-05,2.51156936779884e-16,0.0219061191362559,0.702433750774311,0.75,0.0125,0.105263157894737,0.170905774705794,0.0175772942104467
"81",0.135416666666667,0.00245790432914974,0.0268300595568254,0.000404817493407378,0.00153516106793797,0.0433581226628338,0.768434490344371,0.75,0.08125,0.368421052631579,0.705853718696041,0.00022783570393887
"83",0.15625,0.126247971556237,0.0327729968748571,9.11374386368919e-05,0.37454156724896,0.049169979447763,0.873435773993042,0.625,0.0875,0.631578947368421,0.457787638704379,0.000381781367941462
"87",0.104166666666667,0.001421091088185,0.00541484209882307,2.30958456261023e-05,0.00211541785854313,0.0115331251241143,0.733041116797897,0.75,0.0625,0.210526315789474,0.708557727243744,0.000261954575871448
"89",0.135416666666667,0.00317564951128686,0.0169668156817032,7.39610592120824e-05,0.000300603294959027,0.0126133224575695,0.758349015830097,0.75,0.08125,0.315789473684211,0.727278890563554,0.000217119186233685
"91",0.0416666666666667,0.00349824854535686,0.0133514718505233,6.2288138900162e-05,0.000660889279763974,0.0270966011728917,0.725329803495764,0.75,0.025,0.210526315789474,0.310148665465599,0.00482616499050969
"92",0.145833333333333,0.00553185481182755,0.0742294357598193,0.00280395234172478,0.00032723503912039,0.0036253202336192,0.8088187841374,0.75,0.08125,0.526315789473684,0.580191009383317,0.0005067097875685
"98",0.09375,0.0109316571369557,0,0,0.00298591025333953,0,0.772732946904051,0.75,0.05,0.315789473684211,0.593740559314628,0.000608609780251537
"100",0.03125,0.00111594904856137,0.0148079959192839,5.65400187893099e-05,0.000180075726552546,0.0107712175131213,0.696525433908581,0.75,0.01875,0.157894736842105,0.252578006435477,0.00830442209968473
"101",0.135416666666667,0.219572390216131,0.0202797185402301,8.20602406190188e-05,0.861936080865619,0.0248262483780693,0.875768717128584,0.625,0.08125,0.578947368421053,0.280802080470082,0.00161448234373493
"102",0.166666666666667,0.0130595154056636,0.065963195995743,0.0126260499834592,3.19579082000155e-05,0.0255361256619755,0.8359108370567,0.625,0.09375,0.526315789473684,0.65562715976328,0.000228255165140761
"104",0.0208333333333333,0.00073509791627231,0.00848200170731322,4.61143401941989e-05,2.51156936779884e-16,0.00291273785735106,0.652486274380492,0.875,0.0125,0.105263157894737,0.412120409078033,0.00305421076927651
"105",0.125,0.0235637556908362,0.0176251167924065,0.00418682326788627,0.00133275411919789,0.0363466012115664,0.807384395071731,0.75,0.075,0.473684210526316,0.609090426631704,0.000316460295372899
"108",0.1875,0.0401507003371178,0.105523360401066,0.0051736571497131,0.000748778707025054,0.356769976158939,0.847072692199891,0.625,0.10625,0.526315789473684,0.675187155120988,0.000205955845899628
"109",0.09375,0.0111408174633789,0,0,0.000519353706913613,0,0.784100892430241,0.75,0.05,0.315789473684211,0.541570137273269,0.000823517264057347
"110",0.177083333333333,0.0124062198731775,0.0497128928236208,9.55741303538505e-05,0.00103981571075638,0.0444717681326185,0.809853946689717,0.75,0.1,0.473684210526316,0.729626033724779,0.000142719390805089
"111",0.135416666666667,0.0201967165549065,0.0249110618077313,2.50160637142478e-05,0.00276183564184192,0.0440075931011745,0.823245110947286,0.75,0.08125,0.473684210526316,0.585467859208822,0.000505125366442026
"112",0.15625,0.0212298753887988,0.0410675738696481,4.72241172527342e-05,0.000978356239937405,0.0712859437253523,0.811126996426982,0.75,0.0875,0.578947368421053,0.656123035162769,0.0002382508083515
"113",0.208333333333333,0.202084263487448,0.105318380350959,0.000705228999151311,0.790025293736558,0.084691768015358,0.908809127330882,0.625,0.1375,0.684210526315789,0.47366626745111,0.000398091536260499
"116",0.145833333333333,0.0194264721948146,0.0250009368698533,4.44210455317931e-05,0.000792857315327036,0.0727792326728192,0.799581224341747,0.625,0.08125,0.473684210526316,0.657705507963157,0.00034115729076528
"120",0.114583333333333,0.222292364932018,0.00899716797511225,2.13199973156264e-05,0.920687092010032,0.00536896671728841,0.87621387235586,0.625,0.06875,0.578947368421053,0.201228416568197,0.00300004657128616
"122",0.8125,0.629210533315796,0.766317582189922,0.772472161443867,0.00156424781943699,0.0386166564458205,0.963010898059453,0.625,0.63125,0.736842105263158,0.895571093999406,8.5332157132062e-06
"123",1,0.954410724699572,0.770771135279933,0.94300030977816,0.862541505405949,0.414771966528347,1,0.625,0.000617219774893264,1,0.88597331406076,8.48976012311977e-06
"124",0.895833333333333,0.80827638454943,0.642163470079649,0.815837675629846,0.658678311161025,0.201328576293617,0.989283300084085,0.625,0,0.842105263157895,0.875916299927804,1.15177170944681e-05
"125",0.84375,0.518574357282501,0.533301097406559,0.738951655600168,0.000893822536636037,0.206525547872498,0.955937876114949,0.625,0.725,0.736842105263158,0.918349588622131,6.39484312615266e-06
"126",0.854166666666667,0.610523789080362,0.499509904455073,0.756205196904725,0.316132917715691,0.111526156367497,0.960504839002193,0.625,0.76875,0.684210526315789,0.903253376841015,1.12962886768358e-05
"127",0.979166666666667,0.834354576693914,0.769473382871368,0.925715458741848,0.529936609537371,0.279607948692363,0.997947339785336,0.625,1,0.894736842105263,0.896923990096882,8.27944758701749e-06
"129",0.729166666666667,0.411230438298489,0.374817938365387,0.635703682244295,0.00197881752437897,0.420114943769355,0.928989497634082,0.625,0.55,0.684210526315789,0.911129461652176,1.33030334262957e-05
"130",0.125,0.0107549559910256,0.0131294230054302,6.19312617096259e-05,0.000730816205469426,0.0360071199489351,0.804642804148187,0.625,0.075,0.473684210526316,0.59985939172012,0.000402722867115543
"131",0.145833333333333,0.0126570301877253,0.024770960035366,0.000487668640307612,0.000881519362592633,0.067178749721959,0.815507889139861,0.625,0.08125,0.526315789473684,0.632967922783622,0.000351597119458925
"132",0.208333333333333,0.200131387363614,0.097696869926868,0.000188175292321065,0.55364514215873,0.101091188706608,0.904299869750878,0.625,0.000997901147350591,0.631578947368421,0.487214056258052,0.000461432741592893
"133",0.239583333333333,0.0360120700902635,0.103894766743418,0.00513122148781499,0.00201573783137301,0.222657143337241,0.875488434207706,0.625,0.15625,0.578947368421053,0.687947191040558,0.000200178787238342
"135",0.114583333333333,0.0085274655605002,0.0106807381019324,3.31850796448164e-05,0.000401186833057353,0.033007986154662,0.758047535041253,0.75,0.06875,0.263157894736842,0.725427325474199,0.00020400883036863
"136",0.125,0.00541418517304211,0.067381102489925,6.33434042319096e-05,0.000900599225992115,0.067713712162482,0.792698983208933,0.75,0.075,0.368421052631579,0.645754617934605,0.000407747794836533
"137",0.0208333333333333,0.000874381300967608,0.0120574345698119,1.31303009051766e-05,8.97326564771691e-06,5.938559645845e-05,0.68094971159123,0.75,0.0125,0.105263157894737,0.230635171138463,0.0122039183663924
"138",0.114583333333333,0.00212922850446143,0.0154497462884257,5.28991389724888e-05,0.000970386265592547,0.0221369882900638,0.768131831896196,0.625,0.06875,0.368421052631579,0.633604394764959,0.000421912352275416
"141",0.15625,0.209416544268431,0.0333520198098648,8.8989573049068e-05,0.71062017958935,0.0274280432943543,0.868247006978809,0.75,0.0875,0.526315789473684,0.428464944352003,0.000462552599331803
"143",0.833333333333333,0.741430133063646,0.54644315781872,0.747597637611711,0.733904315910145,0.1476285130178,0.971757373913904,0.625,0,0.842105263157895,0.870455059594532,1.55908121602545e-05
"144",0.8125,0.735711366387661,0.530219894026401,0.756404131272133,0.788964227879769,0.218759307029122,0.977041531333982,0.625,0.63125,0.789473684210526,0.862810004620493,1.69244262686609e-05
"145",0.927083333333333,0.876553994118883,0.854504879207002,0.887416197773187,0.582680651326799,0.350970022346453,0.990148879692678,0.625,0,0.947368421052632,0.876347350433844,1.17353929852396e-05
"146",0.708333333333333,0.564205990273765,0.600889764274595,0.650136025517667,0.0647977208900879,0.774351924309941,0.95702603333718,0.625,0.5125,0.789473684210526,0.858680799346062,1.69243285093551e-05
"147",0.78125,0.748868459484994,0.560669105913079,0.725499371134726,0.78134375666053,0.137002248946901,0.970322984848235,0.625,0.000313593772167593,0.842105263157895,0.848534606807875,1.92339699721285e-05
"148",0.791666666666667,0.713360906949921,0.425612340241041,0.703735216745319,0.855652302722078,0.148062287126412,0.970652729461032,0.625,0.61875,0.842105263157895,0.859306727963342,1.84183592699097e-05
"149",0.90625,0.802873948251103,0.68087555505484,0.846798242982296,0.600672708570727,0.301561360131284,0.980924274149671,0.625,0,0.947368421052632,0.881545270352116,1.17081142626203e-05
"151",0.125,0.0119799577811633,0.0181984984834229,0.00555229527619791,0.000993898801686851,0.035034592052289,0.790158772031062,0.625,0.075,0.368421052631579,0.668814368369187,0.000257488075041227
"155",0.114583333333333,0.177634057879847,0.023216617784622,2.31029961841105e-05,0.700027883799202,0.0245371743284501,0.866763156221221,0.75,0.06875,0.526315789473684,0.247645847986372,0.0022917065815602
"158",0.208333333333333,0.00545187985029662,0.087320990355452,0.00160169074721497,0.000669208034963985,0.0315638294173414,0.834921603218307,0.625,0.1375,0.526315789473684,0.725016284826204,8.47673162727206e-05
"160",0.104166666666667,0.0125298835122902,0.0052845122528112,1.43765623667149e-05,0.00121152138109353,0.0170113199095595,0.766215780163977,0.75,0.0625,0.315789473684211,0.634884474232323,0.000303820170293939
"162",0.135416666666667,0.0162104884241838,0.0199785392320175,3.35498992322686e-05,0.00207437232345968,0.0468224631572989,0.793873109562358,0.75,0.08125,0.421052631578947,0.667298278024777,0.000237225602280689
"165",0.15625,0.0171944127694695,0.0415210552240789,0.00379867067644111,0.00314890314942424,0.0819502436713386,0.821818965496937,0.75,0.0875,0.526315789473684,0.645482329494082,0.000236924767147747
"167",0.135416666666667,0.178505128037824,0.0453087442862126,0.00130916703393658,0.726203653869348,0.0460942284015906,0.891497535159019,0.625,0.08125,0.684210526315789,0.265977207697657,0.00187758257278713
"169",0.15625,0.00476246774968419,0.0290298353767427,0.00234652130948831,0.000966860512980771,0.0479747120006463,0.771401014200216,0.75,0.0875,0.421052631578947,0.750703941011827,0.000142716989082813
"172",0.125,0.217490648561468,0.0193043550959438,6.90666667031942e-05,0.810661695417264,0.0143447730365369,0.880236756631989,0.625,0.075,0.631578947368421,0.242861822855828,0.00228877820200099
"173",0.125,0.196267566398568,0.0184884169880745,0.0030357557189701,0.700756056523853,0.0243205103001772,0.874540418445914,0.625,0.075,0.578947368421053,0.271243438304467,0.00191591507374883
"174",0.739583333333333,0.677638186697307,0.474834897321654,0.622938705902869,0.841513487901662,0.200530680460562,0.970314741232915,0.625,0.55,0.842105263157895,0.839629030055398,2.09277527240182e-05
"175",0.677083333333333,0.414277087684272,0.495962184266851,0.539047323000331,0.000838873137853892,0.741980895199287,0.942146307684698,0.625,0.45,0.684210526315789,0.880370952518446,1.65661917017047e-05
"176",0.770833333333333,0.648653797120292,0.665570175770289,0.695191275050243,0.321252165348316,0.411010108944826,0.975434026346594,0.625,0,0.789473684210526,0.859719040570828,1.56475088285661e-05
"177",0.8125,0.796799236290345,0.606197195784085,0.744077139958092,0.850485445202867,0.139229319767022,0.974115047895405,0.625,0.000969675185323565,0.842105263157895,0.852285545473714,1.74415229397695e-05
"178",0.166666666666667,0.0175728967565304,0.0415825958268567,0.0209191073244276,0.00506823966753974,0.0387464064775847,0.832131728262175,0.75,0.09375,0.578947368421053,0.669745280277204,0.000201034157664415
"179",0.822916666666667,0.66708728060739,0.497418950105257,0.750911790184079,0.555314506729208,0.374534927029196,0.979489885084002,0.625,0.6375,0.789473684210526,0.875083012238302,1.51738922084164e-05
"180",0.4375,0.251627049033623,0.282707137917651,0.305021528312941,0.106730600517801,0.269644164764024,0.907069724498376,0.625,0.25,0.684210526315789,0.810823225343148,3.94182254716003e-05
"181",0.114583333333333,0.00391341445913894,0.0142658201447474,4.30616487125246e-05,0.0109819342565748,0.0129870122344758,0.731266384185448,0.75,0.06875,0.263157894736842,0.733513211922345,0.00019015740237913
"191",0.145833333333333,0.00262979186551534,0.0249443307655697,0.00154310687157717,0.000915182296212592,0.0179879995118249,0.742554248877102,0.75,0.08125,0.315789473684211,0.801280428915401,9.58104213421101e-05
"192",0.0416666666666667,0.00826901974929787,0,0,0.00217551096703539,0,0.752222831988054,0.75,0.025,0.210526315789474,0.282166415119589,0.00561582911375168
"193",0.09375,0.00362119425078833,0.0235748966700127,8.80339625598216e-05,5.37699738985369e-05,0.0561051142676849,0.746239144925113,0.75,0.05,0.315789473684211,0.628496714628492,0.000351197379412017
"194",0.104166666666667,0.000475466245791243,0.00747527976344677,3.14683638282772e-05,0.000288080984612816,1.46905623250168e-05,0.668450624277212,0.875,0.0625,0.157894736842105,0.851703746129744,0.000180216151752196
"195",0.104166666666667,0.170625367182411,0.0148686886069385,5.54940399808547e-05,0.641914027086808,0.025473384341642,0.86618963612682,0.625,0.0625,0.526315789473684,0.235498757426127,0.00232558630082904
"196",0.135416666666667,0.0479190053553358,0.0209599853451525,0.0117718373169944,0.121102614469486,0.0344349839676223,0.813570639539676,0.625,0.08125,0.473684210526316,0.64435120867874,0.000208768762587759
"197",0.104166666666667,0.000774690678411338,0.00654654206673927,2.58822212439962e-06,0.00037866539034212,0.0319900705799352,0.737460872268714,0.75,0.0625,0.315789473684211,0.672671170704285,0.000332543930298732
"198",0.135416666666667,0.00469339253825299,0.022821729416548,0.000505443176071473,0.00137657068344754,0.0457412004862636,0.812272858956453,0.75,0.08125,0.473684210526316,0.614803367932283,0.000364265777819166
"201",0.114583333333333,0.00138847213620013,0.00838749705763557,6.26035969140983e-05,0.000176619161648336,0.0224805886764179,0.72927613991535,0.75,0.06875,0.263157894736842,0.717247456854462,0.000301294369556258
"203",0.0625,0.000559628833546413,0.0284884398802918,0.000428053249515898,1.21963184719435e-06,0.00579009590920659,0.705848374005761,0.875,0.0375,0.263157894736842,0.530747642034731,0.00079677482264179
"208",0.125,0.00309879818002165,0.0254287294928138,6.94996998923593e-05,0.000676710635577713,0.0319130892739965,0.770584896283543,0.75,0.075,0.315789473684211,0.700787390616959,0.000196937765352728
"209",0.104166666666667,0.00256815664172041,0.0229947915064368,6.09643352955321e-05,0.00165121323250599,0.00600992211515693,0.75131485664353,0.625,0.0625,0.315789473684211,0.652822523315997,0.0004019146702948
"211",0.145833333333333,0.0119561920171626,0.026406414901547,5.46009638897316e-05,0.00043636323003391,0.0414552800508586,0.796700669617096,0.75,0.08125,0.421052631578947,0.67488678984166,0.000290135642310983
"218",0.104166666666667,0.00351813254159773,0.0113355100110953,2.238870447348e-05,0.00148630677589893,0.0237403089312856,0.758838922111967,0.75,0.0625,0.368421052631579,0.615978448106584,0.000521570987785545
"225",0.104166666666667,0.00785577773308911,0.00522350914740669,2.14991526549211e-05,0.00146009716758048,0.013408139468937,0.764024156148206,0.75,0.0625,0.263157894736842,0.64454781576556,0.000401655259779772
"226",0.114583333333333,0.0252005916743868,0.0100898759047504,0.00133018846674502,2.86076489329859e-05,0.0188794673158285,0.759407731569043,0.75,0.06875,0.315789473684211,0.698870009077589,0.00028127695259583
"228",0.135416666666667,0.0248246123233415,0.0512830481581264,9.28138202847598e-05,0.086652578442774,0.0291431186163027,0.798105617199479,0.625,0.08125,0.315789473684211,0.694697623927938,0.000220188603764936
"229",0.166666666666667,0.0180939152830755,0.0392495862152775,0.0102910246167057,0.00148354392269859,0.015616643094566,0.818096384350321,0.625,0.09375,0.473684210526316,0.675483563928264,0.000313645114454003
"232",0.0104166666666667,0.00097436011456654,0.00899633219461498,0.00125341352290174,6.73624279613198e-06,0.00295851722897966,0.662290877144223,0.75,0.00625,0.0526315789473684,0.127471509267871,0.0366270791947197
"236",0.09375,0.0160323132765306,0,0,0.0533297768574736,0,0.746913943722016,0.75,0.05,0.210526315789474,0.705860869980897,0.000209396518285913
"238",0.520833333333333,0.409431176510405,0.278451923291747,0.43202416428459,0.372973874297859,0.235567814802675,0.929088421017922,0.625,0.31875,0.736842105263158,0.812940114982176,2.52755660045208e-05
"241",0.09375,0.00191663039825438,0.0727542353706895,0.00124953842645168,7.84102050854654e-05,0.00389335961094996,0.748480230632803,0.75,0.05,0.263157894736842,0.622349774729809,0.000537405165167879
"243",0.145833333333333,0.0283641990843467,0.063768803950943,0.00226278022052255,0.00199286044691309,0.0471051606857738,0.788877478678478,0.75,0.08125,0.421052631578947,0.68583168979912,0.000222189945030879
"244",0.135416666666667,0.00974433919130593,0.0200375416763112,0.000813478239811258,0.00184331564803965,0.0327806036938481,0.79422287438379,0.625,0.08125,0.421052631578947,0.655255178342628,0.000399956809871186
"247",0.71875,0.509433329071184,0.507255194013838,0.692370949826141,0.000476108033957235,0.077283403662079,0.937620562874054,0.625,0.5375,0.736842105263158,0.893101742328449,9.93294352778518e-06
"248",0.6875,0.482952867003887,0.545543160825365,0.608071740785714,0.000715388134244321,0.228081251576799,0.946573129111503,0.625,0.4875,0.736842105263158,0.876854972854848,1.19965594791777e-05
"249",0.927083333333333,0.859975397691328,0.911068845115463,0.945090547358553,0.288134969619458,0.448099514300877,0.991434883682588,0.625,0.9375,0.842105263157895,0.884732215430045,9.71869526626104e-06
"250",0.489583333333333,0.324405739706359,0.4687689429161,0.331087889265142,0.0489578013606492,0.592242047322169,0.92544474304651,0.625,0.29375,0.684210526315789,0.808364151236621,3.70446475541613e-05
"251",0.9375,0.673017456114538,0.735245905186866,0.880819181157553,0.000364895811319253,0.166950833443317,0.97850065124561,0.625,0.95,0.789473684210526,0.919670031152263,4.18235926491562e-06
"252",0.572916666666667,0.353716385186567,0.446615646019545,0.442402755963696,0.000375688832377212,0.154917492929131,0.940563533543271,0.625,0.3625,0.684210526315789,0.852484204437194,2.47045117638102e-05
"253",0.15625,0.0156347545930824,0.0690446206765071,0.000127397387614673,0.002756762679581,0.0643297340901267,0.829909485103787,0.625,0.0875,0.473684210526316,0.645464611005442,0.00018378696640334
"257",0.1875,0.0083310960044835,0.0490912711256762,0.000647363507047065,0.000586638109961994,0.11660384994543,0.823352277946445,0.75,0.10625,0.526315789473684,0.703830945481598,0.00013676592648042
"263",0.145833333333333,0.146671914685834,0.0297138916701345,0.00010150172495626,0.574430697073131,0.0372938109812063,0.8737078132986,0.625,0.08125,0.578947368421053,0.426366526373643,0.000578422074169635
"264",0.9375,0.754135257287537,0.829967225012731,0.917585589797233,0.14232038533847,0.538339773572535,0.991847064448585,0.625,0.95,0.789473684210526,0.902822627459705,9.45349431911799e-06
"267",0.125,0.00777752867026251,0.0161009793409128,0.00835058865466853,0.00144972267325222,0.0252583719469445,0.782538138497448,0.75,0.075,0.368421052631579,0.666781942336868,0.00028500706513406
"270",0.114583333333333,0.000629205797664888,0.0144655659258719,1.82173056083099e-05,0.000261318597695899,0.0145820278763859,0.7149711120166,0.75,0.06875,0.315789473684211,0.72830500386479,0.000200685728663039
"276",0.125,0.00221136644964809,0.0248226831844887,0.00129787668298345,0.000954392424088491,0.0271642010659132,0.746374575748226,0.75,0.075,0.368421052631579,0.667310866781416,0.000373097997740086
"279",0.15625,0.0248724309474685,0.0344235200914139,0.000101542005489613,0.0891368348683238,0.0924520790404716,0.834435229914431,0.625,0.0875,0.526315789473684,0.609998085595516,0.00025735389611151
"280",0.145833333333333,0.0225900747202832,0.0230051808587694,0.00265082876946565,0.000728481473921337,0.0416472913128047,0.798888760654873,0.625,0.08125,0.473684210526316,0.680558469944102,0.000264466418819056
"283",0.114583333333333,0.00227938833906082,0.0107962418360688,0.00131762751666617,0.00138507349487832,0.00638714980077073,0.75845971580725,0.75,0.06875,0.315789473684211,0.669812881474658,0.000438286109768634
