"","x"
"219",139
"220",6
"221",5
"222",35758
"223",9
"225",13155
"226",2
"228",2
"229",2
"231",9
"232",8
"233",8077
"234",2
"236",6
"237",9
"238",8
"239",2
"240",969590
"241",4
"242",1067
"243",4
"244",2
"246",2
"247",581
"248",39374
"249",2
"250",536
"251",25347
"252",36112
"253",11
"254",3101
"255",1465
"256",212813
"259",216721
"260",2
"261",26552
"263",2
"264",188823
"265",2
"266",2
"268",2
"269",693
"270",2
"271",45
"272",7278
"273",849
"274",425
"275",16574
"276",4
"278",21167
"279",10
"280",223
"281",2
"283",8518
"284",2
"285",154500
"286",2
"287",13782
"288",64
"289",67965
"291",2
"292",33354
"293",2
"294",1632
"295",2
"296",141
"297",2
"298",30180
"299",52651
"300",2
"301",1121174
"302",138783
"303",5
"304",6537
"305",257
"306",435
"307",525
"308",5
"309",1427
"310",1955
"311",2
"312",1570
"313",38514
"314",1809723
"315",31034
"316",96
"317",3
"318",990
"319",2
"321",2
"322",2
"324",2
"325",88
"326",4095
"327",5134
"328",48170
"329",2
"330",224
"331",2
"332",16916
"333",432797
"334",8
"336",1061591
"337",3926
"338",2216
"339",2
"341",2
"343",2
"344",1368
"345",2
"346",37238
"347",597
"348",2
"349",11944
"350",5
"351",2
"352",83
"353",3
"354",2
"355",544
"356",80280
"357",2
"358",841
"359",2
"360",5094
"361",2
"363",5
"364",16431
"365",2
"366",3739
"367",2
"368",2
"369",2
"370",2
"371",2
"372",83023
"373",3830
"374",2
"375",2
"376",234
"377",2
"378",2
"379",8234
"380",7
"381",2
"382",2
"384",2
"385",3115
"386",6
"387",442
"388",4644
"389",18510
"390",27501
"391",53
"392",458137
"393",6452
"394",2
"396",2
"397",994354
"398",4
"399",206
"400",16
"401",13
"402",13
"403",87
"404",16
"405",2
"406",881920
"407",2
"408",654
"409",6
"410",8
"411",2
"412",2
"413",12
"414",5
"415",163
"416",2
"417",33695
"418",3
"419",2
"420",241
"421",15
"422",179941
"423",2
"424",527
"425",23047
"426",7
"428",2
"429",2
"430",846
"431",18280
"432",9
"433",17564
"434",457
"435",95328
"436",2
"437",2
"438",278
"439",36177
"440",38461
"441",282132
"442",5822
"443",2
"444",11532
"445",2
"446",20076
"447",42240
"448",2
"449",2
"450",1489
"451",4
"452",1228147
"453",2
"455",29564
"456",13
"457",726550
"458",2
"459",2604
"460",8
"461",5
"462",2580
"463",4
"464",8
"465",670
"466",394
"467",670104
"468",8
"469",36
"470",2
"471",2
"472",3
"473",137
"474",2
"475",2
"476",4
"477",2139
"478",5
"479",857
"480",4
"481",636
"482",2
"483",1061
"484",2
"485",3347
"486",5
"487",2
"488",5
"489",416
"490",2
"491",245
"492",3
"493",46670
"494",2
"495",162
"496",2
"497",6081
"499",27
"500",23372
"501",6
"502",1351
"503",1273
"504",3
"505",556968
"506",7
"507",2
"508",2
"509",17749
"510",967158
"511",2
"512",27858
"513",3
"514",2
"515",1484
"516",421599
"517",4
"518",2073
"520",2
"521",2
"522",136
"524",3
"525",349
"526",2
"527",440
"528",53
"529",4
"530",3
"532",2
"533",3
"534",45195
"535",72236
"536",162246
"537",8
"538",36522
"539",16
"540",2
"542",2
"544",40
"546",2
"548",2
"550",2
"552",2
"554",2
"556",2
"557",47040
"558",2
"560",2
"562",103400
"563",1223
"564",4
"566",12
"567",21535
"568",2
"569",12
"570",3
"571",1231
"572",437
"573",1130
"574",2
"575",160
"576",2
"577",7798
"578",3
"579",412
"580",25
"581",424
"582",2
"583",22
"584",25
"585",243
"586",3699
"587",2
"588",5513
"589",22635
"590",42844
"591",2
"592",2133
"593",2
"594",2
"595",971
"596",1272
"598",8
"599",959966
"600",4
"601",6
"602",299632
"603",4
"604",20967
"605",835
"606",148
"607",4
"608",2
"609",3809
"610",2
"611",341
"612",2957
"613",4
"614",6
"615",34390
"616",2
"617",80
"618",7
"619",4
"620",150277
"621",64
"622",135989
"623",14190
"624",2
"625",2
"626",9457
"627",9
"628",166
"629",4
"630",4
"631",271946
"632",1961
"633",6
"634",11357
"635",89
"636",24004
"637",2
"639",2
"640",288608
"641",2
"642",2
"643",2
"644",489
"645",20
"646",2
"647",1622
"648",2
"649",133
"650",10
"651",2
"652",437
"653",10
"654",6
"655",2
"656",10
"657",10382
"658",67
"659",110
"660",4042
"661",26
"662",4
"663",60682
"665",23
"666",207
"667",2
"668",49959
"669",3
"670",8
"671",48523
"672",4
"673",1191273
"674",4
"676",381276
"677",117174
"678",4
"679",2
"680",3
"681",8
"682",9660
"683",8
"684",19
"685",640045
"686",2
"687",210
"688",2
"689",11
"690",451
"691",24
"692",6
"693",92430
"694",6011
"696",2
"697",18401
"698",4936
"699",4
"700",4
"701",20
"702",776
"703",172
"704",35863
"706",4
"707",861
"708",2
"709",2
"710",1530
"711",2
"712",428
"713",736
"714",66353
"715",17675
"716",4
"717",10182
"718",798
"719",2
"720",5030
"721",8
"722",2
"723",70
"724",6
"725",4
"726",5737
"727",2
"728",2
"729",4
"730",8
"731",73
"732",8
"733",14538
"734",2
"735",2
"736",225
"737",10
"739",28
"742",4
"743",494
"744",5207
"745",571
"746",20
"747",33
"748",4
"749",2767
"750",137
"751",4
"752",4879
"753",2
"754",4
"756",2
"757",3
"758",46
"759",2
"760",27321
"761",794
"762",266
"763",2
"764",2159
"765",2217
"766",2703
"767",2
"768",2
"769",78
"770",35
"771",4
"772",16051
"773",2
"774",2
"775",4774
"776",14
"777",3
"778",96
"779",454670
"780",19
"781",3046
"782",48
"783",11477
"784",13342
"785",2
"787",2
"788",7285
"789",2
"790",2
"791",36
"792",5
"793",2
"794",507648
"795",1132
"796",2
"797",410
"798",13
"800",5
"801",37450
"802",31
"803",6
"804",2
"805",24588
"806",2
"807",2
"808",48614
"809",45227
"810",1537
"811",243
"812",179
"813",4
"814",307
"815",3
"816",3
"817",2
"818",995625
"819",25
"820",2
"821",4
"822",40
"823",648
"824",2
"825",2
"826",4
"827",338
"828",3
"829",2
"830",4
"831",2
"832",79
"834",7
"835",135
"836",4
"837",30
"838",1839856
"839",2
"840",3
"841",516321
"842",5
"843",1097074
"844",5
"845",5
"846",30
"847",3
"849",864035
"850",5925
"851",9
"852",207717
"853",6
"854",3
"855",3
"856",7
"857",2
"858",2
"859",5275
"860",4
"861",1357
"862",21883
"863",5
"864",2
"865",209
"866",2
"867",3
"868",20154
"869",2
"870",4
"871",2
"872",904160
"873",1565
"874",4130
"875",2335
"876",2
"877",3632
"878",4
"879",5
"880",5
"881",42
"882",11
"883",57
"885",3105
"886",401
"888",10
"889",6
"890",4
"891",590
"892",2
"893",589
"894",4
"895",5
"896",2
"897",6
"898",16
"899",2
"900",5218
"901",5
"902",402
"903",1440
"904",2
"905",2
"906",4
"907",18100
"908",3
"909",2
"910",3
"911",630563
"913",10
"914",2
"915",7
"916",2
"918",179228
"919",1982
"920",112766
"921",3
"922",5
"923",5
"924",5
"926",2
"927",2
"928",2
"929",13629
"930",4
"932",10407
"933",4
"934",33384
"935",7
"936",4
"937",23161
"938",16
"939",3960
"940",10
"941",2854
"942",4
"943",1169
"944",5
"945",15
"946",2
"947",76
"948",2
"949",20426
"950",236
"951",627
"952",12
"953",6708
"954",926
"955",4
"956",13
"957",847
"958",2
"960",2
"961",2
"962",2
"963",2
"964",2
"965",4
"966",28
"967",1555
"968",43345
"969",20
"970",2
"971",2
"972",726106
"973",78244
"974",5
"976",2
"977",31
"978",491
"979",2
"980",6601
"982",150
"983",2
"985",74
"986",2
"987",2
"988",2
"989",4
"991",486
"992",493
"993",2
"994",5055
"995",3
"996",24976
"997",27
"998",10
"999",364
"1000",4
"1001",78874
"1002",6
"1003",58
"1004",260
"1005",69
"1006",4
"1007",613
"1008",2
"1009",4
"1010",495348
"1011",945793
"1012",959
"1013",556
"1014",1483713
"1015",3
"1016",3926
"1017",5
"1018",4
"1019",7576
"1021",3043
"1022",4
"1023",178
"1024",2
"1025",104
"1026",36
"1027",186
"1028",2
"1029",5
"1030",2
"1031",11
"1032",2
"1033",42102
"1034",2
"1035",2
"1036",2
"1037",4
"1038",5
"1040",3
"1041",2
"1042",2
"1043",547
"1044",4
"1045",1451
"1046",310
"1047",2
"1048",11
"1049",10
"1050",3
"1051",2
"1052",1470
"1053",2
"1054",2
"1055",2
"1057",2
"1058",1119
"1059",2
"1060",3
"1061",32
"1062",11
"1063",5
"1064",6
"1065",5
"1066",3
"1067",6
"1068",14447
"1069",155
"1070",5550
"1071",3
"1072",787
"1073",6
"1074",26
"1075",2
"1076",2
"1077",4
"1078",80
"1079",2
"1080",106
"1081",18
"1082",6161
"1083",18
"1084",3
"1085",778779
"1086",2
"1087",457
"1088",2
"1089",199004
"1090",2
"1091",2
"1092",24
"1093",6
"1094",2
"1095",2
"1096",524
"1097",13
"1098",2
"1099",2
"1100",2
"1101",9
"1102",132
"1103",2
"1104",2
"1105",745
"1107",8
"1108",2
"1109",7
"1110",2
"1111",18
"1112",2
"1113",760
"1114",5
"1115",2
"1116",77
"1117",6272
"1118",1028648
"1119",37319
"1121",2
"1122",16410
"1123",16
"1124",2406
"1125",9
"1126",2
"1127",1097
"1128",10
"1130",570119
"1131",4
"1132",1744
"1133",8513
"1134",5
"1135",414
"1136",4
"1137",2
"1138",5
"1139",2
"1140",12000
"1142",2
"1143",374
"1144",7
"1145",8
"1146",789
"1147",63728
"1148",4
"1149",2417
"1150",2
"1151",31914
"1152",2
"1153",2
"1154",2
"1155",2
"1156",2
"1157",2
"1158",4
"1159",2
"1160",4057
"1161",18
"1162",3
"1163",181
"1164",2
"1165",2
"1166",2
"1167",25670
"1168",2
"1169",2
"1170",2
"1171",2
"1172",191583
"1173",68
"1174",3
"1175",1840
"1176",2
"1177",952
"1178",16
"1179",7554
"1180",6
"1181",199353
"1182",8
"1183",2
"1184",5
"1185",2
"1186",6
"1187",3
"1188",361
"1189",8
"1191",167310
"1192",5958
"1193",5
"1194",2
"1195",1038
"1196",2
"1197",121
"1198",85
"1199",2
"1200",2
"1201",447
"1202",2
"1203",1587
"1204",262976
"1205",6
"1206",2
"1207",4
"1208",13
"1210",347755
"1211",5
"1212",1273
"1213",181
"1214",2
"1215",8
"1216",9
"1217",4
"1218",3378
"1219",24
"1220",32977
"1221",9
"1222",26691
"1223",2
"1225",2
"1226",4
"1227",554
"1228",2
"1230",4
"1231",24444
"1232",2
"1233",4
"1234",2
"1235",8220
"1236",2
"1237",2
"1238",2086
"1239",2
"1240",51949
"1241",15588
"1242",53
"1243",27146
"1245",2
"1246",22
"1247",844
"1248",2
"1249",2
"1250",4
"1251",350
"1252",520
"1253",506
"1254",10
"1255",21
"1256",2
"1257",658
"1258",6
"1259",3
"1261",3
"1262",6327
"1263",16
"1264",14
"1265",819
"1266",1446
"1267",27155
"1268",2
"1269",2
"1270",16
"1271",53
"1272",2
"1273",2
"1274",3091
"1275",3
"1276",3436
"1277",3
"1278",2
"1279",5
"1280",5
"1281",117
"1282",50662
"1283",2
"1284",152786
"1285",49154
"1286",2
"1287",140
"1288",2
"1289",247
"1290",7
"1291",2
"1292",4
"1293",647581
"1294",53551
"1295",2
"1296",3
"1297",192
"1298",70184
"1299",6
"1300",7526
"1301",2
"1302",7
"1303",3
"1304",4
"1305",221
"1306",4
"1308",2
"1309",19268
"1310",10
"1311",4
"1312",88
"1313",4420
"1314",2
"1316",30
"1318",2
"1319",5688
"1320",5
"1321",7
"1322",2
"1323",410
"1324",2
"1325",2
"1326",155108
"1327",2
"1328",70
"1329",48
"1330",2
"1331",6
"1332",43300
"1333",5
"1334",104
"1335",1738
"1336",3
"1337",2
"1338",2
"1340",4
"1341",34
"1342",6
"1343",2
"1344",4
"1345",145789
"1346",1051
"1348",5
"1349",2
"1350",6
"1351",8
"1352",2
"1353",1740
"1354",2
"1355",12
"1356",2
"1358",3
"1359",1784
"1360",100
"1361",41
"1362",2
"1363",496
"1364",5
"1365",20
"1366",26
"1367",24
"1368",17924
"1369",5
"1370",549747
"1371",2
"1372",2
"1373",63
"1375",2
"1376",2
"1377",4
"1378",3
"1379",34
"1380",2
"1381",2531
"1382",3
"1383",4
"1384",2
"1385",185
"1386",3
"1387",2
"1388",4338
"1389",3
"1390",73
"1391",3
"1392",326
"1393",2
"1395",8
"1396",2
"1397",2
"1398",2
"1399",2
"1400",226
"1401",7
"1402",109896
"1404",2
"1405",2
"1406",2
"1408",2
"1409",3
"1410",6
"1412",5
"1413",2
"1414",179
"1415",11440
"1416",35
"1417",2142579
"1418",120
"1419",2240
"1420",196
"1421",5
"1422",24
"1423",6
"1424",390
"1425",282720
"1426",2
"1427",3
"1428",2
"1429",443
"1430",20
"1431",3
"1432",2348
"1433",595
"1434",1466
"1435",17
"1436",34453
"1437",3
"1438",2
"1439",4
"1440",6
"1442",2
"1443",2
"1444",2
"1446",3
"1448",4
"1449",749
"1451",2
"1452",400
"1453",2036
"1454",2102
"1456",183
"1457",2
"1458",37972
"1460",2
"1461",2
"1463",22
"1464",71748
"1465",2918
"1466",3233
"1467",4838
"1468",2
"1469",20
"1470",254
"1471",2
"1472",560
"1473",6
"1474",24579
"1475",2
"1476",2
"1477",6
"1478",3
"1479",3676
"1480",2
"1481",12
"1482",2
"1483",2
"1484",2
"1485",2
"1486",18
"1487",8
"1488",5
"1489",6
"1490",2
"1491",2
"1492",4
"1493",50
"1494",95
"1495",256
"1496",2
"1497",4
"1498",40
"1499",7
"1500",22
"1502",232
"1503",2
"1504",137
"1505",1621
"1506",62
"1507",10
"1508",7
"1509",528
"1510",4
"1511",1075
"1512",17250
"1513",156
"1514",2
"1515",360239
"1516",2
"1517",29
"1518",621164
"1519",2
"1520",4
"1521",824
"1522",45365
"1523",2
"1524",2
"1525",30
"1526",7
"1527",6
"1529",5
"1530",2
"1531",536848
"1532",24
"1533",99
"1535",9
"1536",2
"1537",38
"1538",4
"1539",1457
"1540",2
"1542",2
"1543",2
"1544",21762
"1545",580
"1546",72
"1547",2
"1548",3
"1549",2
"1550",5
"1551",983
"1552",2
"1553",2
"1554",9
"1555",2
"1556",774
"1557",8
"1558",2
"1559",3179
"1561",9
"1562",8
"1563",15
"1564",10601
"1565",6
"1566",1015662
"1567",2
"1568",9420
"1569",2
"1570",35
"1571",6138
"1572",20803
"1573",2
"1574",4
"1575",22
"1577",8
"1578",2
"1579",288
"1580",3056
"1582",22
"1583",2
"1584",65
"1585",2
"1586",9
"1587",2
"1588",2
"1589",2
"1590",13588
"1591",8
"1592",36
"1593",2
"1594",2
"1595",2
"1596",5
"1597",2
"1598",2
"1599",90
"1600",4
"1601",21
"1602",2
"1603",389
"1605",44
"1606",2
"1607",178
"1608",3133
"1609",4
"1610",5
"1611",10
"1612",7560
"1613",2
"1614",4
"1615",2
"1616",603
"1617",703
"1618",4911
"1619",201015
"1621",2
"1622",4
"1623",285432
"1624",4
"1625",2
"1626",2
"1627",88
"1628",2
"1629",2
"1630",2
"1631",7409
"1632",9
"1633",3
"1634",39787
"1635",1320
"1636",4
"1637",2
"1638",2
"1639",345
"1640",2
"1641",121
"1642",2
"1643",2
"1644",15366
"1645",2
"1646",2
"1647",4
"1648",4
"1649",2
"1650",2
"1651",745
"1652",2
"1653",2240
"1654",4
"1655",114644
"1656",2
"1657",2
"1658",4
"1659",4590
"1660",14
"1661",2
"1662",8
"1663",154404
"1664",4
"1665",2
"1666",2
"1667",200
"1668",4
"1669",2
"1670",2
"1671",2
"1672",2
"1674",8
"1675",2
"1676",2
"1677",617
"1678",72
"1679",3
"1680",3
"1682",2
"1683",2
"1684",2777
"1685",9
"1686",2
"1687",2
"1688",13743
"1689",4
"1690",48
"1691",7
"1692",2
"1693",4
"1694",2
"1695",2
"1696",462
"1697",7
"1699",2
"1700",4
"1701",83
"1702",113
"1703",2
"1704",51
"1705",64
"1706",2
"1707",877
"1708",134
"1709",2
"1710",2
"1711",49
"1712",2
"1713",4
"1714",2
"1715",17840
"1716",4
"1717",3
"1718",2123
"1719",2
"1720",2
"1721",2
"1722",13628
"1723",2
"1724",19239
"1725",28
"1726",13
"1727",4
"1728",3
"1729",23
"1730",2
"1731",4
"1732",18037
"1733",14
"1734",2
"1735",2
"1736",6
"1737",4
"1738",34
"1739",7
"1740",2207
"1741",2
"1742",2
"1744",3
"1746",2
"1748",2
"1749",4396
"1750",4
"1752",2
"1753",2
"1754",2
"1755",18
"1756",830
"1757",2
"1758",842
"1759",4
"1760",2
"1761",2
"1762",5
"1763",10
"1764",3
"1765",2
"1766",2
"1768",2
"1769",290
"1770",10
"1771",5
"1772",2
"1773",416
"1774",9
"1775",87
"1776",4254
"1777",2
"1778",4
"1779",2
"1780",2
"1781",6
"1782",37890
"1783",4
"1785",1267
"1786",12
"1787",2
"1788",2
"1789",8905
"1790",16
"1791",4
"1792",9
"1793",3
"1794",16
"1795",89
"1796",905914
"1797",24
"1798",5
"1799",4
"1800",2
"1801",1967
"1802",2
"1803",6226
"1804",5
"1805",9753
"1806",4
"1807",5031
"1808",1061
"1809",2
"1810",2
"1811",3
"1812",2
"1813",2
"1814",2
"1815",689
"1816",3
"1817",4
"1818",28223
"1819",4
"1820",2
"1821",715
"1822",2
"1823",2
"1824",4
"1825",115592
"1826",2
"1827",3
"1828",2
"1829",2
"1830",2
"1831",20
"1832",147
"1833",107
"1834",4
"1835",2
"1836",2142
"1837",40622
"1838",5
"1839",6
"1840",2
"1841",2
"1842",2
"1843",640
"1844",840352
"1845",319
"1846",5
"1847",18
"1848",860
"1849",53433
"1850",2
"1851",5
"1852",4
"1853",3405
"1854",2
"1855",12
"1856",4
"1857",2
"1858",1061
"1859",2
"1860",6175
"1861",4
"1862",5
"1863",2
"1864",2
"1865",2
"1866",78
"1867",14
"1868",2
"1869",5
"1870",4
"1871",1284
"1872",2
"1873",5
"1874",3
"1875",2
"1877",19544
"1878",5
"1881",1786
"1882",2402
"1884",2
"1886",2
"1887",4
"1888",6543
"1890",5
"1891",206
"1892",7
"1893",41805
"1894",2
"1895",2
"1896",5
"1897",2
"1898",2
"1899",14
"1900",3
"1901",4
"1902",2
"1904",17
"1905",8
"1906",3
"1908",15
"1909",5
"1911",2
"1912",78
"1914",3
"1915",10
"1916",1354
"1917",2
"1918",3
"1919",2
"1920",2
"1921",107
"1922",12
"1923",7
"1924",2
"1926",4
"1927",2935
"1928",4
"1929",2
"1930",2
"1931",2
"1932",2
"1933",2
"1934",2
"1935",2
"1936",2
"1938",2
"1939",4514
"1940",13
"1941",288
"1942",2
"1944",9
"1945",5
"1947",4
"1948",2
"1949",688
"1950",2
"1951",6
"1952",2
"1953",2
"1954",4
"1955",54932
"1956",2
"1957",4
"1958",15
"1960",2
"1962",8791
"1963",19
"1964",2
"1965",2
"1966",4
"1967",2
"1968",513
"1969",553
"1971",2
"1972",2
"1973",6614
"1974",2
"1975",3
"1976",3
"1978",147
"1979",2
"1980",304
"1981",8
"1982",4
"1983",1034
"1985",1993
"1986",43
"1987",6
"1988",2
"1989",39
"1990",2
"1991",4
"1992",542760
"1993",806
"1994",4
"1995",13
"1996",28
"1997",6
"1998",9
"1999",3
"2000",4
"2001",2
"2002",28
"2003",2
"2005",2
"2006",209
"2007",272
"2008",22843
"2009",2
"2010",2
"2011",2
"2012",9
"2013",2
"2014",67
"2015",16
"2016",17
"2017",95
"2018",8
"2019",14
"2020",2
"2021",2
"2022",2
"2023",15
"2024",2
"2025",2
"2026",2
"2027",2
"2028",4
"2029",41
"2030",48
"2031",2
"2032",64
"2034",12
"2036",6
"2037",731
"2038",3
"2039",2
"2042",3
"2043",2
"2044",2
"2045",1342
"2046",12
"2047",3
"2048",279
"2049",2
"2050",3
"2051",86
"2052",8
"2053",4
"2055",2
"2056",2
"2058",2
"2059",2
"2060",4
"2061",12
"2062",57
"2063",32
"2064",4
"2065",15
"2066",2
"2067",4
"2068",2
"2069",1499
"2070",5
"2071",4
"2072",2
"2074",5
"2075",3
"2076",2
"2077",4
"2078",2
"2079",2
"2081",2
"2082",4
"2083",43425
"2084",3
"2085",815
"2086",275
"2089",1759
"2090",5
"2091",2
"2092",34
"2093",2
"2094",185
"2095",14
"2096",25
"2097",13
"2098",2
"2099",2
"2100",3
"2101",4
"2102",378
"2103",2
"2104",2
"2105",36907
"2106",83
"2107",2
"2108",2
"2109",2
"2110",2
"2111",5
"2112",4
"2113",2
"2114",3
"2115",2
"2117",2
"2118",2
"2119",6
"2120",3
"2121",2
"2122",4
"2123",4
"2124",45
"2125",23
"2127",4
"2128",2
"2129",3
"2130",4
"2131",2
"2132",3455
"2133",4
"2134",2
"2135",52
"2136",2
"2137",2
"2138",33
"2139",2
"2140",10
"2141",2
"2143",7
"2144",2
"2145",3
"2146",253
"2147",10
"2148",4
"2149",2
"2150",4
"2151",2
"2152",20
"2153",4
"2154",3
"2155",3
"2156",47
"2157",8
"2158",2
"2160",12
"2161",8
"2162",3
"2163",76
"2164",2
"2167",4
"2168",2406
"2169",2
"2170",2
"2171",15
"2172",2
"2173",40892
"2175",5
"2177",5
"2178",1003
"2179",2
"2180",2
"2181",493
"2182",21
"2183",3
"2184",23
"2185",2
"2186",3
"2187",2
"2188",8
"2189",3
"2190",3
"2191",7170
"2192",6
"2193",349
"2194",3
"2196",2
"2197",2
"2198",14
"2199",2
"2200",2
"2201",227
"2202",16
"2203",2
"2204",46
"2205",55468
"2207",4
"2208",282
"2209",695
"2210",2074
"2211",8
"2212",10
"2213",2
"2214",2
"2215",2
"2216",3
"2217",268
"2218",2
"2219",2
"2220",2
"2221",2
"2222",8
"2223",5
"2224",6629
"2225",2
"2226",14
"2227",2
"2228",217
"2229",2
"2230",14
"2231",15
"2232",2
"2233",6
"2234",4
"2235",426
"2236",2
"2237",91
"2238",2
"2239",2
"2240",2
"2241",2
"2242",2
"2243",3
"2244",65415
"2245",3
"2246",14
"2247",74
"2248",3
"2249",2
"2250",2
"2251",7
"2252",228
"2253",113099
"2254",38
"2255",6
"2256",2
"2257",2
"2258",2
"2259",4
"2260",637
"2261",2
"2262",2
"2263",44
"2264",2
"2265",3
"2266",3538
"2267",3
"2268",4
"2269",13
"2270",5
"2271",2
"2272",8
"2273",2
"2274",138
"2275",2
"2277",2
"2278",2
"2279",12
"2280",2
"2281",2
"2283",2
"2284",4
"2285",29
"2286",30283
"2287",2
"2288",4
"2289",5
"2290",741
"2291",3
"2293",2
"2294",2
"2295",2
"2296",3642
"2297",5
"2298",2
"2299",661
"2300",4
"2301",8
"2302",4
"2303",2
"2304",2
"2305",2
"2306",15
"2307",460
"2308",2
"2309",2
"2310",770
"2311",2
"2312",267
"2313",4
"2314",5
"2315",9622
"2317",2
"2318",38
"2319",243
"2320",8
"2321",2
"2322",50
"2323",2
"2324",2
"2325",2
"2326",2
"2327",2
"2328",2
"2329",2
"2330",3
"2331",4
"2332",2
"2333",8
"2334",1765
"2335",2
"2336",4
"2337",2
"2338",8
"2339",21
"2340",8
"2341",2
"2342",2
"2344",8
"2345",5
"2346",44
"2347",24
"2348",315
"2349",6
"2350",2
"2351",122
"2352",508
"2353",11703
"2354",2
"2355",2
"2356",7
"2357",5
"2358",77
"2359",2
"2360",2
"2361",5
"2362",8
"2363",7
"2364",2
"2365",364
"2366",2
"2367",369
"2368",2
"2369",2
"2370",2
"2371",2125
"2372",7353
"2373",177652
"2374",1074
"2375",2
"2377",2
"2378",2
"2379",197
"2380",2
"2381",2
"2383",14
"2384",57
"2385",2
"2387",3
"2388",2
"2389",10
"2391",2
"2392",2
"2393",2
"2394",16
"2395",5
"2396",2
"2397",3
"2398",2
"2399",2
"2400",1517
"2401",6
"2403",4
"2404",5
"2405",2
"2406",2
"2407",2
"2408",23
"2410",3
"2411",163
"2412",2
"2413",2
"2414",18
"2415",5
"2418",295
"2419",154
"2420",4
"2421",10794
"2422",2
"2423",5
"2424",9635
"2425",4
"2426",2
"2427",553
"2428",2
"2429",2
"2430",4
"2431",2
"2432",2
"2433",2
"2435",2
"2436",1640
"2437",2
"2438",42
"2439",2
"2440",2
"2441",2
"2442",2
"2443",837
"2445",2
"2446",3
"2447",2
"2448",2
"2449",2
"2450",3
"2451",93
"2452",15
"2453",2
"2454",2
"2455",2
"2456",2
"2457",2
"2458",2
"2459",16
"2460",15416
"2461",2
"2462",26
"2463",8
"2464",17
"2465",2
"2466",2
"2467",2
"2468",4
"2470",26
"2472",11
"2473",5
"2474",2
"2475",9
"2476",2
"2477",2
"2478",2
"2479",122
"2480",889
"2481",3
"2482",2
"2483",2
"2484",2
"2486",2
"2487",4
"2488",2
"2489",3
"2490",7
"2491",3
"2492",2
"2494",36
"2495",2
"2497",2
"2498",2
"2499",2
"2500",10
"2502",2
"2503",229
"2504",2
"2505",2
"2507",128
"2508",4
"2509",28
"2510",2
"2511",424
"2512",131281
"2513",3
"2514",2
"2515",54
"2516",4
"2517",12
"2518",4
"2519",8
"2520",5
"2521",3
"2522",2
"2523",4
"2524",3
"2525",2
"2526",20
"2527",77
"2528",233
"2529",2
"2530",4
"2531",2
"2532",2
"2533",2
"2534",2
"2535",59
"2536",4
"2537",6
"2538",4
"2539",49
"2540",21
"2541",2
"2542",4
"2543",12
"2544",9
"2545",2
"2546",2
"2548",24
"2549",3
"2550",2
"2551",2
"2552",85
"2553",621
"2554",2
"2555",2
"2556",1597
"2557",12248
"2558",4
"2559",3
"2560",1401
"2561",58
"2562",8
"2563",5
"2564",2
"2565",20
"2566",2
"2567",40
"2568",2
"2569",2
"2570",3
"2571",8
"2572",7816
"2573",2
"2574",244
"2575",2
"2576",2
"2577",2
"2578",2
"2579",3
"2581",4
"2582",20
"2583",4
"2584",4
"2585",10
"2586",2
"2587",101
"2588",32
"2589",2
"2590",1415
"2591",2
"2592",3
"2593",6
"2594",2
"2595",537
"2596",228
"2599",6
"2600",3
"2601",3
"2602",8
