"","degree","eigenvector","closeness","pagerank","betweenness","hubscore","authorities","radiality","clusterrank","densitymnc","lobby","leverage","subgraph","topologicalcoeff","eccentricity","geodkpath","stress","informationcent","localbridge"
"10005",10,0.00925435133433665,2474.03095238095,5.49948509997245e-05,0,0.00591573769164397,1.34467910788717e-15,22.4547126436782,0,9,6,0.256950416733025,1.09529720785953+0i,0.103571428571429,8,761,0,1.01875537292666,0.0463674578574158
"10006",2,0.00148897967004147,2153.97976190476,6.45113294668492e-05,0,6.0134484374169e-16,0.000199260090074334,21.8235402298851,0,1,2,-0.67948717948718,0+0i,0.5,8,176,52857,1.73285349643633,2.61904761904762
"10007",10,0.00487396238366352,2439.14523809524,5.49948509997245e-05,0,0.00250715053171104,1.34467910788717e-15,22.3885977011494,0,9,5,0.306525995978329,11.1092502794282+0i,0.1,8,652,0,1.25329657911859,0.0329337610445157
"10008",10,0.00321404904506187,2358.96547619048,5.96694133347011e-05,4521.75331209281,0.000304050274699157,5.99653219354086e-05,22.239724137931,0,9,5,0.335595776772247,0.428468357054119+0i,0.1,8,467,116391,1.76237992249652,0.0360747262185957
"10009",1,0.000285370713649279,1980.07658730159,5.96694133347011e-05,0,3.00672421870845e-16,5.99653219342024e-05,21.3886896551724,0,0,1,-0.818181818181818,0+0i,1,9,66,0,1.00497573323994,10
"1001",7,0.00963541174065947,2582.44761904762,0.00011373629539313,0,2.10572261173351e-15,0.000809640301981279,22.6383448275862,0,6,7,-0.340328385065227,0+0i,0.144329896907216,7,1096,0,1.35390128185097,0.28377428116523
"10010",1,0.00135864231047734,2035.74801587302,6.36333427547296e-05,0,3.00672421870845e-16,2.80254478839006e-05,21.5386666666667,0,0,1,-0.833333333333333,0+0i,1,9,77,0,0.636047947160608,11
"10011",2,0.00212602305442114,2169.18333333333,6.36333427547296e-05,32609.6783058388,0.000303272122776373,2.80254478840354e-05,21.8605977011494,0,1,2,-0.703296703296703,-0.044251784728521+0i,0.5,8,177,0,1.25356741530288,2.8695652173913
"10012",2,0.00666397583594082,2266.18928571429,6.3633342754726e-05,651.553434215909,0.000166689276475541,2.80254478840354e-05,22.0648275862069,0,1,2,-0.750915750915751,0.000195566021544488+0i,0.5,8,335,154428,1.92814965437114,3.48333333333333
"10013",2,0.00105708803694872,2099.19761904762,0.000123488175753056,0,6.0134484374169e-16,6.69931767592079e-05,21.6971034482759,0,1,2,-0.457142857142857,0+0i,0.5,8,126,0,0.636047947160608,1.2
"10014",2,0.00180868994047013,2198.46428571429,6.73592992375132e-05,0,6.0134484374169e-16,0.000232037248971399,21.9227586206897,0,1,2,-0.723809523809524,0+0i,0.5,8,219,119043,1.84246785699052,3.12
"10015",1,0.00038068354247901,2035.09285714286,6.12954059318707e-05,0,3.00672421870845e-16,7.19254187905109e-05,21.5385747126437,0,0,1,-0.833333333333333,0+0i,1,8,91,0,0.636047947160609,11
"10016",2,0.000381993055811752,2035.75952380952,6.12954059318707e-05,4352,6.11139059099622e-16,7.19254187906453e-05,21.5387586206897,0,1,2,-0.179487179487179,0+0i,0.5,8,91,255,1.52469029189824,0.458333333333333
"10017",1,0.000475248386743383,2055.93928571429,6.77625019774744e-05,0,3.00672421870845e-16,6.53491648321474e-05,21.5894252873563,0,0,1,-0.833333333333333,0+0i,1,8,104,0,1.40390619957267,11
"10018",2,0.0015152865355565,2209.23809523809,6.90049466807006e-05,0,6.0134484374169e-16,0.000244029518864518,21.9509885057471,0,1,2,-0.703296703296703,0+0i,0.5,8,229,0,1.23897463988337,2.8695652173913
"10019",12,0.0176060107094141,2675.22857142857,6.75720235244089e-05,7930.15719927036,0.00481763284669593,9.79457611841777e-05,22.7770114942529,0,11,9,0.0551449537006574,0.104274701380476+0i,0.0845323741007194,7,1541,16138,1.46670729391802,0.0589054166306188
"1002",1,0.00211821562069962,2232.15714285714,6.93257280000566e-05,0,3.00672421870845e-16,8.96575500627961e-05,21.999632183908,0,0,1,-0.916666666666667,0+0i,1,7,260,0,1.52322465663247,23
"10020",12,0.0766642080942451,2704.49523809524,0.000117024372137915,47586.332065218,0.0917403210417742,0.00392690698726838,22.8202298850575,0.866666666666667,11,10,0.0906251053341846,0.241684669187576+0i,0.0861872146118721,7,1708,0,1.61066862474368,0.0445538384845464
"10021",11,0.0362663112227235,2606.55952380952,6.04796560357086e-05,21086.0803017549,0.0673736479188924,0.00391037779877407,22.672367816092,0,10,6,0.256850068170823,0.0195324970052273+0i,0.0917280917280917,7,1205,0,0.657212530046779,0.0262175533381454
"10022",15,0.0172542282068612,2643.23333333333,9.33691816288621e-05,75566.7887440658,0.000825374898599944,0.00156462485340983,22.7252413793103,0,14,10,0.242331351514655,0.0448117421997504+0i,0.06875,8,1356,0,0.657212530046775,0.0362054778417774
"10023",2,0.00201424332650826,2199.64642857143,6.55487240410041e-05,0,6.0134484374169e-16,0.000903325133125851,21.9301149425287,0,1,2,-0.692307692307692,0+0i,0.5,8,224,121910,1.85399701324872,2.75
"10024",2,0.000547945554975998,2060.6253968254,6.01069720158054e-05,4352,6.11139059099622e-16,3.71893313495411e-05,21.6005517241379,0,1,2,-0.179487179487179,0+0i,0.5,9,110,0,0.65721253004678,0.458333333333333
"10025",11,0.00562556954313943,2419.01428571429,6.01069720158054e-05,24044.1060856184,0.00117125816623747,3.71893313507461e-05,22.352,0,10,5,0.380063414846024,0.0156768211799786+0i,0.0925619834710744,7,616,87666,1.92167478207275,0.0231660231660232
"10026",8,0.00591420806413434,2437.67857142857,6.01042119517482e-05,881.880459093793,0.00146764340894792,0.000144227552057109,22.3883218390805,0,7,5,0.118793106207294,0.0193978878458522+0i,0.125,7,676,0,1.83057763792912,0.0755198116908592
"10027",1,0.000604657597260407,2040.52619047619,6.01042119517482e-05,0,3.00672421870845e-16,0.00014422755205617,21.552183908046,0,0,1,-0.833333333333333,0+0i,1,8,90,48972,1.83715048212424,11
"10028",1,0.000514406065646591,2028.54285714286,6.05867782483877e-05,0,3.00672421870845e-16,0.000128611717170067,21.5204597701149,0,0,1,-0.846153846153846,0+0i,1,8,82,0,1.24943275660402,12
"10029",4,0.00353254915796769,2318.92619047619,6.01042119517482e-05,413.676714380391,0.00124219874806729,6.95750454329843e-05,22.1690114942529,0,3,4,-0.38961038961039,0.0155112908702625+0i,0.270833333333333,8,416,120397,1.87913132193895,0.54435819240366
"1003",22,0.0415266894604919,2878.82857142857,0.000157021420961148,151509.500942563,0.0272566805385212,0.00187690053931258,23.048367816092,0,21,12,0.288760642376164,0.0460196372605148+0i,0.0462870462870463,7,2676,0,0.647619712008352,0.0166224964734296
"10030",11,0.0131930850057226,2654.16666666667,6.19491956302227e-05,50312.3044716161,0.00343040165333406,0.000191975807776985,22.7471264367816,0,10,9,0.00813243161169206,0.0571385941392857+0i,0.0915977961432507,7,1410,166900,1.87337619140813,0.0489901100753463
"10031",1,0.0029619397118817,2160.98214285714,6.66346373818293e-05,0,3.00672421870845e-16,3.01323909603285e-05,21.8459770114943,0,0,1,-0.875,0+0i,1,8,146,28198,1.82013492223271,15
"10032",1,0.0029619397118817,2160.98214285714,6.66346373818293e-05,0,3.00672421870845e-16,3.01323909603285e-05,21.8459770114943,0,0,1,-0.875,0+0i,1,8,146,0,1.26557168919526,15
"10033",11,0.180319258925977,2840.73095238095,6.66346373817468e-05,20754.6702399501,0.463240239725178,3.01323909616664e-05,23.0019310344828,0,10,11,-0.425816797193497,0.142615888412631+0i,0.111515151515152,7,2370,0,1.40532472117524,0.177614012372282
"10034",1,0.0029619397118817,2160.98214285714,6.66346373818293e-05,0,3.00672421870845e-16,3.01323909603285e-05,21.8459770114943,0,0,1,-0.875,0+0i,1,8,146,0,0.645905726638439,15
"10035",2,0.00171482107638069,2117.20833333333,6.00667511331741e-05,2,0.00365236592140983,0.000106609454748272,21.7397701149425,0,1,2,-0.596153846153846,0+0i,0.5,8,134,0,1.25015944023192,1.94117647058824
"10036",6,0.00571822456405403,2425.71904761905,6.00667511331741e-05,10,0.0055593822060895,0.000106609454748809,22.3699310344828,0,5,6,-0.16468747970296,0+0i,0.166666666666667,8,630,0,0.668316967340867,0.172873086803532
"10037",2,0.00257605606564679,2268.3880952381,6.06229865800242e-05,674.042698353418,0.00125798325538606,0.00016561159758263,22.0708045977011,0,1,2,-0.770186335403727,0.0045809492921838+0i,0.5,8,310,34809,1.99394413099096,3.81818181818182
"10038",11,0.0173775741829271,2544.18095238095,6.10963782595926e-05,16309.523529255,0.0293526854613507,9.00797230115371e-05,22.567632183908,0,10,7,0.227984398007281,-0.0990962270471214+0i,0.0909090909090909,7,973,134281,1.79788632220922,0.0321454749552799
"10039",12,0.0221438865698749,2676.17857142857,6.67243144334771e-05,22227.7695572716,0.00371445165315696,0.000137849185709853,22.7800459770115,0,11,9,0.0868857451616072,0.119486668321636+0i,0.084,7,1576,103736,1.87078655915966,0.0391771035534165
"1004",7,0.019794248566828,2597.5380952381,0.000120841059677253,0,2.10572261173351e-15,0.00821731386258234,22.6587586206897,0,6,7,-0.403285181002572,0+0i,0.145408163265306,7,1211,226853,1.87045629618844,0.329311036673211
"10040",2,0.0126202931575952,2404.47619047619,0.000108014297262323,0,6.0134484374169e-16,0.000345058479820138,22.3407816091954,0,1,2,-0.8,0+0i,0.5,7,531,0,0.687277948488697,4.4
"10041",12,0.0178119960283667,2598.43333333333,0.000117864199952911,41960.4809011288,0.00746713089966545,0.00138876851496796,22.6599540229885,0,11,9,0.163785801626881,0.11000092822697+0i,0.0848214285714286,7,1145,64651,1.90075227506876,0.0305198699442591
"10042",2,0.00186367461726202,2248.07619047619,6.02242038264334e-05,23729.0251277572,6.11139059099622e-16,5.43093861235195e-05,22.031724137931,0,1,2,-0.692307692307692,-0.0132526333234237+0i,0.5,8,278,0,0.649024708220797,2.75
"10043",27,0.0515796528997993,2865.03095238095,6.02242038264322e-05,42834.1599237807,0.0102497823252296,5.43093861268723e-05,23.0269425287356,0,27,12,0.468029318804459,0.315692931617897+0i,0.038554948391014,7,2622,85315,1.94899724208909,0.00992021093083861
"10044",2,0.0159958962849519,2344.63214285714,6.02242038264322e-05,783.494154598827,0.000458014822903466,5.43093861235195e-05,22.2234482758621,0,1,2,-0.735042735042735,0.00823922948327811+0i,0.5,8,506,147169,1.91936558684061,3.25925925925926
"10045",13,0.0132753366027247,2616.97619047619,7.37233101286161e-05,89225.1897037426,0.00521058403968579,0.000510015255821323,22.6868045977011,0,12,9,0.150809648441227,0.0501291346365191+0i,0.0821382007822686,7,1267,0,1.24679622501789,0.0485226158801288
"10046",1,0.000864185923067817,2062.65238095238,6.02508391119884e-05,0,3.00672421870845e-16,0.000404672911608607,21.608,0,0,1,-0.833333333333333,0+0i,1,8,110,183837,1.79878313063223,11
"10047",12,0.0195733439455594,2613.76666666667,6.58026267042106e-05,51009.444240208,0.00178592939000085,0.000168684277195129,22.6828505747126,0,11,8,0.211147475712693,0.160786937651342+0i,0.0841121495327103,7,1263,0,1.61715423553505,0.0257320524717937
"10048",1,0.000624822733553578,2033.73095238095,6.02508391119871e-05,0,3.00672421870845e-16,9.62040674157674e-05,21.5352643678161,0,0,1,-0.833333333333333,0+0i,1,8,86,0,1.33571802445098,11
"10049",1,0.000624822733553578,2033.73095238095,6.02508391119871e-05,0,3.00672421870845e-16,9.62040674157674e-05,21.5352643678161,0,0,1,-0.833333333333333,0+0i,1,8,86,2609,1.00921232089064,11
"1005",10,0.0158805759211127,2608.08333333333,0.000150307725692891,0,3.00744813395098e-15,0.00380392586881895,22.672367816092,0,9,9,-0.0716811368985282,0+0i,0.101769911504425,7,1241,0,0.641093741666705,0.0972191673212883
"10050",1,0.00145205515295835,1995.75515873016,6.52132238838359e-05,0,3.00672421870845e-16,1.33895658567353e-05,21.4325517241379,0,0,1,-0.714285714285714,0+0i,1,9,47,0,1.39696377785904,6
"10051",12,0.101292370450236,2804.25476190476,7.0897650181505e-05,13785.2715912491,0.221168085654887,0.000131547308355805,22.9553103448276,0,11,10,-0.180641151586697,-0.00935068548165675+0i,0.0940972222222222,7,2204,0,1.85161644429805,0.0915252112363857
"10052",1,0.00145205515295835,1995.75515873016,6.52132238838359e-05,0,3.00672421870845e-16,1.33895658567353e-05,21.4325517241379,0,0,1,-0.714285714285714,0+0i,1,9,47,18233,1.84229259405053,6
"10053",1,0.000750378061953861,2086.80238095238,6.65231954143572e-05,0,3.00672421870845e-16,1.72383513050016e-05,21.6704367816092,0,0,1,-0.866666666666667,0+0i,1,8,123,0,1.39474533131394,14
"10054",13,0.0320265403825341,2717.93571428571,8.70784888998998e-05,58041.1466016682,0.00803654503760238,0.000185553441993622,22.839632183908,0,12,10,0.0561702277515742,0.124762349220037+0i,0.077457264957265,7,1812,0,1.01574828449205,0.0652170359756131
"10055",2,0.0028674708935075,2267.6119047619,6.65231954143529e-05,1047.21377160403,0.000452624541319461,1.7238351305136e-05,22.0709885057471,0,1,2,-0.784090909090909,0.0175355033800811+0i,0.5,7,309,0,0.46197887979616,4.11764705882353
"10056",2,0.00523907084475863,2244.73809523809,6.65231954143529e-05,9174.43243114641,0.000691085487166383,1.7238351305136e-05,22.0248275862069,0,1,2,-0.732142857142857,0.0513313330870662+0i,0.5,7,275,0,1.68652526178675,3.23076923076923
"10057",8,0.00629941753657542,2480.88333333333,7.80072509773379e-05,64243.7426347625,0.00193219007830156,0.000340142876813208,22.4687816091954,0,7,7,-0.0112630059998481,0.0832599004776478+0i,0.132692307692308,7,750,84498,1.94651265523823,0.0733892489515822
"10058",1,0.000750378061953861,2086.80238095238,6.65231954143572e-05,0,3.00672421870845e-16,1.72383513050016e-05,21.6704367816092,0,0,1,-0.866666666666667,0+0i,1,8,123,0,0.648640828693955,14
"10059",5,0.00263458438603916,2266.60595238095,6.1211912827269e-05,25917.5513235183,0.000125360383649795,8.76038159402705e-06,22.063908045977,0,4,4,-0.055952380952381,0.166171871750247+0i,0.2,8,325,350,1.2355343836555,0.178917735376916
"1006",9,0.0197693886522654,2596.74047619048,0.000185575212094712,0,2.71522346566186e-15,0.00335669281225526,22.6542528735632,0,8,8,-0.112469714193852,0+0i,0.114285714285714,7,1219,9136,1.84405346990608,0.113621757795429
"10060",11,0.0129204903958906,2658,6.12119128272693e-05,22933.0880696776,0.00548030600402539,8.76038159483181e-06,22.7495172413793,0,10,11,-0.0800757999223472,0.336484757946637+0i,0.0915492957746479,7,1444,0,1.02530396204569,0.0889539016579427
"10061",1,0.000660326631951361,2074.39404761905,6.12119128272693e-05,0,3.00672421870845e-16,8.76038159348864e-06,21.6334712643678,0,0,1,-0.857142857142857,0+0i,1,8,128,162156,1.943221079191,13
"10062",1,0.00125597572416916,2154.4130952381,6.07360379478964e-05,0,3.00672421870845e-16,0.000197380168260763,21.8333793103448,0,0,1,-0.846153846153846,0+0i,1,8,171,0,1.004394986049,12
"10063",12,0.0131064075640445,2570.35714285714,0.000114277667150731,54188.2567084648,0.00224278072116152,0.00172326208564516,22.6132413793103,0,11,8,0.233258368040977,0.0918906562433989+0i,0.0860215053763441,7,1082,133696,1.92957038230967,0.0248989490703314
"10064",1,0.00281732405337843,2158.94523809524,6.01893258092104e-05,0,3.00672421870845e-16,0.00171600850822745,21.8375172413793,0,0,1,-0.833333333333333,0+0i,1,8,175,0,0.993950544539616,11
"10065",11,0.023687516600853,2656.65952380952,6.01893258092104e-05,3064.92052101511,0.0252078408491173,0.00171600850822879,22.7460229885057,0,10,8,0.0128499559567432,-0.0104479734080844+0i,0.0909090909090909,7,1447,586979,2.02262910326635,0.0684253449191274
"10066",12,0.0190580736481452,2599.98571428571,6.68874464280514e-05,90235.4172490741,0.00409518044819916,0.000135381213911056,22.6583908045977,0,11,7,0.239845153575131,-0.092124131415055+0i,0.0833333333333333,7,1213,0,1.01759058739257,0.0234741417047089
"10067",2,0.00260237435355717,2276.2119047619,6.12716463723005e-05,1106.92736960745,0.0010178624396096,9.0421082069144e-05,22.087908045977,0,1,2,-0.761904761904762,0.00529874977219708+0i,0.5,8,324,41717,1.83760212952397,3.67741935483871
"10068",11,0.00960405589902649,2577,6.02905931107592e-05,54804.6172016718,0.00285499398699644,5.74170043126947e-05,22.6234482758621,0.722222222222222,10,9,0.0952399050225137,0.0582692175982129+0i,0.0926406926406926,7,1083,0,1.24349706508776,0.0541165936145398
"10069",11,0.00769591209564635,2511.0880952381,6.02905931107509e-05,35731.1330917691,0.00464227649806066,5.74170043126947e-05,22.5180689655172,0,10,7,0.291280941280941,0.130209045897174+0i,0.0909090909090909,7,841,0,1.79932430057444,0.0267254038179148
"1007",2,0.00816185223051586,2347.86428571429,7.53108035704162e-05,0,6.0134484374169e-16,0.00117019664848536,22.2285977011494,0,1,2,-0.76140350877193,0+0i,0.5,8,473,0,1.59608341763429,3.68333333333333
"10070",11,5.29578062255335e-05,1777.62103174603,0.000107952272110089,43530,3.79459602591972e-15,1.48403186196401e-15,20.7588965517241,0,10,2,0.820512820512821,0+0i,0.0909090909090909,9,25,116068,1.85990883020439,0.00865800865800866
"10071",2,0.000851758904925947,2091.20952380952,6.07648328516817e-05,75.0532106782107,2.83440060634515e-05,0.000153830221982392,21.6790804597701,0,1,2,-0.433333333333333,0+0i,0.5,8,121,0,1.79608586281268,1.15384615384615
"10072",8,0.00882760653376003,2525.48809523809,7.09600342522577e-05,10819.5618480469,0.00318083445450882,0.000209959633785728,22.5445517241379,0,7,7,-0.0875029648713859,-0.0073934662872442+0i,0.129411764705882,7,889,0,1.01518836215505,0.077039224546354
"10073",12,0.00957523074555574,2550.33571428571,7.13533828240473e-05,81145.4688457191,0.00390680186917552,0.000197041065457541,22.5816091954023,0,11,8,0.290627701369389,0.039979623247049+0i,0.0833333333333333,7,978,14684,1.41461824866211,0.020197780867193
"10074",8,0.00488528163183445,2396.1380952381,6.04703478534539e-05,9360.43983017887,0.00223790432133853,1.405197361638e-05,22.3147586206897,0,7,5,0.261129364720023,0.0521581541093545+0i,0.125,7,554,0,1.00735289171448,0.0387354253071445
"10075",11,0.0277893319153281,2650.83095238095,6.04703478534542e-05,13396.8071196323,0.00296949107757771,1.40519736167833e-05,22.7422528735632,1.62222222222222,10,9,0.0785600421084292,0.525858735568981+0i,0.0956521739130435,7,1469,304120,2.01936862999116,0.039235036552299
"10076",1,0.000693538568480485,2069.46547619048,6.04703478534542e-05,0,3.00672421870845e-16,1.40519736154416e-05,21.6254712643678,0,0,1,-0.833333333333333,0+0i,1,8,118,52735,1.85018741317369,11
"10077",1,0.000693538568480485,2069.46547619048,6.04703478534542e-05,0,3.00672421870845e-16,1.40519736154416e-05,21.6254712643678,0,0,1,-0.833333333333333,0+0i,1,8,118,0,0.637370412174497,11
"10078",11,0.00998598073620845,2572.47142857143,6.04703478534539e-05,4038.68835395762,0.00288978348305531,1.40519736167833e-05,22.6171954022989,1.08888888888889,10,9,0.122620857403466,0.1934937629521+0i,0.0947775628626693,7,1082,0,0.642500091932619,0.0538263673426309
"10079",6,0.00881034907253305,2480.71666666667,0.000112563824656657,14827.7657712732,0.000942409994848074,4.76609349725539e-05,22.464,0,5,6,-0.281965811965812,0.0603431069536648+0i,0.168918918918919,7,792,401302,2.04876846187268,0.201088599939522
"1008",17,0.0773315853468215,2855.7619047619,0.000136828391767752,133976.900067657,0.0994810775507822,0.00495801524163412,23.0212413793103,0,16,12,0.0865671629644218,0.0242646340898118+0i,0.0610601655110714,7,2553,0,1.71014152627658,0.0431262302258014
"10080",3,0.00374900172514893,2307.4380952381,7.70999179470814e-05,0,9.0057042419413e-16,0.000434508145950677,22.1486896551724,0,2,3,-0.612698412698413,0+0i,0.352380952380952,7,367,0,0.648425858086385,1.38364779874214
"10081",13,0.0141206087261974,2623.32142857143,0.000111294147035434,26535.7086341832,0.0027341956457135,0.000345973119431449,22.6983908045977,0,12,8,0.200547223737273,0.0169411557272451+0i,0.0804195804195804,7,1280,0,1.02388055491243,0.0415354439455454
"10082",12,0.0135241174742805,2570.80238095238,6.52142603773666e-05,3798.21315908262,0.00375428775403119,0.00024913075523532,22.6104827586207,0,11,8,0.198620857638408,-0.0352948866624632+0i,0.0858843537414966,8,1082,0,1.0089833282168,0.0432506610952208
"10083",11,0.0046292954202887,2426.75714285714,6.06828207618786e-05,41662.2359088537,0.00029572032586441,6.1917552497753e-05,22.3646896551724,0.444444444444444,10,6,0.355198396374867,0.0208073736152624+0i,0.0940438871473354,8,622,0,1.03528740065734,0.0241680253188837
"10084",2,0.00122455355694126,2176.92619047619,7.45976574665432e-05,0,6.0134484374169e-16,0.000104931974935915,21.8763218390805,0,1,2,-0.708333333333333,0+0i,0.5,8,205,9691,0.637385692431553,2.91666666666667
"10085",11,0.0139495470619032,2601.6119047619,6.06828207618786e-05,6480.63694882689,0.00758014078792705,6.1917552497753e-05,22.6610574712644,0.544444444444445,10,8,0.0634549258691135,0.0558361379496019+0i,0.0949316170555109,7,1222,338711,1.97399501885671,0.0458188088124077
"10086",1,0.000578324235788719,2042.56785714286,6.01588682983147e-05,0,3.00672421870845e-16,4.0083173320911e-05,21.56,0,0,1,-0.833333333333333,0+0i,1,8,92,0,0.65956672061098,11
"10087",1,0.000578324235788718,2042.56785714286,6.01588682983147e-05,0,3.00672421870845e-16,4.0083173320911e-05,21.56,0,0,1,-0.833333333333333,0+0i,1,8,92,0,1.24142875633554,11
"10088",1,0.000578324235788719,2042.56785714286,6.01588682983147e-05,0,3.00672421870845e-16,4.0083173320911e-05,21.56,0,0,1,-0.833333333333333,0+0i,1,8,92,0,1.45976795739471,11
"10089",1,0.000578324235788719,2042.56785714286,6.01588682983147e-05,0,3.00672421870845e-16,4.0083173320911e-05,21.56,0,0,1,-0.833333333333333,0+0i,1,8,92,0,0.641100643882849,11
"1009",4,0.0105269861384009,2381.4619047619,0.000173466576484051,0,1.20268968748338e-15,0.00118712722768275,22.2891034482759,0,3,4,-0.481851688043639,0+0i,0.25,8,511,0,1.83759867077655,0.677360032693094
"10090",4,0.0045118781443946,2369.37857142857,7.78115438847297e-05,0,1.20268968748338e-15,0.000296165077436063,22.2669425287356,0,3,4,-0.506372549019608,0+0i,0.25,8,482,0,0.641100643882849,0.761989342806394
"10091",1,0.00117675593407348,2100.49880952381,6.10919022982523e-05,0,3.00672421870845e-16,2.65106585601292e-05,21.6986666666667,0,0,1,-0.857142857142857,0+0i,1,8,134,0,1.40830477825552,13
"10092",1,0.00117675593407348,2100.49880952381,6.10919022982523e-05,0,3.00672421870845e-16,2.65106585601292e-05,21.6986666666667,0,0,1,-0.857142857142857,0+0i,1,8,134,0,0.641100643882849,13
"10093",1,0.00165687028447865,2122.64682539683,6.10458857302584e-05,0,3.00672421870845e-16,0.000347488670636294,21.7531954022989,0,0,1,-0.857142857142857,0+0i,1,9,139,0,0.641921109877324,13
"10094",1,0.00165687028447865,2122.64682539683,6.10458857302584e-05,0,3.00672421870845e-16,0.000347488670636294,21.7531954022989,0,0,1,-0.857142857142857,0+0i,1,9,139,29300,1.75365741047786,13
"10095",1,0.00409960899800857,2145.66944444444,6.01579129728343e-05,0,3.00672421870845e-16,0.00445108216355274,21.8088275862069,0,0,1,-0.833333333333333,0+0i,1,9,182,2512,1.25621394625931,11
"10096",2,0.00425336326562175,2329.71666666667,0.000111012566274228,11113.7722793546,0.0031288635360262,2.70390594299102e-16,22.1968735632184,0,1,2,-0.523076923076923,-0.0011635235195109+0i,0.5,8,419,0,1.21948340372253,1.33333333333333
"10097",1,0.000186460578846573,1924.85357142857,6.0152413490573e-05,0,3.00672421870845e-16,1.68453227058131e-05,21.2339310344828,0,0,1,-0.833333333333333,0+0i,1,8,56,1060,1.00152417028656,11
"10098",1,0.000186460578846573,1924.85357142857,6.0152413490573e-05,0,3.00672421870845e-16,1.68453227058131e-05,21.2339310344828,0,0,1,-0.833333333333333,0+0i,1,8,56,0,0.655547542889965,11
"10099",1,0.000186460578846572,1924.85357142857,6.0152413490573e-05,0,3.00672421870845e-16,1.68453227058131e-05,21.2339310344828,0,0,1,-0.833333333333333,0+0i,1,8,56,130292,1.9464286457645,11
"101",13,0.0232227289241824,2728.2,9.17924071278318e-05,79369.3766546039,0.00147586909388913,0.00119690078671391,22.8514022988506,0,12,11,0.0217496201298465,0.0699635741856947+0i,0.0773576705780096,7,1784,1639,1.0241391747488,0.0522055036126698
"1010",2,0.0039231058354209,2276.2619047619,7.15113963095139e-05,0,6.0134484374169e-16,0.00113123067913804,22.0861609195402,0,1,2,-0.75187969924812,0+0i,0.5,8,341,0,0.641093741666697,3.51724137931034
"10100",1,0.000186460578846573,1924.85357142857,6.0152413490573e-05,0,3.00672421870845e-16,1.68453227058131e-05,21.2339310344828,0,0,1,-0.833333333333333,0+0i,1,8,56,0,0.986619300089321,11
"10101",1,0.000454302061728256,2039.94285714286,6.0152413490573e-05,0,3.00672421870845e-16,7.15747588072766e-05,21.5512643678161,0,0,1,-0.833333333333333,0+0i,1,8,92,14957,1.79254188936617,11
"10102",1,0.000454302061728255,2039.94285714286,6.0152413490573e-05,0,3.00672421870845e-16,7.15747588072766e-05,21.5512643678161,0,0,1,-0.833333333333333,0+0i,1,8,92,18202,1.84752877400387,11
